Majority protein IDs	sample 5	sample 6	sample 7	sample 8	sample 9	sample 10	sample 11	sample 12	sample 13	sample 15	sample 16	sample 17	sample 18	sample 19	sample 20
B9EJA2-5;B9EJA2;B9EJA2-2;B9EJA2-3;B9EJA2-4	NA	NA	NA	29.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B9EJR8	23.548	24.955	24.742	24.251	NA	24.703	NA	NA	24.769	23.897	24.323	25.687	25.1	24.814	24.227
B9EKI3	25.421	25.427	25.043	25.27	NA	24.749	24.335	24.518	25.055	25.246	25.691	25.372	25.789	25.667	25.407
C0HKD9;C0HKD8	28.504	28.437	28.67	28.794	28.267	28.286	28.55	28.662	28.34	28.875	28.756	28.71	28.704	28.913	28.918
C0HKG6;C0HKG5	24.634	23.99	24.372	NA	NA	NA	NA	NA	24.39	23.96	23.668	23.721	23.76	23.626	24.033
C3VPR6-2;C3VPR6	NA	NA	20.293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D0QMC3	31.926	32.17	31.386	32.271	31.798	32.122	31.424	32.154	31.906	31.54	32.073	31.806	32.238	31.61	32.118
D2EAC2-2;D2EAC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.674	NA	NA	NA
D3YUE4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.425	NA	24.238	24.408
D3YVF0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.237	NA
D3YXK1	NA	NA	NA	NA	NA	NA	NA	NA	24.328	24.319	24.353	24.714	24.951	24.207	24.663
D3YXK2	29.986	29.823	29.711	29.531	29.668	29.761	29.691	29.494	29.78	29.605	29.665	29.927	29.816	29.744	29.759
D3YZP9	26.205	25.924	26.043	25.75	25.854	24.38	25.813	25.855	25.609	25.892	25.297	26.023	25.337	26.013	25.582
E9Q7G1;D3YZZ5	28.961	28.485	28.329	28.84	28.804	28.757	28.417	28.772	28.709	28.332	28.48	28.412	28.483	28.346	28.579
D3Z0K6;A0A0G2JEI9	26.783	27.088	27.105	27.388	26.515	27.19	27.185	26.863	27.079	27.561	27.736	27.184	27.076	27.004	27.234
D3Z0M9	30.162	30.179	30.012	30.061	30.026	29.972	30.019	30.056	30.081	30.261	30.263	30.048	30.083	30.015	30.188
D3Z286	25.837	26.437	26.75	27.069	NA	26.417	26.57	27.496	26.324	26.621	27.258	26.136	27.232	27.045	27.61
D3Z3H0;A0A0U1RQ91;Q8R359	NA	24.815	25.155	NA	NA	NA	NA	NA	NA	24.608	NA	25.097	24.973	24.759	25.102
D3Z3N4;D3YWT1	28.646	28.487	28.292	28.324	28.587	28.323	28.437	28.511	28.438	28.587	28.561	28.58	28.604	28.766	28.69
D3Z4S3	25.137	25.151	25.161	25.595	25.133	25.794	25.928	25.893	25.918	26.044	25.947	24.842	25.915	25.562	24.87
D3Z4Z0;D3YW26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.031	24.029	23.044	23.962	24.583
D3Z6P9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.338	NA	NA	NA	NA
D3Z6Q9	28.615	29.706	29.547	29.939	28.436	29.478	29.785	30.2	28.796	29.636	30.141	28.916	29.974	29.793	30.562
D3Z7P3	29.184	29.54	30.018	29.526	29.005	29.45	29.745	29.783	29.418	30.011	30.101	29.347	29.644	30.055	29.846
D3Z7P3-2	26.567	26.601	27.608	27.436	26.662	26.888	27.354	26.187	27.291	27.715	27.879	26.835	27.479	27.751	26.806
D3Z7Q2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.613	NA
E0CZ22;D3Z624	24.988	25.367	25.637	25.662	25.805	25.305	25.499	25.888	25.075	25.57	25.994	25.553	25.847	25.978	25.947
E9PYP3;E0CZ26	NA	NA	21.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E9PUQ3;D3YWF5;D3Z5E5;D3YU88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.256	23.797	23.546	NA
E9PUQ8	NA	NA	NA	NA	NA	NA	NA	NA	24.534	NA	24.345	24.756	23.754	23.471	NA
E9Q1M6;E9PUR0	28.362	28.113	28.061	28.197	28.062	28.283	27.861	28.158	28.525	28.109	28.417	28.49	28.53	28.213	28.476
E9PUS2;E9PY28;F6WBW4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.368	NA
E9PV24;E9PV24-2	NA	NA	NA	NA	NA	NA	NA	NA	25.418	23.738	24.664	24.609	25.02	NA	NA
E9PV98;D3YYU4	27.103	27.242	27.134	27.347	26.863	27.023	27.218	26.959	26.908	27.238	26.906	26.674	26.617	26.998	27.064
E9PVA8	30.782	30.586	30.34	30.257	30.636	30.484	30.131	30.294	30.719	30.276	30.304	30.803	30.586	30.278	30.211
E9PVB5-2;E9PVB5	NA	NA	23.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E9PVD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.012
E9PVX6;E9PVX6-2	32.123	30.219	24.491	NA	31.811	29.597	22.589	NA	32.262	27.718	22.633	32.146	30.434	26.805	23.298
E9PWG6	29.638	28.392	23.909	22.349	29.512	28.021	NA	NA	28.976	24.533	NA	29.614	28.189	24.851	NA
E9PWH2	25.431	25.904	25.416	25.542	25.046	25.789	NA	24.389	25.591	25.126	25.882	26.152	26.204	25.552	26.455
E9PWW6;E9Q8M5;E9Q0D3;D6RI42	25.717	NA	24.842	NA	NA	NA	NA	NA	NA	24.632	24.913	24.941	24.646	24.01	25.078
E9PWW9	28.946	28.746	28.264	28.543	28.697	28.753	28.246	28.297	29.121	28.472	28.649	28.912	28.947	28.61	28.855
E9PX29;Q91ZE6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.917
E9PX68;E9Q585;E9Q1Q0	28.619	28.727	28.62	28.922	28.317	28.53	28.7	28.719	28.484	28.827	29.124	28.757	28.882	28.856	29.051
E9PY16	NA	25.052	NA	26.098	NA	NA	NA	25.757	NA	NA	25.809	24.687	NA	NA	25.126
E9PY43	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.898	NA	23.408	NA	NA	NA
E9PY46	NA	NA	24.103	NA	NA	NA	24.258	NA	NA	24.678	23.913	NA	24.11	24.946	23.549
E9PYD1;F6S0H0;F6ZXW2	25.051	25.549	25.916	25.772	NA	NA	25.596	25.618	25.33	26.121	25.949	25.124	25.618	25.483	25.802
E9PYF7;A0A0G2JG85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.633	NA	NA	NA
E9PYG6;A0A286YDU0	26.098	26.15	26.563	25.98	26.187	25.965	26.131	26.108	26.498	26.246	26.411	26.745	26.523	26.344	25.846
E9PYH6	27.85	27.853	27.636	28.064	27.992	27.889	27.915	27.918	27.934	27.93	28.08	27.922	28.247	27.851	28.128
E9PYK3	24.98	25.323	25.727	25.763	NA	25.586	NA	26.373	NA	25.637	26.399	25.122	25.617	25.731	26.208
E9PYL2	25.773	26.065	25.573	25.771	25.701	26.121	25.022	25.443	25.851	25.481	25.962	26.4	26.514	25.458	26.51
E9PYP2	NA	NA	NA	NA	24.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F8VQK6;E9PYR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.741	NA	23.651	23.55	23.259	22.962
E9PZ26	26.637	26.461	26.131	26.293	26.405	26.656	26.453	26.652	26.463	26.756	26.83	26.724	26.803	26.592	27.516
E9PZJ8;E9PZJ8-2	25.941	26.36	26.699	26.419	25.186	26.33	26.46	26.245	26.337	26.328	26.738	26.401	26.423	26.406	26.347
E9PZM4	34.01	33.922	33.964	33.976	33.645	33.866	33.865	33.936	33.831	34.129	33.916	33.707	33.989	34.03	34.099
E9PZM7;A0A2I3BRQ7	28.799	28.691	28.089	28.491	28.639	28.329	28.081	28.285	28.715	28.428	28.491	28.788	28.776	28.319	28.76
E9PZP8;F6RXM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.585
E9PZQ1;G3X9F7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.467	NA
E9Q0F0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.545	NA	NA	NA	NA
E9Q137	25.02	25.053	25.007	NA	NA	NA	24.943	NA	24.444	24.855	23.629	24.552	24.629	25.069	24.842
E9Q166	29.713	29.564	28.078	28.684	29.649	29.446	27.843	28.487	29.794	28.384	28.497	29.977	29.705	28.416	28.667
E9Q1P8	27.325	26.796	27.178	25.663	27.241	26.608	27.243	26.247	27.659	27.545	27.051	28.017	27.218	27.144	26.807
E9Q467;E9Q236	24.1	NA	24.383	24.173	NA	24.552	24.292	NA	23.856	NA	24.847	24.126	24.244	24.295	24.071
E9Q286	22.92	NA	NA	NA	NA	23.143	NA	NA	NA	22.665	22.519	NA	NA	23.19	NA
E9Q2E4	29.877	29.751	28.551	29.77	29.514	29.306	29.067	NA	29.639	NA	NA	29.465	29.167	NA	29.081
E9Q2I4;A0A1Y7VP67	28.384	28.957	28.748	29.138	28.582	28.826	28.59	29.138	28.482	28.873	29.207	28.689	29.143	28.716	29.442
E9Q2M9;E9PV60	32.344	32.276	32.614	32.02	32.285	32.199	32.543	32.059	32.529	32.62	32.257	32.576	32.473	32.676	32.165
E9Q2Z1;E9Q2Z1-2	28.42	27.408	NA	NA	28.271	26.78	NA	NA	28.345	NA	NA	28.285	26.905	NA	NA
E9Q309	24.938	25.515	NA	25.004	NA	24.678	NA	24.592	25.364	24.682	26.865	27.116	27.03	24.659	27.101
E9Q368	26.316	25.412	25.158	NA	26.25	25.626	25.201	NA	26.216	25.063	23.817	26.098	24.85	24.808	NA
E9Q394-2;E9Q394	29.384	29.554	29.154	29.898	29.041	29.658	29.219	30.078	29.335	29.357	30.042	29.352	29.872	29.338	30.139
E9Q3G8	29.728	29.69	29.59	29.395	29.666	29.614	29.576	29.251	29.737	29.828	29.477	29.853	29.963	29.872	29.855
E9Q3L2	28.65	28.654	28.626	28.798	28.469	28.689	28.539	28.915	28.669	28.512	28.843	28.524	28.843	28.643	28.794
E9Q3R9;E9Q444;G3X9A3	24.102	24.577	24.466	24.638	24.229	24.624	24.518	24.833	24.561	24.044	24.77	24.691	24.634	24.588	24.463
E9Q411	27.317	27.203	27.782	27.367	26.88	27.094	27.609	26.987	27.524	27.827	27.495	27.48	27.727	27.836	27.837
E9Q414	26.889	26.777	25.708	26.477	27.453	26.361	26.472	26.274	27.375	25.539	NA	26.433	26.985	25.756	27.065
E9Q415;P08101-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.843	NA	NA
E9Q4F7	24.751	24.712	23.808	24.903	NA	24.483	24.063	24.798	24.906	23.997	25.199	24.993	25.814	24.718	25.273
E9Q4N7	29.606	29.281	28.802	29.075	29.352	28.918	28.726	28.839	29.379	29.072	29.047	29.544	29.164	28.821	29.025
E9Q4T4	24.794	24.608	24.552	NA	24.335	NA	NA	24.579	25.317	24.67	24.993	24.907	25.026	24.456	24.999
E9Q4Y4	26.616	26.703	26.271	26.719	26.574	26.383	26.349	26.589	26.57	26.099	26.629	26.664	26.762	26.516	26.763
E9Q512;H3BJG4	25.064	24.029	24.65	23.931	24.856	24.852	23.797	NA	24.51	24.423	26.459	26.096	25.999	25.697	26.558
E9Q555	30.555	30.675	30.741	30.599	30.359	30.582	30.61	30.66	30.811	30.958	30.863	30.611	30.647	30.682	30.71
E9Q557	30.037	29.58	29.169	30.047	31.215	29.941	29.805	29.027	30.148	29.431	30.654	29.011	30.326	29.589	29.94
E9Q5C9;E9Q5C9-2	29.06	29.087	29.78	28.993	29.095	28.987	29.992	29.037	28.975	30.297	29.134	29.39	29.669	30.3	29.765
E9Q5F9-2;E9Q5F9	28.308	27.889	27.726	27.923	28.032	28.004	27.777	27.478	28.081	27.895	27.636	28.382	28.12	27.878	27.898
E9Q5G3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.365	NA	NA	NA
E9Q5K9;E9Q5K9-3;E9Q5K9-2	27.925	27.524	27.231	27.681	27.524	27.474	27.358	27.199	27.49	27.518	27.243	27.396	27.295	27.244	27.604
E9Q616	29.86	30.059	24.045	30.056	29.431	29.669	25.155	30.047	29.954	25.866	30.275	29.978	30.178	24.864	30.228
E9Q634	30.14	30.362	30.294	30.224	30.239	30.255	30.215	30.252	30.237	30.278	30.305	30.465	30.494	30.409	30.314
E9Q6A7	24.994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E9Q6E9;E9PYI6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.609	NA
E9Q6J5-3;E9Q6J5;E9Q6J5-2	28.824	28.567	28.296	28.669	28.434	28.552	28.451	28.415	28.776	28.733	28.682	28.926	28.81	28.639	29.083
E9Q6K3	24.648	NA	NA	24.201	24.379	NA	NA	24.945	24.153	NA	24.29	24.476	24.995	24.217	25.082
E9Q6Q4;A0A0G2JGC8	NA	NA	NA	22.293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E9Q6R7	23.256	NA	24.837	NA	NA	NA	NA	NA	NA	25.191	24.067	23.494	22.82	26.185	24.913
E9Q6U4;Q3UWL8;Q6P0X1	27.064	26.735	26.649	27.396	27.305	27.12	27.152	27.311	27.286	27.588	27.448	27.632	27.403	27.508	27.22
E9Q6W4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.853	NA	NA
E9Q6Y8	NA	NA	NA	NA	26.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E9Q735	27.822	27.428	27.341	27.193	27.403	27.521	27.147	27.284	28.048	27.55	27.724	28.019	27.704	27.626	27.507
E9Q777;E9Q774	24.608	24.16	24.414	25.284	NA	24.381	24.613	25.159	24.36	25.126	25.437	25.142	25.094	25.736	25.41
E9Q784	27.375	27.225	27.023	27.044	26.814	26.985	26.758	26.9	27.264	27.189	26.727	27.213	27.324	27.095	27.478
E9Q7C4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.444	NA	NA	NA
E9Q7E2	28.316	27.744	27.253	27.278	28.149	27.858	27.133	26.914	28.337	27.586	27.536	28.687	28.293	27.421	27.936
E9Q7F2	26.443	26.053	25.462	25.889	26.201	25.886	25.268	25.758	26.197	24.97	25.82	26.801	26.306	25.192	25.623
E9Q7G0	32.936	32.83	32.825	32.922	32.717	32.819	32.874	32.834	32.934	33.06	32.901	32.98	33.149	33.229	33.37
E9Q7L1;G3UX45	26.297	27.176	28.364	27.422	25.447	27.395	28.131	27.254	25.317	28.641	27.883	27.181	27.859	28.478	27.833
E9Q8D0	NA	25.279	NA	NA	NA	NA	NA	NA	25.075	24.047	24.311	25.189	24.574	24.018	24.352
E9Q8I7	23.965	NA	NA	NA	NA	NA	NA	NA	24.443	23.586	23.792	23.907	NA	NA	NA
E9Q8I9-2;E9Q8I9	26.427	26.732	27.206	26.999	25.3	26.622	26.387	26.869	25.731	NA	26.925	26.859	27.019	24.85	27.003
E9Q8T2-2;E9Q8T2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.847	24.128	23.936	23.147	23.96
E9Q8V6	23.826	25.649	25.691	25.304	NA	25.666	25.312	25.278	24.7	25.558	25.74	24.913	25.931	25.152	25.462
E9Q912;Q3TU36	28.07	28.743	29.172	29.472	28.122	28.61	29.055	29.57	27.988	29.054	29.495	28.444	28.994	29.174	29.741
E9Q9B3	NA	23.227	23.244	NA	NA	22.936	NA	23.555	NA	NA	NA	22.917	23.209	23.775	23.459
E9Q9Q2;Q80ZH9	NA	NA	NA	NA	NA	NA	NA	NA	24.068	NA	23.184	NA	NA	23.224	NA
E9Q9R9	NA	NA	21.635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E9QAE3	28.212	28.229	28.546	28.232	27.991	28.217	28.362	27.983	28.083	28.685	28.257	28.541	28.489	28.66	28.277
E9QAF4	21.507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E9QAG8	NA	NA	20.432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E9QAH1;E9PVZ8	28.71	27.92	26.269	25.233	28.144	26.618	NA	NA	28.501	27.003	27.093	29.214	28.084	27.535	27.163
E9QAM5	29.522	29.595	29.36	29.863	29.411	29.804	29.382	29.715	29.581	29.517	29.955	29.555	29.836	29.416	30.08
E9QAN8	27.018	26.907	26.479	25.955	26.834	26.645	26.082	26.634	26.807	26.464	26.664	27.323	26.942	26.778	26.825
E9QAP7;A0A2I3BPN6	27.846	27.742	27.423	27.788	27.838	27.676	27.479	27.475	27.819	27.672	27.952	28.27	28.416	27.688	28.16
E9QAT4-2;E9QAT4	28.291	28.059	27.759	28.102	27.834	28.031	27.645	27.831	28.131	27.819	27.954	28.079	28.121	27.893	28.222
F6RUI8	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.999	23.395	23.885	23.995	23.922	23.983
F7C583;Q3UX37;F6S200	NA	NA	23.908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F6U238	NA	23.456	23.446	NA	NA	NA	23.752	NA	NA	24.546	NA	NA	NA	24.301	NA
F6U4F1;G3X9F6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.294	NA	NA
F6XLV1	NA	NA	NA	NA	NA	NA	27.463	NA	NA	NA	NA	NA	NA	NA	NA
F6ZDS4	32.218	31.952	31.661	31.588	31.983	31.829	31.667	31.308	32.058	31.776	31.516	32.181	32.122	31.855	31.922
F7BJB9	29.765	29.829	29.223	29.636	29.517	29.666	29.084	29.435	29.659	29.452	29.701	29.786	29.843	29.341	29.697
F7BWT7;F7BWT7-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.833	NA	NA	NA	NA	NA
F8VPJ6	NA	NA	NA	NA	NA	24.987	24.634	NA	24.624	24.03	24.277	24.431	NA	23.798	24.425
F8VPK0	27.466	27.543	27.914	27.509	27.508	27.531	27.81	27.432	27.563	28.032	27.649	27.674	27.676	27.971	27.502
F8VPN2-2;F8VPN2	NA	NA	NA	NA	25.569	NA	NA	23.707	NA	NA	NA	NA	NA	24.312	NA
F8VPN4;A0A0G2JGI9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.126	NA
F8VPP8	31.65	31.257	31.312	30.323	30.548	30.657	31.359	31.465	31.419	30.269	30.958	31.771	31.134	31.429	31.289
F8VPQ2	27.823	27.896	27.445	28.007	27.734	27.824	27.477	27.827	27.85	27.437	27.764	27.777	27.965	27.355	27.909
F8VPZ3	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.131	NA	NA	NA	NA	NA
F8VPZ5	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.626	NA	NA	NA	NA	NA
F8VPZ9	26.493	25.99	24.978	25.98	25.634	25.563	25.441	24.992	25.894	25.483	25.96	26.933	26.135	25.435	26.529
F8VQ05	29.609	28.923	28.171	28.16	29.508	28.822	26.981	27.897	29.599	27.793	28.334	29.814	28.931	28.014	28.324
F8VQC1;E9Q740	29.45	29.174	29.23	29.108	29.244	29.251	29.217	29.212	29.558	29.234	29.27	29.474	29.359	29.34	29.548
F8VQG7;A0A0J9YUP5	27.791	27.82	26.318	27.349	27.534	27.429	25.715	27.194	27.588	27.182	27.457	27.786	27.707	26.683	27.554
G3X8Q1	25.817	25.308	25.179	25	24.862	25.136	24.355	24.957	25.881	26.096	25.599	26.443	26.511	25.969	25.683
G3X8X0;Q05BH3	28.963	29.023	28.817	28.881	29.099	29.095	28.62	28.892	29.068	28.953	28.825	29.15	29.005	28.754	28.887
G3X922;D4AFX7	30.143	30.392	30.418	30.602	30.069	30.339	30.179	30.612	29.933	30.286	30.645	30.1	30.499	30.279	30.472
G3X972;A0A286YDI8	29.731	29.603	29.637	29.694	29.614	29.769	29.499	29.763	29.718	29.775	29.832	30.087	30.078	29.833	30.099
G3X987	27.643	29.507	29.47	30.356	27.988	29.576	29.395	30.607	27.915	29.46	30.413	27.932	29.6	29.242	30.423
G3X9B1	29.429	29.75	30.296	29.906	29.397	29.804	30.386	29.873	29.611	30.617	30.045	29.552	29.981	30.582	29.966
G3X9C2	NA	NA	NA	24.632	25.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G3X9G7-2;G3X9G7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.035	NA	NA	NA
G3X9K3	28.415	28.682	28.638	28.842	28.458	28.653	28.54	28.855	28.336	28.494	28.765	28.405	28.603	28.62	28.904
Q6AXF8;G3X9M3;A0A494B973	NA	24.036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G3X9X1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.52	24.094	24.313	24.091	23.738
G3X9Z4;F6UFZ5	27.614	27.643	27.486	27.754	27.41	27.68	27.307	27.585	27.709	27.727	27.779	27.854	27.828	27.439	28.083
G3XA30	26.458	27.183	27.581	27.493	26.441	27.308	27.479	27.686	27.075	27.051	27.499	26.642	27.124	27.363	27.003
G5E829	26.166	26.429	26.374	26.651	26.301	26.534	26.229	26.821	26.584	26.135	26.936	26.438	26.667	26.339	26.622
G5E861;G5E861-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.099	NA	NA	NA
G5E870	30.15	30.13	30.188	30.006	30.13	29.963	30.182	29.861	30.289	30.461	30.132	30.38	30.516	30.525	30.097
G5E893	NA	NA	24.019	NA	NA	NA	NA	NA	NA	NA	24.682	24.064	NA	NA	NA
G5E895;D3Z494;S4R2G9	28.36	27.936	28.234	28.359	28.248	27.865	28.503	28.464	28.81	29.059	28.754	28.614	28.123	28.763	28.685
G5E8B9	25.078	25.063	24.002	24.605	25.152	24.637	NA	24.429	24.562	24.875	24.784	25.437	25.193	25.531	24.41
G5E8C2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.436	NA	NA	NA
G5E8F4	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.192	NA	NA	NA	23.328	NA
G5E8P0	NA	NA	24.711	25.606	NA	NA	NA	NA	24.951	NA	25.148	25.105	25.028	24.93	25.264
G5E8P1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.432
G5E8V9;E9Q3G5	28.218	28.223	28.197	28.327	28.349	28.159	27.725	28.204	28.023	27.852	28.049	28.306	28.161	28.015	28.219
H3BL92;H3BKQ3;H3BJ67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.672	NA	NA	NA
J3JS92;Q91WF0;I7HJS2;H3BK99;H3BKZ8;Q810E8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.811	NA	NA
J3QN89;Q3TJ22	25.865	26.321	26.33	26.39	25.472	26.229	26.579	26.093	25.593	25.992	25.938	25.617	25.512	25.856	25.707
M0QWH8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.815	NA	NA	NA
O08528	24.356	25.762	26.493	NA	25.703	24.976	25.543	NA	24.707	27.105	25.193	26.609	26.689	27.254	25.719
O08529	28.099	28.037	29.431	27.728	28.304	28.074	29.095	27.59	28.33	29.06	27.922	28.144	27.967	29.168	27.612
O08530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.618	NA
O08539-2;O08539	30.337	30.932	31.498	31.38	30.458	30.851	31.33	31.323	30.254	31.259	31.314	30.285	30.725	31.206	31.189
O08547	29.98	29.748	29.645	29.341	29.994	29.855	29.751	29.454	29.942	29.634	29.527	29.699	29.694	29.788	29.586
O08550	26.959	26.125	25.457	26.015	26.638	25.892	24.669	24.745	26.713	26.195	26.378	27.276	27.244	25.692	26.988
O08553	31.578	31.617	31.005	31.613	31.569	31.625	30.679	31.653	31.653	30.924	31.599	31.737	31.635	30.85	31.61
O08573-2;O08573-3;O08573	30.756	29.878	28.59	28.444	30.777	29.63	28.642	28.81	30.549	28.378	28.667	30.303	29.412	28.287	28.167
O08579	28.832	28.849	28.886	29.204	28.699	28.903	28.637	29.184	28.833	28.876	29.129	28.759	28.906	28.74	29.387
O08580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.724	NA	22.726	22.591
O08582	28.713	28.732	28.719	28.624	28.634	28.455	28.297	28.879	28.793	28.529	28.744	29.064	28.786	28.62	28.801
O08583;O08583-2	31.792	31.728	31.663	31.606	31.496	31.598	31.649	31.658	31.403	31.441	31.883	31.295	31.652	31.604	31.374
O08585	31.145	31.23	30.367	30.935	31.081	30.963	30.151	30.694	30.324	30.23	30.752	30.799	30.797	30.315	31.086
O08586	25.575	24.929	25.319	25.105	25.53	25.519	25.06	24.851	25.465	25.367	24.973	25.111	25.122	24.866	24.676
O08599;O08599-2	23.264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O08600	25.701	26.149	27.838	26.675	25.539	26.031	27.219	26.948	25.371	27.191	26.915	25.574	26.253	27.513	26.734
O08605	25.963	25.491	25.9	25.497	25.574	25.553	25.855	25.993	25.915	25.545	25.28	25.701	25.381	25.708	25.149
O08609-2;O08609-3;O08609	NA	NA	24.126	23.977	NA	24.084	24.009	24.228	23.662	23.645	24.274	23.765	NA	23.871	23.738
O08638-2;O08638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.333	NA	NA
O08648-2;O08648	25.372	25.045	26.189	25.442	NA	24.486	24.849	25.497	25.683	25.099	24.951	25.443	24.488	25.579	23.744
O08663	28.473	28.362	28.348	28.216	28.56	28.544	28.307	28.496	28.671	28.382	28.21	28.531	28.412	28.499	28.258
O08664	NA	25.522	NA	25.835	NA	NA	25.924	NA	25.213	25.565	25.94	NA	24.635	25.628	25.903
O08688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.358
O08709	31.27	31.504	32.561	31.614	31.394	31.365	32.318	31.89	31.129	32.456	31.772	31.228	31.166	32.367	31.515
O08734	28.35	28.091	28.408	27.892	27.835	28.257	28.357	27.919	28.11	28.509	28.012	28	28.089	28.3	27.544
O08738	27.621	27.903	29.054	28.279	27.742	27.931	28.99	28.221	27.915	28.971	28.247	27.696	27.884	28.835	27.933
O08739	23.162	26.159	26.317	26.068	NA	26.028	26.104	25.763	25.842	26.059	26.378	25.837	26.316	26.576	26.592
O08740	24.126	24.303	NA	NA	NA	25.149	NA	NA	24.434	23.944	NA	NA	NA	NA	24.152
O08749	31.774	31.527	31.851	31.453	31.317	31.462	31.629	31.501	31.163	31.476	31.727	31.456	31.451	31.9	31.604
O08756	29.962	30.039	29.733	30.293	29.751	30.182	30.067	30.271	29.989	30.244	30.373	30.396	30.425	30.433	30.646
O08759;O08759-2;O08759-3	28.678	28.561	28.948	28.498	28.749	28.635	29.056	28.491	28.605	29.066	28.492	28.547	28.622	29.071	28.568
O08760	24.842	25.986	25.958	27.053	25.332	26.137	26.025	26.952	25.04	25.704	26.918	25.402	26.317	25.854	27.058
O08784	31.965	32.155	31.752	32.162	31.787	31.985	31.945	32.028	31.721	31.971	32.157	31.814	32.483	32.039	32.673
O08788-2;O08788	30.178	30.084	30.031	30.079	29.897	29.95	29.886	30.117	29.942	29.934	30.086	30.201	30.029	29.927	30.153
O08789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.787	NA	NA	24.409
O08795-2;O08795	30.386	30.105	30.189	29.897	30.164	29.952	29.843	29.784	30.275	30.35	30.097	30.517	30.217	30.072	30.191
