ENSP00000354687	YP_003024026	P03886	ENST00000361390
ENSP00000347289	NP_599020	Q9BQ87	ENST00000355162
ENSP00000372499	NP_150600	Q9BQ87	ENST00000383032
ENSP00000498861			ENST00000651523
ENSP00000371887	NP_001005786	Q13117	ENST00000382449
ENSP00000371877	NP_001375423		ENST00000382440
ENSP00000371877	NP_001375424		ENST00000382440
ENSP00000371877	NP_001375422		ENST00000382440
ENSP00000371877	NP_065096		ENST00000382440
ENSP00000371877	NP_001005785		ENST00000382440
ENSP00000371877	NP_001376232		ENST00000382440
ENSP00000500036	NP_001724		ENST00000673372
ENSP00000371870		Q13117	ENST00000382433
ENSP00000499988	NP_001341275		ENST00000671968
ENSP00000500489			ENST00000671919
ENSP00000499829			ENST00000671826
ENSP00000500736			ENST00000671834
ENSP00000500431			ENST00000673318
ENSP00000500599			ENST00000672948
ENSP00000500795			ENST00000673068
ENSP00000500888			ENST00000671801
ENSP00000500788			ENST00000671729
ENSP00000250823	NP_870996	O14598	ENST00000250823
ENSP00000499811			ENST00000671738
ENSP00000486252	NP_001034656	Q8TD47	ENST00000629237
ENSP00000500880			ENST00000672949
ENSP00000500804	NP_001284569	Q9NZP8	ENST00000671752
ENSP00000500804	NP_057630	Q9NZP8	ENST00000671752
ENSP00000500003	NP_001284571		ENST00000672447
ENSP00000500666			ENST00000673022
ENSP00000500244			ENST00000672115
ENSP00000500596			ENST00000673569
ENSP00000500757			ENST00000672500
ENSP00000500377	NP_001284572		ENST00000672727
ENSP00000330552	NP_116753	Q9BZA8	ENST00000333703
ENSP00000514038			ENST00000698927
ENSP00000482115	NP_001265548	Q9BZA8	ENST00000622698
ENSP00000513983	NP_001382516		ENST00000698851
ENSP00000478548			ENST00000621505
ENSP00000215473		Q9BZA8	ENST00000215473
ENSP00000500050	NP_001316383	P82980	ENST00000673093
ENSP00000500050	NP_113679	P82980	ENST00000673093
ENSP00000355419	NP_116754	Q9BZA8	ENST00000362095
ENSP00000383306	NP_116755	Q9BZA8	ENST00000400457
ENSP00000500221			ENST00000673292
ENSP00000500251			ENST00000673383
ENSP00000303178	NP_001003895	Q9Y6F8	ENST00000306882
ENSP00000371844	NP_001003894	Q9Y6F8	ENST00000382407
ENSP00000500349			ENST00000672644
ENSP00000473491			ENST00000602770
ENSP00000371829	NP_001002760	O14599	ENST00000382392
ENSP00000480184		O14599	ENST00000615850
ENSP00000354799	NP_733841	Q9Y6F8	ENST00000361963
ENSP00000302968	NP_004671	Q9Y6F8	ENST00000306609
ENSP00000500510	NP_055533	Q9BQT9	ENST00000672495
ENSP00000500913			ENST00000673552
ENSP00000500879			ENST00000671934
ENSP00000500680			ENST00000673190
ENSP00000500105			ENST00000671973
ENSP00000500213		Q9BQT9	ENST00000673375
ENSP00000372484	NP_001307877	A6NDE4	ENST00000383020
ENSP00000372484	NP_001006121	A6NDE4	ENST00000383020
ENSP00000500657			ENST00000673486
ENSP00000372084			ENST00000382639
ENSP00000372154	NP_001307874	P0DJD3	ENST00000382707
ENSP00000372154	NP_001307873	P0DJD3	ENST00000382707
ENSP00000372154	NP_005049	P0DJD3	ENST00000382707
ENSP00000354329			ENST00000361046
ENSP00000489389	NP_056340	Q9P2D0	ENST00000635454
ENSP00000499871			ENST00000673260
ENSP00000489043			ENST00000634585
ENSP00000488965			ENST00000634695
ENSP00000489548	NP_001287835		ENST00000635384
ENSP00000491489			ENST00000640033
ENSP00000488952			ENST00000634571
ENSP00000399668	NP_001409015	P0CV99	ENST00000426950
ENSP00000399668	NP_001157943	P0CV99	ENST00000426950
ENSP00000489552			ENST00000635314
ENSP00000372471			ENST00000383008
ENSP00000489143	NP_001363851	Q13641	ENST00000635036
ENSP00000489447	NP_006661	Q13641	ENST00000634817
ENSP00000489140	NP_001159864	Q13641	ENST00000634826
ENSP00000372467			ENST00000383005
ENSP00000287721	NP_001409007	P0CW00	ENST00000287721
ENSP00000287721	NP_001230650	P0CW00	ENST00000287721
ENSP00000372462			ENST00000383000
ENSP00000398163	NP_001409017	P0CV98	ENST00000457222
ENSP00000398163	NP_001408985	P0CV98	ENST00000457222
ENSP00000398163	NP_001409018	P0CV98	ENST00000457222
ENSP00000398163	NP_001409016	P0CV98	ENST00000457222
ENSP00000398163	NP_001408999	P0CV98	ENST00000457222
ENSP00000398163	NP_001409010	P0CV98	ENST00000457222
ENSP00000398163	NP_001409001	P0CV98	ENST00000457222
ENSP00000398163	NP_001409009	P0CV98	ENST00000457222
ENSP00000398163	NP_001071165	P0CV98	ENST00000457222
ENSP00000406010			ENST00000440483
ENSP00000412988			ENST00000424594
ENSP00000389324	NP_001184171	Q01534	ENST00000423647
ENSP00000403304	NP_001409009	Q01534	ENST00000451548
ENSP00000403304	NP_001409011	Q01534	ENST00000451548
ENSP00000403304	NP_001307893	Q01534	ENST00000451548
ENSP00000403304	NP_003299	Q01534	ENST00000451548
ENSP00000500922			ENST00000671945
ENSP00000499192	NP_001382992	A0A494C1R9	ENST00000440215
ENSP00000516963	NP_001034200	Q2Q1W2	ENST00000707739
ENSP00000406407	NP_001409017	P0CW01	ENST00000428845
ENSP00000406407	NP_001408985	P0CW01	ENST00000428845
ENSP00000406407	NP_001409000	P0CW01	ENST00000428845
ENSP00000406407	NP_001409018	P0CW01	ENST00000428845
ENSP00000406407	NP_001409016	P0CW01	ENST00000428845
ENSP00000406407	NP_001408999	P0CW01	ENST00000428845
ENSP00000406407	NP_001409010	P0CW01	ENST00000428845
ENSP00000406407	NP_001409001	P0CW01	ENST00000428845
ENSP00000406407	NP_001409009	P0CW01	ENST00000428845
ENSP00000406407	NP_001269398	P0CW01	ENST00000428845
ENSP00000516964	NP_001380298	Q9H9A5	ENST00000707740
ENSP00000516964	NP_001243670	Q9H9A5	ENST00000707740
ENSP00000516965	NP_001380296	Q9H9A5	ENST00000707741
ENSP00000516965	NP_001380297	Q9H9A5	ENST00000707741
ENSP00000516965	NP_001380295	Q9H9A5	ENST00000707741
ENSP00000516965	NP_056257	Q9H9A5	ENST00000707741
ENSP00000516966			ENST00000707742
ENSP00000516967	NP_001243671	Q9H9A5	ENST00000707745
ENSP00000397151	NP_001307891		ENST00000444056
ENSP00000516968			ENST00000707748
ENSP00000516969			ENST00000707749
ENSP00000516970			ENST00000707751
ENSP00000414049			ENST00000429039
ENSP00000314077	NP_072095	A6NKD2	ENST00000320701
ENSP00000372512			ENST00000383042
ENSP00000499823	NP_001124498	P50542	ENST00000672694
ENSP00000499823	NP_001338060	P50542	ENST00000672694
ENSP00000499961			ENST00000672891
ENSP00000500696	NP_001338067	P50542	ENST00000672242
ENSP00000500696	NP_001338064	P50542	ENST00000672242
ENSP00000500696	NP_001338069	P50542	ENST00000672242
ENSP00000500696	NP_001338068	P50542	ENST00000672242
ENSP00000500696	NP_001361578	P50542	ENST00000672242
ENSP00000500696	NP_001338053	P50542	ENST00000672242
ENSP00000500696	NP_001338055	P50542	ENST00000672242
ENSP00000500696	NP_001361575	P50542	ENST00000672242
ENSP00000500696	NP_001361577	P50542	ENST00000672242
ENSP00000500696	NP_001338059	P50542	ENST00000672242
ENSP00000500696	NP_001338066	P50542	ENST00000672242
ENSP00000500696	NP_001338056	P50542	ENST00000672242
ENSP00000500696	NP_001338057	P50542	ENST00000672242
ENSP00000500696	NP_001124496	P50542	ENST00000672242
ENSP00000500696	NP_001361574	P50542	ENST00000672242
ENSP00000500271			ENST00000673059
ENSP00000500043	NP_001124495	P50542	ENST00000672541
ENSP00000500441			ENST00000672372
ENSP00000500701			ENST00000671862
ENSP00000500509	NP_001338065	P50542	ENST00000671993
ENSP00000500509	NP_001361576	P50542	ENST00000671993
ENSP00000500509	NP_001124497	P50542	ENST00000671993
ENSP00000500509	NP_001287718	P50542	ENST00000671993
ENSP00000500509	NP_001338062	P50542	ENST00000671993
ENSP00000500509	NP_001338063	P50542	ENST00000671993
ENSP00000500509	NP_001338061	P50542	ENST00000671993
ENSP00000500694			ENST00000672235
ENSP00000500769			ENST00000673288
ENSP00000500661			ENST00000672192
ENSP00000499952			ENST00000672120
ENSP00000500230	NP_000310	P50542	ENST00000672776
ENSP00000500790			ENST00000673268
ENSP00000500332			ENST00000673209
ENSP00000485975			ENST00000570683
ENSP00000460931	NP_001004746	Q8NGG2	ENST00000573647
ENSP00000459586	NP_001004747	Q8NGG3	ENST00000575738
ENSP00000459132	NP_001004745	Q8NG75	ENST00000576733
ENSP00000486842	NP_001005199	Q8NGG4	ENST00000626711
ENSP00000460360			ENST00000574192
ENSP00000460880	NP_001005202	Q8NH51	ENST00000573400
ENSP00000461384	NP_001002907	Q8NGG5	ENST00000574800
ENSP00000460206	NP_001005205	Q8NGP2	ENST00000574644
ENSP00000486165	NP_001013374		ENST00000627176
ENSP00000487204	NP_001013375	P0C7N5	ENST00000626074
ENSP00000500619			ENST00000672259
ENSP00000500369			ENST00000671812
ENSP00000494070	NP_003484	Q16695	ENST00000644869
ENSP00000493926	NP_254280	Q7L7L0	ENST00000645741
ENSP00000496342	NP_778225	Q8N257	ENST00000647549
ENSP00000495836	NP_001010858	Q5TA31	ENST00000643372
ENSP00000494673	NP_067028	Q7L0Q8	ENST00000646945
ENSP00000500012			ENST00000671717
ENSP00000500337			ENST00000672457
ENSP00000500195			ENST00000673612
ENSP00000500574	NP_981960	Q8TE02	ENST00000671829
ENSP00000499930			ENST00000673277
ENSP00000500755	NP_981958		ENST00000672545
ENSP00000500315	NP_056177	Q8TE02	ENST00000673570
ENSP00000500282			ENST00000672410
ENSP00000500212			ENST00000673019
ENSP00000500470	NP_981959	Q8TE02	ENST00000671820
ENSP00000500054			ENST00000673309
ENSP00000500391			ENST00000673286
ENSP00000500797			ENST00000671885
ENSP00000500037			ENST00000672006
ENSP00000499880			ENST00000672061
ENSP00000500950			ENST00000673102
ENSP00000500298	NP_001298	O95471	ENST00000672443
ENSP00000500433	NP_001171952		ENST00000673003
ENSP00000500460	NP_001171951	O95471	ENST00000672374
ENSP00000500589			ENST00000672042
ENSP00000500938			ENST00000672664
ENSP00000499854			ENST00000672649
ENSP00000500457			ENST00000672108
ENSP00000372099			ENST00000382653
ENSP00000372127	NP_001006120	P0C7P1	ENST00000382680
ENSP00000486698	NP_001137304	A8MZ59	ENST00000629267
ENSP00000399181	NP_001307879	P0C7P1	ENST00000418956
ENSP00000399181	NP_001307878	P0C7P1	ENST00000418956
ENSP00000491781	NP_001369274	A8MZ59	ENST00000640845
ENSP00000499804	NP_001033	P14672	ENST00000673224
ENSP00000351823			ENST00000358944
ENSP00000500577		P14672	ENST00000672821
ENSP00000500752			ENST00000671706
ENSP00000500807			ENST00000673275
ENSP00000499993			ENST00000672921
ENSP00000372104			ENST00000382658
ENSP00000372105	NP_001006118	A6NEQ0	ENST00000382659
ENSP00000499890	NP_057066	Q9Y2T7	ENST00000672150
ENSP00000500181			ENST00000671716
ENSP00000486377		Q9Y463	ENST00000631090
ENSP00000485915	NP_004705	Q9Y463	ENST00000625757
ENSP00000486839	NP_006475	Q9Y463	ENST00000625388
ENSP00000487313		Q9Y463	ENST00000625438
ENSP00000487539	NP_006474	Q9Y463	ENST00000627034
ENSP00000486913			ENST00000626964
ENSP00000486264			ENST00000630714
ENSP00000500669	NP_001137232	P63241	ENST00000672765
ENSP00000486271			ENST00000630954
ENSP00000307155	NP_001290339	Q15415	ENST00000303766
ENSP00000307155	NP_001369311	Q15415	ENST00000303766
ENSP00000307155	NP_689798	Q15415	ENST00000303766
ENSP00000487390	NP_001427	P22087	ENST00000625241
ENSP00000406005	NP_001369313		ENST00000454978
ENSP00000406005	NP_001369312		ENST00000454978
ENSP00000406005	NP_001369310		ENST00000454978
ENSP00000499855		P63241	ENST00000673099
ENSP00000500228			ENST00000672043
ENSP00000487091			ENST00000629964
ENSP00000485785			ENST00000629606
ENSP00000499995		P63241	ENST00000673304
ENSP00000500624	NP_001357349	P63241	ENST00000673259
ENSP00000500624	NP_001961	P63241	ENST00000673259
ENSP00000487170			ENST00000630592
ENSP00000487026			ENST00000627797
ENSP00000500717	NP_001137233	P63241	ENST00000672250
ENSP00000500717	NP_001357350	P63241	ENST00000672250
ENSP00000486882			ENST00000625673
ENSP00000500847		P63241	ENST00000672755
ENSP00000500543			ENST00000673105
ENSP00000485963			ENST00000628079
ENSP00000485834			ENST00000629982
ENSP00000500414	NP_001137234	P63241	ENST00000673210
ENSP00000487367	NP_006494	P43686	ENST00000629691
ENSP00000250831	NP_001006117	Q15415	ENST00000250831
ENSP00000485851	NP_694546	P43686	ENST00000630857
ENSP00000500563			ENST00000672439
ENSP00000486015			ENST00000631242
ENSP00000487382			ENST00000629260
ENSP00000498658			ENST00000652291
ENSP00000486807			ENST00000628247
ENSP00000487125	NP_848639	Q86UE3	ENST00000626389
ENSP00000487351	NP_001284692		ENST00000627583
ENSP00000486294			ENST00000626396
ENSP00000499819			ENST00000673085
ENSP00000500677		Q13227	ENST00000672046
ENSP00000500845			ENST00000673095
ENSP00000500255	NP_004480	Q13227	ENST00000673265
ENSP00000503959		Q9Y6R6	ENST00000678949
ENSP00000487572	NP_001005851	Q9Y6R6	ENST00000625684
ENSP00000486124			ENST00000630970
ENSP00000499894			ENST00000672369
ENSP00000487227			ENST00000628151
ENSP00000502864			ENST00000678470
ENSP00000487473			ENST00000627835
ENSP00000499960			ENST00000673534
ENSP00000500531			ENST00000673319
ENSP00000486823			ENST00000629480
ENSP00000486672	NP_001136051	O75290	ENST00000630440
ENSP00000487520	NP_001136050	O75290	ENST00000628273
ENSP00000487520	NP_001010880	O75290	ENST00000628273
ENSP00000486345	NP_001136049	O75290	ENST00000630528
ENSP00000487177		O75290	ENST00000626829
ENSP00000487366		O75290	ENST00000626168
ENSP00000487510			ENST00000625733
ENSP00000486848			ENST00000630978
ENSP00000486312			ENST00000628727
ENSP00000486727			ENST00000626417
ENSP00000485974			ENST00000627069
ENSP00000487490	NP_003881	Q9Y6R7	ENST00000628705
ENSP00000496594	NP_001381759		ENST00000643089
ENSP00000496594	NP_001352515		ENST00000643089
ENSP00000372325	NP_001193779	Q8NFZ3	ENST00000382872
ENSP00000348169	NP_055708	Q8NFZ3	ENST00000355905
ENSP00000372320			ENST00000382868
ENSP00000494046			ENST00000645399
ENSP00000510011	NP_001352517		ENST00000684976
ENSP00000342535	NP_001381760	Q8NFZ3	ENST00000339174
ENSP00000342535	NP_001352521	Q8NFZ3	ENST00000339174
ENSP00000412638	NP_001157710		ENST00000413217
ENSP00000548021	NP_001352513		ENST00000877962
ENSP00000548022			ENST00000877963
ENSP00000548023			ENST00000877964
ENSP00000548024			ENST00000877965
ENSP00000548025			ENST00000877966
ENSP00000596567			ENST00000926508
ENSP00000596568			ENST00000926509
ENSP00000500667	NP_001005408	Q96JN8	ENST00000673081
ENSP00000596569			ENST00000926510
ENSP00000596570			ENST00000926511
ENSP00000596571			ENST00000926512
ENSP00000596572			ENST00000926513
ENSP00000596573	NP_001352522		ENST00000926514
ENSP00000500916	NP_115818	Q96JN8	ENST00000671847
ENSP00000596574			ENST00000926515
ENSP00000596575			ENST00000926516
ENSP00000596576	NP_001352520		ENST00000926517
ENSP00000596577			ENST00000926518
ENSP00000596578			ENST00000926519
ENSP00000596579			ENST00000926520
ENSP00000500851			ENST00000672688
ENSP00000596580			ENST00000926521
ENSP00000596581	NP_001352519		ENST00000926522
ENSP00000596582			ENST00000926523
ENSP00000499845			ENST00000672757
ENSP00000500699			ENST00000673278
ENSP00000499963			ENST00000672813
ENSP00000493710	NP_612369	Q8ND23	ENST00000646442
ENSP00000499859	NP_055531	Q15027	ENST00000672212
ENSP00000500874			ENST00000671761
ENSP00000500089			ENST00000672377
ENSP00000500224	NP_001002914	Q693B1	ENST00000672140
ENSP00000495315		Q64ET8	ENST00000645766
ENSP00000500427	NP_001350571	Q693B1	ENST00000673447
ENSP00000496323	NP_001273749	Q64ET8	ENST00000644173
ENSP00000496323	NP_001005217	Q64ET8	ENST00000644173
ENSP00000489664			ENST00000637139
ENSP00000500075	NP_001307364	Q3KNT9	ENST00000672158
ENSP00000500787	NP_001307365	Q3KNT9	ENST00000673329
ENSP00000490541	NP_004468	Q14331	ENST00000636590
ENSP00000500018	NP_937797	Q3KNT9	ENST00000673610
ENSP00000489960			ENST00000637604
ENSP00000490915			ENST00000636262
ENSP00000489984			ENST00000636832
ENSP00000494138	NP_001267487	O95741	ENST00000645359
ENSP00000491440			ENST00000639060
ENSP00000494078			ENST00000645971
ENSP00000491096			ENST00000638899
ENSP00000494399			ENST00000644487
ENSP00000492257			ENST00000639166
ENSP00000496694			ENST00000645244
ENSP00000491497			ENST00000639613
ENSP00000493949			ENST00000646173
ENSP00000491915			ENST00000638438
ENSP00000496376			ENST00000642656
ENSP00000492071			ENST00000640110
ENSP00000353284	NP_001116137	O15523	ENST00000360160
ENSP00000495525			ENST00000644249
ENSP00000491388			ENST00000640229
ENSP00000494494			ENST00000642924
ENSP00000398953			ENST00000454054
ENSP00000491548			ENST00000640885
ENSP00000496659			ENST00000645170
ENSP00000491162			ENST00000639309
ENSP00000494112			ENST00000644010
ENSP00000490972			ENST00000638722
ENSP00000496600			ENST00000643012
ENSP00000491683			ENST00000638403
ENSP00000494910			ENST00000647025
ENSP00000336725	NP_001289481	O15523	ENST00000336079
ENSP00000336725	NP_004651	O15523	ENST00000336079
ENSP00000494513	NP_001371985	O95741	ENST00000647071
ENSP00000494513	NP_001371987	O95741	ENST00000647071
ENSP00000494513	NP_001371986	O95741	ENST00000647071
ENSP00000494513	NP_006023	O95741	ENST00000647071
ENSP00000400377			ENST00000440554
ENSP00000518266			ENST00000636256
ENSP00000495349			ENST00000642203
ENSP00000518267		Q9UBX2	ENST00000710433
ENSP00000518268	NP_001350749	Q9UBX2	ENST00000710434
ENSP00000496050			ENST00000646867
ENSP00000489958	NP_001292997	Q9UBX2	ENST00000637517
ENSP00000489958	NP_001280727	Q9UBX2	ENST00000637517
ENSP00000564575	NP_001311124		ENST00000894516
ENSP00000564576			ENST00000894517
ENSP00000564577			ENST00000894518
ENSP00000564578			ENST00000894519
ENSP00000564579			ENST00000894520
ENSP00000564580			ENST00000894521
ENSP00000609974			ENST00000939915
ENSP00000495725			ENST00000645769
ENSP00000609975			ENST00000939916
ENSP00000494581			ENST00000643771
ENSP00000496582			ENST00000647537
ENSP00000494826			ENST00000646450
ENSP00000493654			ENST00000644346
ENSP00000496285			ENST00000645219
ENSP00000494543			ENST00000645593
ENSP00000494043			ENST00000644353
ENSP00000495582			ENST00000642848
ENSP00000496706			ENST00000647147
ENSP00000495627		P54845	ENST00000643394
ENSP00000496316	NP_001341699	P54845	ENST00000646526
ENSP00000496316	NP_001341697	P54845	ENST00000646526
ENSP00000496316	NP_006168	P54845	ENST00000646526
ENSP00000496275	NP_001341698	P54845	ENST00000647376
ENSP00000494928		P54845	ENST00000642485
ENSP00000495155		P54845	ENST00000645740
ENSP00000494687			ENST00000643899
ENSP00000500643	NP_115991	Q969M2	ENST00000672086
ENSP00000500523			ENST00000672799
ENSP00000518371	NP_036247	Q9UKL3	ENST00000671703
ENSP00000518371	NP_001131139	Q9UKL3	ENST00000671703
ENSP00000518371	NP_001131140	Q9UKL3	ENST00000671703
ENSP00000518847		Q9UKL3	ENST00000713552
ENSP00000518372			ENST00000673411
ENSP00000495677			ENST00000644897
ENSP00000493753			ENST00000642858
ENSP00000494029	NP_001018083	Q16822	ENST00000645709
ENSP00000493622			ENST00000644626
ENSP00000495326			ENST00000644466
ENSP00000496343	NP_001294983	Q16822	ENST00000645536
ENSP00000496102	NP_001278485	Q16822	ENST00000644679
ENSP00000494919	NP_004554	Q16822	ENST00000645217
ENSP00000495679			ENST00000646542
ENSP00000493800			ENST00000642758
ENSP00000494295			ENST00000645466
ENSP00000495547			ENST00000645930
ENSP00000495592			ENST00000642433
ENSP00000498372		O00507	ENST00000651177
ENSP00000342812	NP_004645	O00507	ENST00000338981
ENSP00000406876			ENST00000453031
ENSP00000527600			ENST00000857541
ENSP00000602669			ENST00000932610
ENSP00000602670			ENST00000932611
ENSP00000602671			ENST00000932612
ENSP00000602672			ENST00000932613
ENSP00000602673			ENST00000932614
ENSP00000602674			ENST00000932615
ENSP00000612467			ENST00000942408
ENSP00000494282	NP_001156956	Q8TEB1	ENST00000642239
ENSP00000495853			ENST00000642976
ENSP00000496283			ENST00000646353
ENSP00000493541			ENST00000646037
ENSP00000495416	NP_079506	Q8TEB1	ENST00000646568
ENSP00000496563			ENST00000644602
ENSP00000496199			ENST00000643844
ENSP00000494814			ENST00000644202
ENSP00000494885			ENST00000644726
ENSP00000493568			ENST00000642215
ENSP00000494633			ENST00000646937
ENSP00000495978			ENST00000643133
ENSP00000493919			ENST00000646026
ENSP00000496763			ENST00000646824
ENSP00000496671			ENST00000645275
ENSP00000493794			ENST00000644601
ENSP00000495991			ENST00000645230
ENSP00000495762			ENST00000643419
