ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSG00000039537	protein_coding	C6	36.68
ENSG00000039560	protein_coding	RAI14	42.11
ENSG00000039600	protein_coding	SOX30	40.71
ENSG00000039650	protein_coding	PNKP	59.53
ENSG00000039987	protein_coding	BEST2	57.95
ENSG00000040199	protein_coding	PHLPP2	41.82
ENSG00000040275	protein_coding	SPDL1	37.27
ENSG00000040341	protein_coding	STAU2	38.25
ENSG00000040487	protein_coding	SLC66A1	54.93
ENSG00000040531	protein_coding	CTNS	54.27
ENSG00000040608	protein_coding	RTN4R	60.45
ENSG00000040633	protein_coding	PHF23	59.52
ENSG00000040731	protein_coding	CDH10	34
ENSG00000040933	protein_coding	INPP4A	47.33
ENSG00000041353	protein_coding	RAB27B	37.74
ENSG00000041357	protein_coding	PSMA4	42.32
ENSG00000041515	protein_coding	MYO16	38.48
ENSG00000041802	protein_coding	LSG1	41.68
ENSG00000041880	protein_coding	PARP3	59.21
ENSG00000041982	protein_coding	TNC	41.85
ENSG00000041988	protein_coding	THAP3	56.77
ENSG00000042062	protein_coding	RIPOR3	51.6
ENSG00000042088	protein_coding	TDP1	42.14
ENSG00000042286	protein_coding	AIFM2	50.25
ENSG00000042304	protein_coding	C2orf83	42.06
ENSG00000042317	protein_coding	SPATA7	37.9
ENSG00000042429	protein_coding	MED17	39.79
ENSG00000042445	protein_coding	RETSAT	51.29
ENSG00000042493	protein_coding	CAPG	51.32
ENSG00000042753	protein_coding	AP2S1	52.87
ENSG00000042781	protein_coding	USH2A	36.36
ENSG00000042813	protein_coding	ZPBP	36.38
ENSG00000042832	protein_coding	TG	45.9
ENSG00000042980	protein_coding	ADAM28	35.71
ENSG00000043039	protein_coding	BARX2	42.77
ENSG00000043093	protein_coding	DCUN1D1	39.56
ENSG00000043143	protein_coding	JADE2	53.79
ENSG00000043355	protein_coding	ZIC2	56.62
ENSG00000043462	protein_coding	LCP2	44.62
ENSG00000043514	protein_coding	TRIT1	42.31
ENSG00000043591	protein_coding	ADRB1	58.77
ENSG00000044012	protein_coding	GUCA2B	59.98
ENSG00000044090	protein_coding	CUL7	54.7
ENSG00000044115	protein_coding	CTNNA1	44.15
ENSG00000044446	protein_coding	PHKA2	45.6
ENSG00000044459	protein_coding	CNTLN	36.43
ENSG00000044524	protein_coding	EPHA3	34.59
ENSG00000044574	protein_coding	HSPA5	44.05
ENSG00000046604	protein_coding	DSG2	39.17
ENSG00000046647	protein_coding	GEMIN8	40.79
ENSG00000046651	protein_coding	OFD1	39.8
ENSG00000046653	protein_coding	GPM6B	41.49
ENSG00000046774	protein_coding	MAGEC2	51.75
ENSG00000046889	protein_coding	PREX2	37.16
ENSG00000047056	protein_coding	WDR37	45.48
ENSG00000047188	protein_coding	YTHDC2	34.67
ENSG00000047230	protein_coding	CTPS2	43.51
ENSG00000047249	protein_coding	ATP6V1H	39.2
ENSG00000047315	protein_coding	POLR2B	40.19
ENSG00000047346	protein_coding	FAM214A	37.21
ENSG00000047365	protein_coding	ARAP2	35.53
ENSG00000047410	protein_coding	TPR	34.16
ENSG00000047457	protein_coding	CP	37.36
ENSG00000047578	protein_coding	KIAA0556	47.84
ENSG00000047579	protein_coding	DTNBP1	39.93
ENSG00000047597	protein_coding	XK	39.51
ENSG00000047617	protein_coding	ANO2	44.4
ENSG00000047621	protein_coding	C12orf4	36.55
ENSG00000047634	protein_coding	SCML1	38.89
ENSG00000047644	protein_coding	WWC3	46.21
ENSG00000047648	protein_coding	ARHGAP6	39.23
ENSG00000047662	protein_coding	FAM184B	44.07
ENSG00000047849	protein_coding	MAP4	43.43
ENSG00000047932	protein_coding	GOPC	36.66
ENSG00000047936	protein_coding	ROS1	37.24
ENSG00000048028	protein_coding	USP28	41.45
ENSG00000048052	protein_coding	HDAC9	36.13
ENSG00000048140	protein_coding	TSPAN17	58.7
ENSG00000048162	protein_coding	NOP16	49.33
ENSG00000048342	protein_coding	CC2D2A	40.21
ENSG00000048392	protein_coding	RRM2B	37.99
ENSG00000048405	protein_coding	ZNF800	37.8
ENSG00000048462	protein_coding	TNFRSF17	40.26
ENSG00000048471	protein_coding	SNX29	47.13
ENSG00000048540	protein_coding	LMO3	35.63
ENSG00000048544	protein_coding	MRPS10	41.02
ENSG00000048545	protein_coding	GUCA1A	51.24
ENSG00000048649	protein_coding	RSF1	39.04
ENSG00000048707	protein_coding	VPS13D	42.34
ENSG00000048740	protein_coding	CELF2	41.91
ENSG00000048828	protein_coding	FAM120A	42.42
ENSG00000048991	protein_coding	R3HDM1	37.98
ENSG00000049089	protein_coding	COL9A2	57.43
ENSG00000049130	protein_coding	KITLG	36.84
ENSG00000049167	protein_coding	ERCC8	37.16
ENSG00000049192	protein_coding	ADAMTS6	35.91
ENSG00000049239	protein_coding	H6PD	52.29
ENSG00000049245	protein_coding	VAMP3	42.69
ENSG00000049246	protein_coding	PER3	40.53
ENSG00000049247	protein_coding	UTS2	40.81
ENSG00000049249	protein_coding	TNFRSF9	43.95
ENSG00000049283	protein_coding	EPN3	58.65
ENSG00000049323	protein_coding	LTBP1	40.26
ENSG00000049449	protein_coding	RCN1	46.98
ENSG00000049540	protein_coding	ELN	54.95
ENSG00000049541	protein_coding	RFC2	48.96
ENSG00000049618	protein_coding	ARID1B	40.89
ENSG00000049656	protein_coding	CLPTM1L	56.18
ENSG00000049759	protein_coding	NEDD4L	43.38
ENSG00000049768	protein_coding	FOXP3	53.75
ENSG00000049769	protein_coding	PPP1R3F	47.9
ENSG00000049860	protein_coding	HEXB	42.11
ENSG00000049883	protein_coding	PTCD2	40.38
ENSG00000050030	protein_coding	NEXMIF	39.49
ENSG00000050130	protein_coding	JKAMP	36.78
ENSG00000050165	protein_coding	DKK3	48.21
ENSG00000050327	protein_coding	ARHGEF5	48.06
ENSG00000050344	protein_coding	NFE2L3	44.68
ENSG00000050393	protein_coding	MCUR1	41.24
ENSG00000050405	protein_coding	LIMA1	42.32
ENSG00000050426	protein_coding	LETMD1	45.34
ENSG00000050438	protein_coding	SLC4A8	42.72
ENSG00000050555	protein_coding	LAMC3	53.66
ENSG00000050628	protein_coding	PTGER3	38.05
ENSG00000050730	protein_coding	TNIP3	37.14
ENSG00000050748	protein_coding	MAPK9	43.58
ENSG00000050767	protein_coding	COL23A1	50.61
ENSG00000050820	protein_coding	BCAR1	59.7
ENSG00000051009	protein_coding	FAM160A2	44.55
ENSG00000051108	protein_coding	HERPUD1	42.95
ENSG00000051128	protein_coding	HOMER3	56.77
ENSG00000051180	protein_coding	RAD51	43.47
ENSG00000051341	protein_coding	POLQ	39.06
ENSG00000051382	protein_coding	PIK3CB	40.59
ENSG00000051523	protein_coding	CYBA	61.63
ENSG00000051596	protein_coding	THOC3	43.01
ENSG00000051620	protein_coding	HEBP2	47.12
ENSG00000051825	protein_coding	MPHOSPH9	42.99
ENSG00000052126	protein_coding	PLEKHA5	38.09
ENSG00000052344	protein_coding	PRSS8	58.95
ENSG00000052723	protein_coding	SIKE1	36.9
ENSG00000052749	protein_coding	RRP12	50.49
ENSG00000052795	protein_coding	FNIP2	40.58
ENSG00000052802	protein_coding	MSMO1	37
ENSG00000052841	protein_coding	TTC17	37.9
ENSG00000052850	protein_coding	ALX4	52.82
ENSG00000053108	protein_coding	FSTL4	46.68
ENSG00000053254	protein_coding	FOXN3	44.31
ENSG00000053328	protein_coding	METTL24	40.64
ENSG00000053371	protein_coding	AKR7A2	52.87
ENSG00000053372	protein_coding	MRTO4	52.85
ENSG00000053438	protein_coding	NNAT	54.16
ENSG00000053501	protein_coding	USE1	55.26
ENSG00000053524	protein_coding	MCF2L2	42.39
ENSG00000053702	protein_coding	NRIP2	51.39
ENSG00000053747	protein_coding	LAMA3	42.46
ENSG00000053770	protein_coding	AP5M1	35.15
ENSG00000053900	protein_coding	ANAPC4	37.97
ENSG00000053918	protein_coding	KCNQ1	51.55
ENSG00000054116	protein_coding	TRAPPC3	49.8
ENSG00000054118	protein_coding	THRAP3	43.71
ENSG00000054148	protein_coding	PHPT1	66.23
ENSG00000054179	protein_coding	ENTPD2	65.81
ENSG00000054219	protein_coding	LY75	37.97
ENSG00000054267	protein_coding	ARID4B	39.95
ENSG00000054277	protein_coding	OPN3	39.62
ENSG00000054282	protein_coding	SDCCAG8	39.81
ENSG00000054356	protein_coding	PTPRN	53.59
ENSG00000054392	protein_coding	HHAT	42.26
ENSG00000054523	protein_coding	KIF1B	41.99
ENSG00000054598	protein_coding	FOXC1	56.26
ENSG00000054611	protein_coding	TBC1D22A	49.42
ENSG00000054654	protein_coding	SYNE2	40.76
ENSG00000054690	protein_coding	PLEKHH1	48.02
ENSG00000054793	protein_coding	ATP9A	46.63
ENSG00000054796	protein_coding	SPO11	36.66
ENSG00000054803	protein_coding	CBLN4	44
ENSG00000054938	protein_coding	CHRDL2	51.57
ENSG00000054965	protein_coding	FAM168A	41.55
ENSG00000054967	protein_coding	RELT	59.72
ENSG00000054983	protein_coding	GALC	39.12
ENSG00000055044	protein_coding	NOP58	41.15
ENSG00000055070	protein_coding	SZRD1	48.1
ENSG00000055118	protein_coding	KCNH2	59.57
ENSG00000055130	protein_coding	CUL1	41.21
ENSG00000055147	protein_coding	FAM114A2	37.35
ENSG00000055163	protein_coding	CYFIP2	44.29
ENSG00000055208	protein_coding	TAB2	38.87
ENSG00000055211	protein_coding	GINM1	42.05
ENSG00000055332	protein_coding	EIF2AK2	41.14
ENSG00000055483	protein_coding	USP36	50.03
ENSG00000055609	protein_coding	KMT2C	38.65
ENSG00000055732	protein_coding	MCOLN3	40.77
ENSG00000055813	protein_coding	CCDC85A	38.51
ENSG00000055917	protein_coding	PUM2	37.42
ENSG00000055950	protein_coding	MRPL43	53.18
ENSG00000055955	protein_coding	ITIH4	55.63
ENSG00000055957	protein_coding	ITIH1	54.93
ENSG00000056050	protein_coding	HPF1	38.61
ENSG00000056097	protein_coding	ZFR	38.32
ENSG00000056277	protein_coding	ZNF280C	38.03
ENSG00000056291	protein_coding	NPFFR2	36.77
ENSG00000056487	protein_coding	PHF21B	52.73
ENSG00000056558	protein_coding	TRAF1	49.95
ENSG00000056586	protein_coding	RC3H2	40.51
ENSG00000056736	protein_coding	IL17RB	45.39
ENSG00000056972	protein_coding	TRAF3IP2	44.49
ENSG00000056998	protein_coding	GYG2	43.65
ENSG00000057019	protein_coding	DCBLD2	38.59
ENSG00000057149	protein_coding	SERPINB3	37.96
ENSG00000057252	protein_coding	SOAT1	39.63
ENSG00000057294	protein_coding	PKP2	40.8
ENSG00000057468	protein_coding	MSH4	37.01
ENSG00000057593	protein_coding	F7	61.36
ENSG00000057608	protein_coding	GDI2	43.74
ENSG00000057657	protein_coding	PRDM1	40.37
ENSG00000057663	protein_coding	ATG5	39.61
ENSG00000057704	protein_coding	TMCC3	43.11
ENSG00000057757	protein_coding	PITHD1	44.53
ENSG00000057935	protein_coding	MTA3	43.08
ENSG00000058056	protein_coding	USP13	42.66
ENSG00000058063	protein_coding	ATP11B	36.02
ENSG00000058085	protein_coding	LAMC2	43.26
ENSG00000058091	protein_coding	CDK14	37.97
ENSG00000058262	protein_coding	SEC61A1	47.3
ENSG00000058272	protein_coding	PPP1R12A	36.07
ENSG00000058335	protein_coding	RASGRF1	49.95
ENSG00000058404	protein_coding	CAMK2B	55.17
ENSG00000058453	protein_coding	CROCC	49.14
ENSG00000058600	protein_coding	POLR3E	51.68
ENSG00000058668	protein_coding	ATP2B4	46.5
ENSG00000058673	protein_coding	ZC3H11A	40.73
ENSG00000058729	protein_coding	RIOK2	36.71
ENSG00000058799	protein_coding	YIPF1	43.43
ENSG00000058804	protein_coding	NDC1	40.2
ENSG00000058866	protein_coding	DGKG	44.7
ENSG00000059122	protein_coding	FLYWCH1	52.33
ENSG00000059145	protein_coding	UNKL	57.82
ENSG00000059377	protein_coding	TBXAS1	44.8
ENSG00000059378	protein_coding	PARP12	45.81
ENSG00000059573	protein_coding	ALDH18A1	43.15
ENSG00000059588	protein_coding	TARBP1	40.31
ENSG00000059691	protein_coding	GATB	43.81
ENSG00000059728	protein_coding	MXD1	40.74
ENSG00000059758	protein_coding	CDK17	37.8
ENSG00000059769	protein_coding	DNAJC25	42.76
ENSG00000059804	protein_coding	SLC2A3	44.55
ENSG00000059915	protein_coding	PSD	59.67
ENSG00000060069	protein_coding	CTDP1	53.52
ENSG00000060138	protein_coding	YBX3	39.08
ENSG00000060140	protein_coding	STYK1	39.44
ENSG00000060237	protein_coding	WNK1	38.73
ENSG00000060303	processed_pseudogene	RPS17P5	47.79
ENSG00000060339	protein_coding	CCAR1	41.75
ENSG00000060491	protein_coding	OGFR	63.45
ENSG00000060558	protein_coding	GNA15	52.65
ENSG00000060566	protein_coding	CREB3L3	52.71
ENSG00000060642	protein_coding	PIGV	48.34
ENSG00000060656	protein_coding	PTPRU	51.58
ENSG00000060688	protein_coding	SNRNP40	42.02
ENSG00000060709	protein_coding	RIMBP2	48.94
ENSG00000060718	protein_coding	COL11A1	33.18
ENSG00000060749	protein_coding	QSER1	38.69
ENSG00000060762	protein_coding	MPC1	38.93
ENSG00000060971	protein_coding	ACAA1	51.46
ENSG00000060982	protein_coding	BCAT1	40.01
ENSG00000061273	protein_coding	HDAC7	54.88
ENSG00000061337	protein_coding	LZTS1	50.43
ENSG00000061455	protein_coding	PRDM6	40.18
ENSG00000061492	protein_coding	WNT8A	47.85
ENSG00000061656	protein_coding	SPAG4	59.57
ENSG00000061676	protein_coding	NCKAP1	35.82
ENSG00000061794	protein_coding	MRPS35	38.61
ENSG00000061918	protein_coding	GUCY1B1	36.48
ENSG00000061936	protein_coding	SFSWAP	46.45
ENSG00000061938	protein_coding	TNK2	58.27
ENSG00000061987	protein_coding	MON2	36.21
ENSG00000062038	protein_coding	CDH3	49.26
ENSG00000062096	protein_coding	ARSF	40.73
ENSG00000062194	protein_coding	GPBP1	40.02
ENSG00000062282	protein_coding	DGAT2	52.02
ENSG00000062370	protein_coding	ZNF112	38.31
ENSG00000062485	protein_coding	CS	46.15
ENSG00000062524	protein_coding	LTK	57.9
ENSG00000062582	protein_coding	MRPS24	50.93
ENSG00000062598	protein_coding	ELMO2	44.15
ENSG00000062650	protein_coding	WAPL	39.86
ENSG00000062716	protein_coding	VMP1	39.75
ENSG00000062725	protein_coding	APPBP2	39.71
ENSG00000062822	protein_coding	POLD1	55.06
ENSG00000063015	protein_coding	SEZ6	54.21
ENSG00000063046	protein_coding	EIF4B	42.8
ENSG00000063127	protein_coding	SLC6A16	43.07
ENSG00000063169	protein_coding	BICRA	51.9
ENSG00000063176	protein_coding	SPHK2	56.78
ENSG00000063177	protein_coding	RPL18	55.98
ENSG00000063180	protein_coding	CA11	53.77
ENSG00000063241	protein_coding	ISOC2	56.69
ENSG00000063244	protein_coding	U2AF2	56.03
ENSG00000063245	protein_coding	EPN1	54.85
ENSG00000063322	protein_coding	MED29	52.37
ENSG00000063438	protein_coding	AHRR	51.57
ENSG00000063515	protein_coding	GSC2	70.67
ENSG00000063587	protein_coding	ZNF275	49.09
ENSG00000063601	protein_coding	MTMR1	42.48
ENSG00000063660	protein_coding	GPC1	64.64
ENSG00000063761	protein_coding	ADCK1	47.62
ENSG00000063854	protein_coding	HAGH	53.32
ENSG00000063978	protein_coding	RNF4	47.38
ENSG00000064012	protein_coding	CASP8	43.9
ENSG00000064042	protein_coding	LIMCH1	40.5
ENSG00000064102	protein_coding	INTS13	36.38
ENSG00000064115	protein_coding	TM7SF3	40.31
ENSG00000064195	protein_coding	DLX3	57.41
ENSG00000064199	protein_coding	SPA17	37.97
ENSG00000064201	protein_coding	TSPAN32	63.03
ENSG00000064205	protein_coding	CCN5	51.46
ENSG00000064218	protein_coding	DMRT3	44.36
ENSG00000064225	protein_coding	ST3GAL6	38.88
ENSG00000064270	protein_coding	ATP2C2	48.83
ENSG00000064300	protein_coding	NGFR	56.75
ENSG00000064309	protein_coding	CDON	39.95
ENSG00000064313	protein_coding	TAF2	37.49
ENSG00000064393	protein_coding	HIPK2	45.66
ENSG00000064419	protein_coding	TNPO3	39.8
ENSG00000064489	protein_coding	BORCS8-MEF2B	54.55
ENSG00000064490	protein_coding	RFXANK	54.66
ENSG00000064545	protein_coding	TMEM161A	51.6
ENSG00000064547	protein_coding	LPAR2	58.93
ENSG00000064601	protein_coding	CTSA	56.04
ENSG00000064607	protein_coding	SUGP2	50
ENSG00000064651	protein_coding	SLC12A2	35.24
ENSG00000064652	protein_coding	SNX24	40.32
ENSG00000064655	protein_coding	EYA2	45.44
ENSG00000064666	protein_coding	CNN2	59.72
ENSG00000064687	protein_coding	ABCA7	60.49
ENSG00000064692	protein_coding	SNCAIP	39.26
ENSG00000064703	protein_coding	DDX20	40.26
ENSG00000064726	protein_coding	BTBD1	39.45
ENSG00000064763	protein_coding	FAR2	38.9
ENSG00000064787	protein_coding	BCAS1	40.73
ENSG00000064835	protein_coding	POU1F1	32.38
ENSG00000064886	protein_coding	CHI3L2	44.64
ENSG00000064932	protein_coding	SBNO2	63.17
ENSG00000064933	protein_coding	PMS1	36.81
ENSG00000064961	protein_coding	HMG20B	65.34
ENSG00000064989	protein_coding	CALCRL	33.03
ENSG00000064995	protein_coding	TAF11	41.17
ENSG00000064999	protein_coding	ANKS1A	44.93
ENSG00000065000	protein_coding	AP3D1	56.41
ENSG00000065029	protein_coding	ZNF76	48.23
ENSG00000065054	protein_coding	SLC9A3R2	64.6
ENSG00000065057	protein_coding	NTHL1	61.44
ENSG00000065060	protein_coding	UHRF1BP1	42.65
ENSG00000065135	protein_coding	GNAI3	39.95
ENSG00000065150	protein_coding	IPO5	40.27
ENSG00000065154	protein_coding	OAT	42.49
ENSG00000065183	protein_coding	WDR3	36.95
ENSG00000065243	protein_coding	PKN2	36.25
ENSG00000065268	protein_coding	WDR18	62.29
ENSG00000065308	protein_coding	TRAM2	46.66
ENSG00000065320	protein_coding	NTN1	49.77
ENSG00000065325	protein_coding	GLP2R	44.97
ENSG00000065328	protein_coding	MCM10	43.59
ENSG00000065357	protein_coding	DGKA	48.71
ENSG00000065361	protein_coding	ERBB3	50.12
ENSG00000065371	protein_coding	ROPN1	42.25
ENSG00000065413	protein_coding	ANKRD44	40.24
ENSG00000065427	protein_coding	KARS	45.57
ENSG00000065457	protein_coding	ADAT1	44.65
ENSG00000065485	protein_coding	PDIA5	45.22
ENSG00000065491	protein_coding	TBC1D22B	43.34
ENSG00000065518	protein_coding	NDUFB4	39.34
ENSG00000065526	protein_coding	SPEN	43.04
ENSG00000065534	protein_coding	MYLK	45.34
ENSG00000065548	protein_coding	ZC3H15	37.09
ENSG00000065559	protein_coding	MAP2K4	37.09
ENSG00000065600	protein_coding	PACC1	44.57
ENSG00000065609	protein_coding	SNAP91	36.62
ENSG00000065613	protein_coding	SLK	36.59
ENSG00000065615	protein_coding	CYB5R4	37.45
ENSG00000065618	protein_coding	COL17A1	48.32
ENSG00000065621	protein_coding	GSTO2	43.48
ENSG00000065665	protein_coding	SEC61A2	43.14
ENSG00000065675	protein_coding	PRKCQ	43.1
ENSG00000065717	protein_coding	TLE2	54.68
ENSG00000065802	protein_coding	ASB1	47.31
ENSG00000065809	protein_coding	FAM107B	43.19
ENSG00000065833	protein_coding	ME1	36.91
ENSG00000065882	protein_coding	TBC1D1	42.84
ENSG00000065883	protein_coding	CDK13	38.73
ENSG00000065911	protein_coding	MTHFD2	43.21
ENSG00000065923	protein_coding	SLC9A7	41.06
ENSG00000065970	protein_coding	FOXJ2	47.53
ENSG00000065978	protein_coding	YBX1	40.63
ENSG00000065989	protein_coding	PDE4A	54.53
ENSG00000066027	protein_coding	PPP2R5A	39.33
ENSG00000066032	protein_coding	CTNNA2	38.65
ENSG00000066044	protein_coding	ELAVL1	52.21
ENSG00000066056	protein_coding	TIE1	54.59
ENSG00000066084	protein_coding	DIP2B	41.84
ENSG00000066117	protein_coding	SMARCD1	48.48
ENSG00000066135	protein_coding	KDM4A	46.76
ENSG00000066136	protein_coding	NFYC	42.65
ENSG00000066185	protein_coding	ZMYND12	42.82
ENSG00000066230	protein_coding	SLC9A3	61.24
ENSG00000066248	protein_coding	NGEF	48.38
ENSG00000066279	protein_coding	ASPM	34.66
ENSG00000066294	protein_coding	CD84	41.6
ENSG00000066322	protein_coding	ELOVL1	58.76
ENSG00000066336	protein_coding	SPI1	52.62
ENSG00000066379	protein_coding	ZNRD1	41.39
ENSG00000066382	protein_coding	MPPED2	40.01
ENSG00000066405	protein_coding	CLDN18	42.94
ENSG00000066422	protein_coding	ZBTB11	40.31
ENSG00000066427	protein_coding	ATXN3	42.4
ENSG00000066455	protein_coding	GOLGA5	39.58
ENSG00000066468	protein_coding	FGFR2	45.41
ENSG00000066557	protein_coding	LRRC40	35.12
ENSG00000066583	protein_coding	ISOC1	38.93
ENSG00000066629	protein_coding	EML1	45.19
ENSG00000066651	protein_coding	TRMT11	37.69
ENSG00000066654	protein_coding	THUMPD1	40.19
ENSG00000066697	protein_coding	MSANTD3	43.76
ENSG00000066735	protein_coding	KIF26A	63.77
ENSG00000066739	protein_coding	ATG2B	37.06
ENSG00000066777	protein_coding	ARFGEF1	38.38
ENSG00000066813	protein_coding	ACSM2B	39.17
ENSG00000066827	protein_coding	ZFAT	44.79
ENSG00000066855	protein_coding	MTFR1	40.22
ENSG00000066923	protein_coding	STAG3	47.11
ENSG00000066926	protein_coding	FECH	42.64
ENSG00000066933	protein_coding	MYO9A	37.93
ENSG00000067048	protein_coding	DDX3Y	37.7
ENSG00000067057	protein_coding	PFKP	51.45
ENSG00000067064	protein_coding	IDI1	43.02
ENSG00000067066	protein_coding	SP100	39.21
ENSG00000067082	protein_coding	KLF6	48.08
ENSG00000067113	protein_coding	PLPP1	39.6
ENSG00000067141	protein_coding	NEO1	38.73
ENSG00000067167	protein_coding	TRAM1	38.27
ENSG00000067177	protein_coding	PHKA1	37.87
ENSG00000067182	protein_coding	TNFRSF1A	54.08
ENSG00000067191	protein_coding	CACNB1	54.39
ENSG00000067208	protein_coding	EVI5	38.19
ENSG00000067221	protein_coding	STOML1	52.84
ENSG00000067225	protein_coding	PKM	48.38
ENSG00000067248	protein_coding	DHX29	37.07
ENSG00000067334	protein_coding	DNTTIP2	39.28
ENSG00000067365	protein_coding	METTL22	49.56
ENSG00000067369	protein_coding	TP53BP1	41.72
ENSG00000067445	protein_coding	TRO	51.41
ENSG00000067533	protein_coding	RRP15	37.63
ENSG00000067560	protein_coding	RHOA	46.57
ENSG00000067596	protein_coding	DHX8	47.76
ENSG00000067601	transcribed_unprocessed_pseudogene	PMS2P4	43.28
ENSG00000067606	protein_coding	PRKCZ	56.45
ENSG00000067646	protein_coding	ZFY	37.27
ENSG00000067704	protein_coding	IARS2	39.19
ENSG00000067715	protein_coding	SYT1	35.61
ENSG00000067798	protein_coding	NAV3	35.89
ENSG00000067829	protein_coding	IDH3G	58.77
ENSG00000067836	protein_coding	ROGDI	63.26
ENSG00000067840	protein_coding	PDZD4	56.35
ENSG00000067842	protein_coding	ATP2B3	58.21
ENSG00000067900	protein_coding	ROCK1	36.91
ENSG00000067955	protein_coding	CBFB	40.51
ENSG00000067992	protein_coding	PDK3	40.8
ENSG00000068001	protein_coding	HYAL2	60.99
ENSG00000068024	protein_coding	HDAC4	51.33
ENSG00000068028	protein_coding	RASSF1	54.57
ENSG00000068078	protein_coding	FGFR3	65.83
ENSG00000068079	protein_coding	IFI35	50.97
ENSG00000068097	protein_coding	HEATR6	40.4
ENSG00000068120	protein_coding	COASY	57.56
ENSG00000068137	protein_coding	PLEKHH3	62
ENSG00000068305	protein_coding	MEF2A	36.86
ENSG00000068308	protein_coding	OTUD5	49.93
ENSG00000068323	protein_coding	TFE3	52.48
ENSG00000068354	protein_coding	TBC1D25	47.97
ENSG00000068366	protein_coding	ACSL4	39.16
ENSG00000068383	protein_coding	INPP5A	54.13
