sample_id	sample_name	biosample	sample_description	latitude	longitude	geolocation	biome	biome_feature	biome_material	assembly_run_ids	study_id
ERS2758584	ZR.INF_W62.READ2 Taxonomy ID:256318	SAMEA4939801	ZR.INF_W62.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814649']	MGYS00005056
ERS2758585	ZR.INF_W62.READ1 Taxonomy ID:256318	SAMEA4939802	ZR.INF_W62.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814650']	MGYS00005056
ERS2758586	AH.INF_W74.READ1 Taxonomy ID:256318	SAMEA4939803	AH.INF_W74.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814651']	MGYS00005056
ERS2758587	AD.INF_W66.READ1 Taxonomy ID:256318	SAMEA4939804	AD.INF_W66.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814652']	MGYS00005056
ERS2758588	FR.INF_W72.READ2 Taxonomy ID:256318	SAMEA4939805	FR.INF_W72.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814653']	MGYS00005056
ERS2758589	FR.INF_W72.READ1 Taxonomy ID:256318	SAMEA4939806	FR.INF_W72.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814654']	MGYS00005056
ERS2758590	EM.INF_W52.READ2 Taxonomy ID:256318	SAMEA4939807	EM.INF_W52.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814655']	MGYS00005056
ERS2758591	TU.INF_W68.READ2 Taxonomy ID:256318	SAMEA4939808	TU.INF_W68.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814656']	MGYS00005056
ERS2758592	TE.INF_W58.READ2 Taxonomy ID:256318	SAMEA4939809	TE.INF_W58.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814657']	MGYS00005056
ERS2758593	AD.INF_W66.READ2 Taxonomy ID:256318	SAMEA4939810	AD.INF_W66.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814658']	MGYS00005056
ERS2758594	AH.INF_W74.READ2 Taxonomy ID:256318	SAMEA4939811	AH.INF_W74.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814659']	MGYS00005056
ERS2758595	FD.INF_W64.READ1 Taxonomy ID:256318	SAMEA4939812	FD.INF_W64.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814660']	MGYS00005056
ERS2758596	TU.INF_W68.READ1 Taxonomy ID:256318	SAMEA4939813	TU.INF_W68.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814661']	MGYS00005056
ERS2758597	WT.INF_W60.READ1 Taxonomy ID:256318	SAMEA4939814	WT.INF_W60.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814662']	MGYS00005056
ERS2758598	TG.INF_W56.READ2 Taxonomy ID:256318	SAMEA4939815	TG.INF_W56.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814663']	MGYS00005056
ERS2758599	MN.INF_W54.READ2 Taxonomy ID:256318	SAMEA4939816	MN.INF_W54.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814664']	MGYS00005056
ERS2758600	BE.INF_W70.READ2 Taxonomy ID:256318	SAMEA4939817	BE.INF_W70.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814665']	MGYS00005056
ERS2758601	BE.INF_W70.READ1 Taxonomy ID:256318	SAMEA4939818	BE.INF_W70.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814666']	MGYS00005056
ERS2758602	TE.INF_W58.READ1 Taxonomy ID:256318	SAMEA4939819	TE.INF_W58.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814667']	MGYS00005056
ERS2758603	EM.INF_W52.READ1 Taxonomy ID:256318	SAMEA4939820	EM.INF_W52.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814668']	MGYS00005056
ERS2967391	TG.EFF_W57.READ2 Taxonomy ID:256318	SAMEA5159662	TG.EFF_W57.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985255']	MGYS00005058
ERS2967392	MN.EFF_W55.READ2 Taxonomy ID:256318	SAMEA5159663	MN.EFF_W55.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985256']	MGYS00005058
ERS2967393	AH.EFF_W75.READ1 Taxonomy ID:256318	SAMEA5159664	AH.EFF_W75.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985257']	MGYS00005058
ERS2967394	TE.EFF_W59.READ1 Taxonomy ID:256318	SAMEA5159665	TE.EFF_W59.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985258']	MGYS00005058
ERS2967395	FD.EFF_W65.READ1 Taxonomy ID:256318	SAMEA5159666	FD.EFF_W65.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985259']	MGYS00005058
ERS2967396	AD.EFF_W67.READ1 Taxonomy ID:256318	SAMEA5159667	AD.EFF_W67.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985260']	MGYS00005058
ERS2967397	EM.EFF_W53.READ2 Taxonomy ID:256318	SAMEA5159669	EM.EFF_W53.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985261']	MGYS00005058
ERS2967398	MN.EFF_W55.READ1 Taxonomy ID:256318	SAMEA5159670	MN.EFF_W55.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985262']	MGYS00005058
ERS2967399	ZR.EFF_W63.READ2 Taxonomy ID:256318	SAMEA5159671	ZR.EFF_W63.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985263']	MGYS00005058
ERS2967400	FD.EFF_W65.READ2 Taxonomy ID:256318	SAMEA5159672	FD.EFF_W65.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985264']	MGYS00005058
ERS2967401	AD.EFF_W67.READ2 Taxonomy ID:256318	SAMEA5159673	AD.EFF_W67.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985265']	MGYS00005058
ERS2967402	ZR.EFF_W63.READ1 Taxonomy ID:256318	SAMEA5159674	ZR.EFF_W63.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985266']	MGYS00005058
ERS2967403	WT.EFF_W61.READ2 Taxonomy ID:256318	SAMEA5159675	WT.EFF_W61.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985267']	MGYS00005058
ERS2967404	TG.EFF_W57.READ1 Taxonomy ID:256318	SAMEA5159676	TG.EFF_W57.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985268']	MGYS00005058
ERS2967405	TU.EFF_W69.READ2 Taxonomy ID:256318	SAMEA5159677	TU.EFF_W69.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985269']	MGYS00005058
ERS2967406	AH.EFF_W75.READ2 Taxonomy ID:256318	SAMEA5159678	AH.EFF_W75.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985270']	MGYS00005058
ERS2967407	TE.EFF_W59.READ2 Taxonomy ID:256318	SAMEA5159679	TE.EFF_W59.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985271']	MGYS00005058
ERS2967408	BE.EFF_W71.READ1 Taxonomy ID:256318	SAMEA5159680	BE.EFF_W71.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985272']	MGYS00005058
ERS2967409	BE.EFF_W71.READ2 Taxonomy ID:256318	SAMEA5159681	BE.EFF_W71.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985273']	MGYS00005058
ERS2967410	WT.EFF_W61.READ1 Taxonomy ID:256318	SAMEA5159682	WT.EFF_W61.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985274']	MGYS00005058
ERS2967411	FR.EFF_W73.READ2 Taxonomy ID:256318	SAMEA5159683	FR.EFF_W73.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985275']	MGYS00005058
ERS2967412	EM.EFF_W53.READ1 Taxonomy ID:256318	SAMEA5159684	EM.EFF_W53.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985276']	MGYS00005058
ERS2967413	TU.EFF_W69.READ1 Taxonomy ID:256318	SAMEA5159685	TU.EFF_W69.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985277']	MGYS00005058
ERS2967414	FR.EFF_W73.READ1 Taxonomy ID:256318	SAMEA5159686	FR.EFF_W73.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2985278']	MGYS00005058
ERS946133	AS95Spen15102014	SAMEA3638984	AS95Spen15102014	54.7149	-1.614	United Kingdom	Freshwater biome	Wastewater treatment plant	Sewage	['ERR1101751']	MGYS00000555
SRS1791885	Gp0138790	SAMN05720209	Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from China - AD_SCU002_MetaG	30.66	104.06	China				"['ERZ1756056', 'OFEK01']"	MGYS00002316
											MGYS00002316
SRS1692508	Gp0138787	SAMN05720207	Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC113_MetaG	22.28	114.17	Hong Kong				['ERZ724020']	MGYS00003512
ERS805486	MBR Sludge	SAMEA3498337	MBR Sludge	57.05	9.8654	Denmark	wastewater treatment plant	wastewater treatment plant	activated sludge	['ERR977407']	MGYS00001392
ERS805487	MBR Sludge	SAMEA3498338	MBR Sludge	57.05	9.8654	Denmark	wastewater treatment plant	wastewater treatment plant	activated sludge	"['ERR977409', 'ERR977408']"	MGYS00001392
ERS805488	MBR Sludge	SAMEA3498339	MBR Sludge	57.05	9.8654	Denmark	wastewater treatment plant	wastewater treatment plant	activated sludge	['ERR977410']	MGYS00001392
ERS805489	MBR Sludge	SAMEA3498340	MBR Sludge	57.05	9.8654	Denmark	wastewater treatment plant	wastewater treatment plant	activated sludge	['ERR977423']	MGYS00001392
ERS805490	MBR Sludge	SAMEA3498341	MBR Sludge	57.05	9.8654	Denmark	wastewater treatment plant	wastewater treatment plant	activated sludge	['ERR977424']	MGYS00001392
ERS805491	MBR Sludge	SAMEA3498342	MBR Sludge	57.05	9.8654	Denmark	wastewater treatment plant	wastewater treatment plant	activated sludge	['ERR977425']	MGYS00001392
ERS805492	ENR4_A	SAMEA3498343	ENR4_A	43.3792	43.7239	Russia	oil well	oil well	biofilm material	['ERR977403']	MGYS00001392
ERS805493	ENR4_E	SAMEA3498344	ENR4_E	43.3792	43.7239	Russia	oil well	oil well	biofilm material	['ERR977404']	MGYS00001392
ERS805494	ENR4_F	SAMEA3498345	ENR4_F	43.3792	43.7239	Russia	oil well	oil well	biofilm material	['ERR977405']	MGYS00001392
ERS805495	ENR6_N3	SAMEA3498346	ENR6_N3	43.3792	43.7239	Russia	oil well	oil well	biofilm material	['ERR977406']	MGYS00001392
ERS805496	Vetmed_Pskit	SAMEA3498347	Vetmed_Pskit	48.2549	16.4293	Austria	wastewater treatment plant	wastewater treatment plant	activated sludge	"['ERR977411', 'ERR977413', 'ERR977412']"	MGYS00001392
ERS805497	Vetmed_23	SAMEA3498348	Vetmed_23	48.2549	16.4293	Austria	wastewater treatment plant	wastewater treatment plant	activated sludge	"['ERR977415', 'ERR977416', 'ERR977414']"	MGYS00001392
ERS805498	GWW_HP_F1	SAMEA3498349	GWW_HP_F1	52.1489	10.5428	Germany	water well	water well	biofilm material	"['ERR977417', 'ERR977419', 'ERR977418']"	MGYS00001392
ERS805499	GWW_HP_D	SAMEA3498350	GWW_HP_D	52.1489	10.5428	Germany	water well	water well	biofilm material	"['ERR977421', 'ERR977420', 'ERR977422']"	MGYS00001392
ERS1107870	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920736	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352952', 'ERR1352951']"	MGYS00000777
ERS1107871	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920737	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352953', 'ERR1352954']"	MGYS00000777
ERS1107872	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920738	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352955', 'ERR1352956']"	MGYS00000777
ERS1107873	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920739	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352957', 'ERR1352958']"	MGYS00000777
ERS1107874	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920740	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352959', 'ERR1352960']"	MGYS00000777
ERS1107875	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920741	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352962', 'ERR1352961']"	MGYS00000777
ERS1107846	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920712	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352903', 'ERR1352904']"	MGYS00000777
ERS1107847	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920713	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352906', 'ERR1352905']"	MGYS00000777
ERS1107848	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920714	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352907', 'ERR1352908']"	MGYS00000777
ERS1107849	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920715	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352909', 'ERR1352910']"	MGYS00000777
ERS1107860	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920726	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352932', 'ERR1352931']"	MGYS00000777
ERS1107861	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920727	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352934', 'ERR1352933']"	MGYS00000777
ERS1107862	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920728	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352935', 'ERR1352936']"	MGYS00000777
ERS1107863	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920729	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352937', 'ERR1352938']"	MGYS00000777
ERS1107864	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920730	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352940', 'ERR1352939']"	MGYS00000777
ERS1107865	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920731	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352942', 'ERR1352941']"	MGYS00000777
ERS1107866	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920732	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352944', 'ERR1352943']"	MGYS00000777
ERS1107867	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920733	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352946', 'ERR1352945']"	MGYS00000777
ERS1107850	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920716	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352911', 'ERR1352912']"	MGYS00000777
ERS1107851	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920717	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352914', 'ERR1352913']"	MGYS00000777
ERS1107858	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920724	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352928', 'ERR1352927']"	MGYS00000777
ERS1107859	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920725	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352929', 'ERR1352930']"	MGYS00000777
ERS1107868	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920734	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352948', 'ERR1352947']"	MGYS00000777
ERS1107869	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920735	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352949', 'ERR1352950']"	MGYS00000777
ERS1107852	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920718	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352915', 'ERR1352916']"	MGYS00000777
ERS1107853	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920719	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352918', 'ERR1352917']"	MGYS00000777
ERS1107854	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920720	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352920', 'ERR1352919']"	MGYS00000777
ERS1107855	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920721	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352922', 'ERR1352921']"	MGYS00000777
ERS1107856	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920722	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352924', 'ERR1352923']"	MGYS00000777
ERS1107857	Processed metagenomic and transcriptomic activated sludge samples	SAMEA3920723	Processed metagenomic and transcriptomic activated sludge samples	47.4048	8.6097	Switzerland	wastewater	wastewater treatment plant	activated sludge	"['ERR1352925', 'ERR1352926']"	MGYS00000777
ERS1215575	DTU2016-1135-PRJ1066-RL-Sewage-63_S3_L001	SAMEA4044465	Danish sewage	55.695	12.615	Denmark				"['ERZ1023632', 'ERR1467143']"	MGYS00001135
ERS1215578	DTU2016-1138-PRJ1066-RD-Sewage-72_S6_L001	SAMEA4044468	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023647', 'ERR1467146']"	MGYS00001135
ERS1215586	DTU2016-1146-PRJ1066-RL-Sewage-80_S14_L001	SAMEA4044476	Danish sewage	55.695	12.615	Denmark				"['ERZ1023685', 'ERR1467154']"	MGYS00001135
ERS1217118	DTU2016-1166-PRJ1066-RD-Sewage-69_S8_L001	SAMEA4046008	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023726', 'ERR1470829']"	MGYS00001135
ERS1230337	DTU2016-1169-PRJ1066-RL-Sewage-82_S11_L001	SAMEA4059227	Danish sewage	55.695	12.615	Denmark				"['ERZ1023741', 'ERR1512985']"	MGYS00001135
ERS1230347	DTU2016-1492-PRJ1066-RL-Sewage-55_S5_L001	SAMEA4059237	Danish sewage	55.695	12.615	Denmark				"['ERZ1023769', 'ERR1512995']"	MGYS00001135
ERS1230365	DTU2016-1536-PRJ1066-RL-Sewage-90_S3_L001	SAMEA4059255	Danish sewage	55.695	12.615	Denmark				"['ERZ1023794', 'ERR1513004']"	MGYS00001135
ERS1230366	DTU2016-1537-PRJ1066-RD-Sewage-91_S4_L001	SAMEA4059256	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023799', 'ERR1513005']"	MGYS00001135
ERS1230367	DTU2016-1538-PRJ1066-RL-Sewage-92_S5_L001	SAMEA4059257	Danish sewage	55.695	12.615	Denmark				"['ERZ1023802', 'ERR1513006']"	MGYS00001135
ERS1243510	DTU2016-1601-PRJ1066-RD-Sewage-97_S1	SAMEA4072400	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023831', 'ERR1525434']"	MGYS00001135
ERS1243512	DTU2016-1605-PRJ1066-RD-Sewage-101_S5	SAMEA4072402	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023836', 'ERR1525436']"	MGYS00001135
ERS1243515	DTU2016-1610-PRJ1066-RA-Sewage-105_S9	SAMEA4072405	Danish sewage	55.6085	12.4505	Denmark				"['ERZ1023847', 'ERR1525439']"	MGYS00001135
ERS1243522	DTU2016-1617-PRJ1066-RL-Sewage-49_S16	SAMEA4072412	Danish sewage	55.695	12.615	Denmark				"['ERZ1023879', 'ERR1525446']"	MGYS00001135
ERS1215584	DTU2016-1144-PRJ1066-RL-Sewage-78_S12_L001	SAMEA4044474	Danish sewage	55.695	12.615	Denmark				"['ERZ1023675', 'ERR1467152']"	MGYS00001135
ERS1217114	DTU2016-1162-PRJ1066-RL-Sewage-60_S4_L001	SAMEA4046004	Danish sewage	55.695	12.615	Denmark				"['ERZ1023705', 'ERR1470825']"	MGYS00001135
ERS1217116	DTU2016-1164-PRJ1066-RD-Sewage-67_S6_L001	SAMEA4046006	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023716', 'ERR1470827']"	MGYS00001135
ERS1217119	DTU2016-1167-PRJ1066-RD-Sewage-70_S9_L001	SAMEA4046009	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023731', 'ERR1470830']"	MGYS00001135
ERS1230340	DTU2016-1173-PRJ1066-RA-Sewage-86_S15_L001	SAMEA4059230	Danish sewage	55.6085	12.4505	Denmark				"['ERZ1023755', 'ERR1512988']"	MGYS00001135
ERS1230345	DTU2016-1490-PRJ1066-RA-Sewage-52_S3_L001	SAMEA4059235	Danish sewage	55.6085	12.4505	Denmark				"['ERZ1023760', 'ERR1512993']"	MGYS00001135
ERS1234045	DTU2016-1571-PRJ1066-RD-Sewage-96_S12_L001	SAMEA4062935	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023821', 'ERR1514429']"	MGYS00001135
ERS1243513	DTU2016-1606-PRJ1066-RL-Sewage-102_S6	SAMEA4072403	Danish sewage	55.695	12.615	Denmark				"['ERZ1023840', 'ERR1525437']"	MGYS00001135
ERS1243514	DTU2016-1609-PRJ1066-RD-Sewage-104_S8	SAMEA4072404	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023844', 'ERR1525438']"	MGYS00001135
ERS1243516	DTU2016-1611-PRJ1066-RL-Sewage-106_S10	SAMEA4072406	Danish sewage	55.695	12.615	Denmark				"['ERZ1023851', 'ERR1525440']"	MGYS00001135
ERS1243520	DTU2016-1615-PRJ1066-RL-Sewage-50_S14	SAMEA4072410	Danish sewage	55.695	12.615	Denmark				"['ERZ1023868', 'ERR1525444']"	MGYS00001135
ERS1230339	DTU2016-1171-PRJ1066-RD-Sewage-84_S13_L001	SAMEA4059229	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023750', 'ERR1512987']"	MGYS00001135
ERS1230350	DTU2016-1496-PRJ1066-RL-Sewage-87_S9_L001	SAMEA4059240	Danish sewage	55.695	12.615	Denmark				"['ERZ1023777', 'ERR1512998']"	MGYS00001135
ERS1215574	DTU2016-1134-PRJ1066-RL-Sewage-62_S2_L001	SAMEA4044464	Danish sewage	55.695	12.615	Denmark				"['ERZ1023628', 'ERR1467142']"	MGYS00001135
ERS1215580	DTU2016-1140-PRJ1066-RD-Sewage-74_S8_L001	SAMEA4044470	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023656', 'ERR1467148']"	MGYS00001135
ERS1215581	DTU2016-1141-PRJ1066-RD-Sewage-75_S9_L001	SAMEA4044471	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023661', 'ERR1467149']"	MGYS00001135
ERS1230336	DTU2016-1168-PRJ1066-RD-Sewage-71_S10_L001	SAMEA4059226	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023737', 'ERR1512984']"	MGYS00001135
ERS1234044	DTU2016-1570-PRJ1066-RL-Sewage-95_S11_L001	SAMEA4062934	Danish sewage	55.695	12.615	Denmark				"['ERZ1023815', 'ERR1514428']"	MGYS00001135
ERS1243519	DTU2016-1614-PRJ1066-RD-Sewage-31_S13	SAMEA4072409	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023864', 'ERR1525443']"	MGYS00001135
ERS1215582	DTU2016-1142-PRJ1066-RD-Sewage-76_S10_L001	SAMEA4044472	Danish sewage	55.6405	12.5058	Denmark				"['ERZ1023667', 'ERR1467150']"	MGYS00001135
ERS1217113	DTU2016-1161-PRJ1066-RL-Sewage-59_S3_L001	SAMEA4046003	Danish sewage	55.695	12.615	Denmark				"['ERZ1023700', 'ERR1470824']"	MGYS00001135
