TAXID,SRR1175007,SRR042182,SRR061154,SRR061499,SRR063469,SRR062324,SRR1179037,SRR061236,SRR061456,SRR642021,ERR2402780,ERR1916139,ERR1915048,ERR1914553,ERR1913614,ERR1915578,ERR1915612,ERR2402795,ERR1914224,ERR1914439
816,4848138,4425629,19529964,5772002,10319674,5665429,5658168,14286056,10187588,7444593,395,44035,38674,51406,78002,102919,58302,445,122092,46817
817,33860,175019,730695,199236,69931,98124,39010,820459,863647,228250,0,3737,3392,4291,3248,3652,5339,0,10162,3812
818,153428,260258,188891,282643,91695,288375,176268,2277146,394825,869378,0,4628,2464,4756,2868,3702,3959,0,9569,3957
821,740374,2772050,8430040,543196,6927748,1056184,859537,3493917,3065605,4181782,100,6946,6437,8392,43712,62673,7637,117,19755,9059
823,16412,57462,146147,117971,14159,29154,18852,240133,201884,13465,0,161,124,204,607,259,288,0,311,126
824,0,78,0,61,0,0,0,114,221,0,0,0,0,0,0,0,0,0,0,0
826,0,151,0,62,0,56,0,59,0,0,0,71,89,61,0,0,75,0,110,70
827,0,0,91,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,625,7323,2023,1899,2007,3243,654,1898,1796,214,996,834,535,224,265,356,201,1083,572,356
831,190,2719,681,712,696,1121,199,808,754,93,461,273,160,66,53,101,70,504,130,79
832,0,126,72,69,0,115,0,318,297,0,902,0,0,0,0,74,0,914,101,0
833,0,126,72,69,0,115,0,318,297,0,902,0,0,0,0,74,0,914,101,0
836,397,1319,1714,2068,367,3546,453,2557,2150,3519,0,331,324,602,900,404,711,0,1836,823
837,261,769,848,1238,233,2126,299,1930,1485,1572,0,171,185,369,590,229,324,0,1043,496
838,3108,20782,14912,15526,8131,16054,3574,14737,26289,55703,263,3809,3989,19538,31537,7752,7464,280,67165,28843
839,216,1938,1187,2329,408,1450,246,1098,1526,2462,0,383,502,3245,5622,1259,1107,0,11761,5036
841,14282,133732,21133,43277,37840,48579,16519,41922,40229,2107,608,1302,942,282,276,474,416,613,591,458
843,0,55,62,102,0,52,0,0,0,102,0,0,0,0,0,0,0,0,0,0
844,0,55,62,102,0,52,0,0,0,102,0,0,0,0,0,0,0,0,0,0
846,0,0,94,77,0,207,0,167,0,0,0,0,0,0,0,0,0,0,75,0
847,0,0,94,77,0,207,0,167,0,0,0,0,0,0,0,0,0,0,75,0
848,267,1351,587,732,374,1323,343,1644,1211,1203,1232,17921,21430,20410,13458,11907,26830,1280,31826,24352
849,0,0,60,0,0,0,0,0,0,0,0,331,478,412,307,237,450,0,635,539
850,0,186,0,113,0,94,0,73,0,0,0,4150,5140,5058,5006,3739,6354,0,7695,7454
851,0,216,153,145,109,431,0,199,273,605,301,834,1182,1200,853,714,1209,319,1726,1199
853,141872,528463,32883,502511,99857,639749,158718,179706,460842,2874,2041,16286,16385,4637,3226,6574,12286,2039,28127,8217
856,0,261,97,165,101,179,0,399,165,66,0,4068,4360,4325,2097,2250,5745,0,6080,4768
859,0,81,0,0,0,0,0,0,106,0,0,95,120,149,84,72,143,0,201,137
860,93,134,116,81,0,150,144,264,208,292,151,804,1134,1162,585,545,1288,152,1778,978
861,59,0,0,0,0,68,71,91,76,0,260,1965,2208,2205,968,983,2916,274,3088,2194
862,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,169,2279,500,60497,216,1190,155,950,520,364,109,143,133,97,217,207,128,94,317,183
873,0,101,0,133,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,0,93,0,113,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
879,0,87,0,149,0,65,0,0,0,61,0,0,0,0,0,0,0,0,0,0
880,0,70,0,0,0,0,0,65,104,0,0,0,0,0,74,0,0,0,115,59
881,0,355,155,418,70,236,0,83,70,160,0,0,0,0,0,0,0,0,0,0
890,0,210,185,327,50,201,0,128,56,158,0,0,0,0,0,0,0,0,0,0
893,0,91,0,109,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0
896,0,131,81,254,63,177,0,75,55,148,0,0,0,0,0,0,0,0,0,0
897,0,82,73,191,0,112,0,65,0,147,0,0,0,0,0,0,0,0,0,0
898,0,151,0,276,0,147,0,93,0,122,0,0,0,0,0,0,0,0,0,0
899,0,109,0,181,0,95,0,59,0,119,0,0,0,0,0,0,0,0,0,0
901,0,446,0,251,0,175,0,58,50,0,79,0,0,0,0,0,0,74,0,0
904,179,16156,170,13208,13833,918,177,303,323,271,0,369,223,209,165,110,227,0,652,256
905,68,552,99,448,62,419,67,147,222,68,0,147,81,70,60,56,82,0,207,77
906,87,4346,232,1064,205,647,124,447,1453,570,129,147,169,160,148,157,204,146,382,106
907,0,3465,71,338,70,178,0,142,472,452,0,53,0,0,0,0,0,0,93,0
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,0,242,178,107,0,109,0,182,204,78,0,81,61,0,0,0,80,0,133,54
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,0,0,0,63,0,81,0,81,0,0,133,63,53,0,0,0,0,154,0,0
944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,150,0,0
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,0,51,0,0,0,80,0,86,0,0,0,0,0,0,0,0,0,0,79,0
954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,0,127,0,140,0,143,0,220,218,185,0,0,0,80,73,63,57,0,150,59
959,0,80,0,75,0,122,0,216,215,184,0,0,0,78,71,62,54,0,148,59
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,89,166,0,214,0,136,100,144,196,63,0,0,0,0,0,0,0,0,75,0
964,0,0,0,0,0,0,0,94,124,0,0,0,0,0,0,0,0,0,0,0
970,115,1178,244,1270,275,832,130,403,459,531,1274,196,293,151,179,150,195,1399,502,277
971,54,420,100,421,126,295,55,100,160,310,0,98,189,81,54,0,111,0,171,118
978,0,161,61,193,0,150,0,119,106,219,0,0,0,0,0,0,0,0,59,0
979,0,0,0,153,0,67,0,0,119,0,61,0,0,0,0,0,0,66,0,0
984,0,132,189,185,0,129,62,418,517,315,80,0,0,0,0,0,50,90,141,53
985,0,161,61,193,0,150,0,119,106,219,0,0,0,0,0,0,0,0,59,0
986,94,72,112,168,53,159,94,268,318,176,0,0,0,0,0,0,0,0,106,57
995,0,156,94,137,0,170,0,227,168,86,149,0,0,92,77,59,0,156,177,90
996,0,0,0,242,0,116,0,228,309,56,0,76,77,109,104,53,90,0,193,101
999,78,82,68,335,0,133,65,54,67,147,0,0,0,0,0,0,54,0,71,0
1006,0,0,0,0,0,0,0,63,0,0,110,0,0,0,0,0,0,122,0,0
1007,0,0,58,96,0,52,0,178,180,190,0,0,0,0,51,0,0,0,103,57
1008,0,0,58,96,0,52,0,178,180,190,0,0,0,0,51,0,0,0,103,57
1010,63,150,68,253,0,161,60,241,374,206,0,0,0,0,0,0,67,0,85,0
1013,0,0,0,97,0,0,0,0,102,136,0,0,0,0,0,0,0,0,0,0
1014,0,0,0,97,0,0,0,0,102,136,0,0,0,0,0,0,0,0,0,0
1016,408,980,1420,2514,239,1746,508,2330,3155,4803,0,341,390,494,427,316,514,0,1400,509
1017,0,116,127,187,0,158,0,177,87,426,0,0,0,0,0,0,0,0,106,0
1018,0,0,161,63,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
1019,72,0,226,201,0,99,96,266,219,1752,0,0,55,72,0,0,61,0,133,0
1021,0,65,0,117,245,0,0,0,180,0,0,0,0,0,0,0,0,0,79,0
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,0,171,271,196,0,135,53,138,285,0,0,0,50,0,75,64,88,0,88,0
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,0,0,0,0,0,0,0,129,155,0,0,0,0,0,0,0,0,0,0,0
1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,0,150,0,202,0,81,0,192,0,117,0,0,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,97,0,141,0,0,0,174,0,116,0,0,0,0,0,0,0,0,0,0
1068,0,54,132,92,0,68,0,95,118,167,0,0,0,0,0,0,0,0,0,0
1069,0,54,132,92,0,68,0,95,118,167,0,0,0,0,0,0,0,0,0,0
1073,0,221,62,207,51,160,0,130,259,219,0,0,0,0,62,60,0,0,0,0
1076,0,221,62,207,51,160,0,130,259,219,0,0,0,0,62,60,0,0,0,0
1079,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,0,0,0,66,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,115,244,188,400,59,338,139,140,166,249,172,55,57,55,91,68,55,188,148,81
1092,86,77,0,132,0,66,109,0,0,67,0,0,0,0,0,0,0,0,0,0
1094,0,74,134,148,0,109,0,0,0,153,169,0,0,0,0,0,0,188,0,0
1096,0,0,0,95,0,89,0,0,60,0,0,0,0,0,0,0,0,0,0,0
1097,0,59,0,59,0,0,0,77,132,0,0,0,0,0,60,0,0,0,107,53
1099,0,70,53,133,0,81,0,54,0,152,0,0,0,0,72,0,0,0,110,0
1100,0,0,0,101,0,51,0,0,0,118,0,0,0,0,0,0,0,0,0,0
1101,0,232,146,306,128,211,0,159,195,101,0,0,0,0,59,57,0,0,78,0
1102,0,113,65,73,0,77,0,0,0,57,0,0,0,0,0,0,0,0,0,0
1107,0,67,0,139,0,91,0,0,0,149,0,0,0,0,0,0,0,0,0,0
1108,0,57,0,91,0,67,0,0,0,126,0,0,0,0,0,0,0,0,0,0
1111,0,120,0,65,0,63,0,0,0,144,0,0,0,0,0,0,0,0,0,0
1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,105,64,316,0,124,0,65,67,169,0,0,0,0,0,0,0,0,0,0
1126,0,0,0,70,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,61,488,263,634,109,466,75,306,250,429,0,92,54,75,189,146,68,0,341,163
1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,0,0,0,68,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,0,0,0,55,0,0,0,59,57,0,0,0,0,0,0,0,0,0,0,0
1160,0,0,0,87,57,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0
1163,0,166,65,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,0,88,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0
1165,0,133,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,52,327,299,473,110,312,55,410,313,194,51,113,111,106,73,0,97,0,234,101
1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,0,361,123,112,149,196,54,338,442,84,124,81,87,91,83,65,67,157,193,100
1190,0,0,0,130,0,91,0,191,0,148,0,0,0,0,0,0,0,0,0,0
1197,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,0,60,0,85,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,64,0,0
1206,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,64,0,0
1218,0,128,64,118,0,131,0,170,102,0,333,80,82,0,0,0,58,399,90,0
1219,0,107,0,76,0,93,0,124,92,0,333,0,0,0,0,0,0,399,0,0
1227,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,0,0,57,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0
1234,0,131,86,236,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,0,203,0,209,59,190,0,96,127,0,452,126,75,0,50,0,0,485,119,92
1244,0,0,0,51,0,0,0,0,0,0,143,0,0,0,0,0,0,142,0,0
1245,0,50,0,0,0,59,0,0,51,0,0,0,0,0,0,0,0,0,0,0
1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
1252,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,92,169,107,79,65,185,86,105,75,0,550,87,80,0,58,62,0,548,65,85
1254,0,59,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,79,0,0,0,0,0,81,0,0,0,290,0,0,0,0,0,0,302,0,0
1260,0,211,522,81,0,162,0,274,110,0,125,158,168,90,59,83,86,125,136,96
1263,32330,112499,24781,251636,4595894,31176,38037,5987,5889,2083,442,339,279,113,235,320,179,496,312,255
1264,56,1328,123,839,11900,693,73,805,249,0,0,90,60,0,0,50,0,0,79,56
1269,0,0,0,50,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
1270,0,0,0,50,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,222,1585,698,1133,564,1645,262,1349,1143,566,41734,84837,53679,15655,10738,65002,81205,44789,11638,65523
1280,0,106,0,98,74,161,0,98,122,0,35095,83900,52807,15141,10338,64623,80680,37579,10595,64791
1281,0,82,0,0,0,56,0,84,0,0,256,0,0,0,0,0,0,288,0,0
1282,0,0,102,59,0,0,0,0,117,0,175,0,0,0,0,0,0,206,74,0
1283,0,0,0,0,0,0,0,63,0,0,183,0,0,0,0,0,0,220,89,73
1284,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,129,0,0
1286,0,0,0,0,0,0,0,0,0,0,349,57,0,0,0,0,0,376,0,0
1288,0,0,0,0,0,0,0,73,0,0,239,0,0,0,0,0,0,259,0,0
1290,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,121,60,0
1292,0,0,0,0,0,0,0,55,175,0,0,0,0,0,0,0,0,0,0,0
1294,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,106,0,0
1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,0,0,0,0,0,51,0,0,0,0,145,0,0,0,0,0,0,137,0,0
1298,104,724,315,979,183,579,112,681,409,580,0,105,94,0,124,149,74,0,181,75
1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,1753,10808,5157,8484,3795,5476,2035,10612,8284,1215,11673,3045,21904,671,882,1079,715,12468,1555,1103
1302,0,349,344,80,339,84,56,259,306,0,157,0,0,0,0,0,0,172,97,0
1303,0,54,96,286,289,0,0,0,358,51,0,0,0,0,0,0,0,0,0,0
1304,186,234,232,0,0,52,180,281,375,0,106,0,0,0,0,0,0,131,0,0
1305,0,70,167,112,0,0,0,70,120,0,0,0,0,0,0,0,0,0,0,0
1307,68,1672,295,974,299,924,54,5794,307,161,576,184,111,67,0,75,70,640,102,77
1308,0,822,290,228,147,131,0,247,246,0,50,0,59,0,0,0,0,54,0,0
1309,0,0,0,60,0,0,0,98,0,0,135,0,0,0,0,0,0,133,0,0
1310,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,311,0,0
1311,0,1314,586,479,649,804,0,200,197,0,0,0,0,0,0,0,0,0,0,0
1313,0,178,76,262,0,107,53,175,397,155,0,0,0,0,0,0,0,0,0,0
1314,0,56,0,0,0,0,0,0,52,0,2151,0,0,0,52,0,0,2263,111,50
1318,195,192,265,109,92,269,189,460,1506,0,0,0,0,0,0,0,0,0,0,0
1322,1847,9806,1581,3173,2162,5385,2008,5186,3688,591,131,99705,16560,6563,2779,5118,12895,156,17096,13897
1326,0,184,0,0,0,101,0,0,0,0,0,0,52,0,0,0,0,0,0,0
1328,0,83,0,55,0,64,0,76,72,0,3000,0,71,0,133,198,50,3232,0,86
1334,0,69,0,0,0,62,0,0,0,0,84,0,0,0,0,0,0,92,0,0
1335,0,0,0,0,0,0,0,0,61,0,111,0,0,0,0,0,0,125,0,0
1336,0,83,59,126,0,130,0,141,63,70,0,0,0,0,0,0,0,0,55,0
1338,0,0,0,0,0,0,0,0,56,0,95,0,0,0,0,0,0,116,0,0
1340,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,167,0,0
1348,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,386,0,0
1349,0,0,0,0,0,99,0,0,0,0,259,0,0,0,0,0,0,270,58,0
1350,205,5528,7774,4171,5267,1565,250,2752,4065,5269,250032,602,523,189,303,220,203,263775,341,336
1351,0,227,0,122,65,111,0,261,228,4451,716,52,0,0,0,0,0,763,0,0
1352,94,3809,387,971,435,962,129,526,2803,658,228520,117,79,0,0,0,0,241295,66,73
1354,0,85,0,0,0,80,0,0,0,0,443,171,0,0,0,0,0,498,0,0
1357,136,1062,731,6148,588,502,154,1251,7493,208,778,289,166,111,114,96,112,799,217,128
1358,50,877,676,5968,529,345,67,1028,7062,160,629,163,98,59,89,55,80,680,151,100
1363,71,0,0,71,0,79,66,70,307,0,0,69,0,0,0,0,0,0,0,0
1364,0,69,0,0,0,63,0,68,0,0,109,0,0,0,0,0,0,87,0,0
1366,0,66,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
1372,0,439,103,395,111,413,64,210,495,100,216,171,165,76,70,82,95,234,163,112
1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,93,216,53,271,99,308,105,148,118,62,1668,173,108,98,132,98,91,1768,228,137
1376,57,0,0,0,0,0,74,0,0,0,1201,0,0,0,0,0,0,1238,0,0
1377,0,0,0,63,0,92,0,0,0,0,123,0,0,0,0,0,0,152,0,0
1378,0,106,0,68,0,91,0,60,71,0,226,96,65,0,0,0,0,271,54,0
1380,0,141,51,0,56,94,0,0,78,0,87,0,0,0,0,0,0,92,0,0
1382,0,141,51,0,56,94,0,0,78,0,87,0,0,0,0,0,0,92,0,0
1386,809,6627,3736,5174,2186,4996,839,5599,4117,3005,6691,2030,1756,1109,1060,1221,1228,6812,2241,1449
1390,0,0,0,0,0,0,0,73,204,0,0,0,0,0,0,0,0,0,0,0
1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,0,102,69,51,68,63,0,66,0,0,0,0,0,0,0,0,0,0,89,0
1396,63,416,353,901,230,188,0,507,212,1435,329,106,78,0,0,86,0,325,64,77
1398,0,363,281,319,149,202,0,413,225,86,0,57,60,0,67,59,0,0,89,53
1401,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0
1402,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,0,0,0,72,0,83,0,129,59,0,69,0,0,0,0,0,0,71,66,0
1405,0,122,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
1406,0,150,114,56,66,99,0,98,336,113,0,0,0,0,74,0,0,0,146,60
1408,0,61,0,99,0,83,0,0,52,0,401,0,0,0,0,0,0,360,0,0
1413,0,52,63,62,0,78,0,0,0,0,128,0,0,0,0,0,0,108,0,0
1421,0,51,0,55,62,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,0,248,0,52,0,124,0,102,120,0,0,57,53,0,0,0,0,0,0,0
1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,0,124,0,125,66,88,0,93,483,85,288,0,60,0,0,0,0,291,0,51
1449,55,0,0,137,0,161,67,63,0,0,168,0,87,0,0,0,0,218,57,0
1452,0,50,53,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,0,121,0,52,0,63,0,56,0,0,74,0,0,0,0,0,0,99,0,0
1465,0,112,0,90,73,126,0,94,66,0,132,0,57,0,54,0,0,125,109,0
1467,0,53,0,0,0,68,0,50,0,0,153,0,0,0,0,0,0,209,51,0
1471,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,0,78,0,55,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,0,193,0,54,0,72,0,107,0,0,0,0,0,0,0,0,0,0,0,0
1479,0,60,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,173,0,0
1482,0,0,0,0,0,103,0,0,0,0,95,0,0,0,0,0,0,89,0,0
1485,2201,30235,10787,11666,8230,18756,2608,12128,9089,1222,36899,13229,7256,3435,3471,4840,4302,39520,6403,5915
1488,0,222,114,192,0,269,0,126,287,201,0,274,172,74,56,103,88,0,122,88
1491,156,756,234,1026,212,1005,200,1422,988,122,1280,1010,669,386,351,486,469,1412,725,505
1492,0,672,267,220,131,544,0,225,137,0,584,378,237,140,136,178,185,575,278,883
1493,0,293,57,123,67,220,0,144,108,0,113,136,98,55,54,81,74,136,100,82
1494,0,235,0,64,0,177,0,261,142,0,0,182,96,0,0,60,54,0,77,68
1496,2556,30374,4824,19512,10545,29560,3005,22520,9005,1031,3382,5984,4517,997,1478,2923,1609,3672,1645,2203
1497,0,146,81,141,0,132,0,100,109,0,0,99,86,0,0,0,0,0,104,0
1501,0,686,123,281,160,411,0,373,187,0,488,311,209,76,115,143,79,568,142,149
1502,0,864,327,348,731,657,61,267,250,0,507,3070,608,215,398,493,310,540,406,432
1504,0,223,0,80,0,131,0,105,57,0,0,297,136,89,119,146,86,0,184,144
1505,0,655,193,151,0,330,0,255,107,0,907,3014,2182,407,860,1854,807,1016,734,1187
1509,959,13659,4974,3449,3657,6929,1140,1229,1813,147,24104,431,437,151,0,0,205,25710,376,293
1510,0,297,102,297,68,248,0,251,106,152,170,0,0,0,0,0,0,156,0,0
1511,0,216,71,61,0,132,0,62,64,0,351,135,103,0,0,61,51,320,87,62
1513,0,163,0,97,0,171,0,314,119,0,155,161,125,65,61,79,82,143,94,84
1515,0,264,54,78,57,125,0,150,68,0,0,95,75,0,0,0,0,0,0,0
1517,0,168,121,61,0,213,0,59,239,0,0,0,0,0,0,0,0,0,0,0
1519,0,212,83,79,0,209,0,117,113,0,80,140,119,52,0,82,57,85,93,60
1520,0,213,71,103,179,175,0,106,86,0,522,167,128,86,77,84,71,557,139,114
1521,0,176,83,132,67,169,0,189,306,0,129,0,0,0,0,0,0,144,61,0
1525,0,52,0,94,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,0,369,211,233,122,303,0,262,101,0,205,164,126,73,52,75,122,191,101,69
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,0,126,67,148,0,183,0,343,146,0,0,212,175,84,86,91,109,0,151,102
1548,0,120,0,0,0,68,0,112,61,0,197,51,0,0,0,0,0,196,55,0
1556,0,142,67,161,0,252,0,204,78,0,0,172,152,0,0,76,60,0,65,78
1561,0,241,90,162,92,326,0,333,124,0,472,626,275,127,157,221,208,509,267,230
1562,100,431,122,349,105,428,106,336,124,128,334,121,55,132,135,75,67,343,447,174
1563,0,85,0,77,0,0,0,0,68,0,0,54,0,0,0,0,0,0,60,0
1564,65,98,0,126,0,109,74,100,0,77,0,0,0,0,0,0,0,0,0,0
1565,0,67,0,0,0,83,0,0,0,0,181,0,0,0,0,0,0,182,0,0
1569,0,359,245,288,134,219,0,179,232,82,452,138,122,77,69,66,79,422,111,62
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,0,178,0,197,0,103,0,127,155,67,396,62,0,0,0,0,0,365,52,0
1573,0,0,73,142,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,0,0,0,74,68,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,513,3571,1498,2546,1888,3240,558,1940,1756,1163,6319,1193,895,677,82103,289592,648,6706,1448,29426
1579,0,0,175,0,0,0,0,0,0,0,161,0,0,0,4032,2102,0,189,0,3362
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
1582,0,65,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,0,97,0,51,230,90,0,0,61,0,0,0,0,0,0,89,0,0,0,0
1587,0,0,0,0,0,0,0,50,0,0,0,0,0,0,85,130,0,0,0,56
1589,0,103,65,146,0,93,0,0,0,136,0,0,0,0,0,0,0,0,0,0
1590,0,0,0,0,129,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0
1596,0,63,0,0,0,60,0,0,0,0,450,0,0,0,86,642,0,473,0,0
1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,0,61,0,0,0,62,0,65,0,0,0,0,0,0,56546,111837,0,0,0,2838
1599,0,111,118,111,0,80,0,0,0,133,320,0,0,0,131,72,0,376,58,119
1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,0,169,0,218,214,90,0,225,0,0,0,0,0,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,159,0,0
1603,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,63,0,0
