checkv_id	contig_id	version	action	reason
CheckV-009027	DTR_151337	v1.5	removed	insufficient viral evidence
CheckV-009065	DTR_151723	v1.5	removed	insufficient viral evidence
CheckV-008203	DTR_130152	v1.5	removed	insufficient viral evidence
CheckV-008206	DTR_130552	v1.5	removed	insufficient viral evidence
CheckV-008233	DTR_132646	v1.5	removed	insufficient viral evidence
CheckV-008235	DTR_132651	v1.5	removed	insufficient viral evidence
CheckV-008333	DTR_133961	v1.5	removed	insufficient viral evidence
CheckV-008351	DTR_134801	v1.5	removed	insufficient viral evidence
CheckV-008431	DTR_137366	v1.5	removed	insufficient viral evidence
CheckV-008453	DTR_138579	v1.5	removed	insufficient viral evidence
CheckV-036485	DTR_809826	v1.5	removed	insufficient viral evidence
CheckV-018411	DTR_303524	v1.5	removed	insufficient viral evidence
CheckV-018413	DTR_303564	v1.5	removed	insufficient viral evidence
CheckV-018414	DTR_303566	v1.5	removed	insufficient viral evidence
CheckV-018435	DTR_304144	v1.5	removed	insufficient viral evidence
CheckV-018451	DTR_304478	v1.5	removed	insufficient viral evidence
CheckV-018468	DTR_304987	v1.5	removed	insufficient viral evidence
CheckV-018484	DTR_305440	v1.5	removed	insufficient viral evidence
CheckV-018488	DTR_305507	v1.5	removed	insufficient viral evidence
CheckV-018498	DTR_306046	v1.5	removed	insufficient viral evidence
CheckV-018510	DTR_307175	v1.5	removed	insufficient viral evidence
CheckV-018566	DTR_308781	v1.5	removed	insufficient viral evidence
CheckV-018611	DTR_309396	v1.5	removed	insufficient viral evidence
CheckV-018632	DTR_309661	v1.5	removed	insufficient viral evidence
CheckV-018639	DTR_309888	v1.5	removed	insufficient viral evidence
CheckV-018645	DTR_309897	v1.5	removed	insufficient viral evidence
CheckV-018650	DTR_310054	v1.5	removed	insufficient viral evidence
CheckV-018651	DTR_310056	v1.5	removed	insufficient viral evidence
CheckV-018653	DTR_310142	v1.5	removed	insufficient viral evidence
CheckV-018666	DTR_310509	v1.5	removed	insufficient viral evidence
CheckV-018702	DTR_311115	v1.5	removed	insufficient viral evidence
CheckV-018737	DTR_311609	v1.5	removed	insufficient viral evidence
CheckV-018738	DTR_311610	v1.5	removed	insufficient viral evidence
CheckV-031653	DTR_667092	v1.5	removed	insufficient viral evidence
CheckV-010570	DTR_178968	v1.5	removed	insufficient viral evidence
CheckV-010579	DTR_179301	v1.5	removed	insufficient viral evidence
CheckV-010583	DTR_179321	v1.5	removed	insufficient viral evidence
CheckV-010586	DTR_179332	v1.5	removed	insufficient viral evidence
CheckV-010686	DTR_180768	v1.5	removed	insufficient viral evidence
CheckV-010687	DTR_180772	v1.5	removed	insufficient viral evidence
CheckV-010688	DTR_180773	v1.5	removed	insufficient viral evidence
CheckV-010689	DTR_180774	v1.5	removed	insufficient viral evidence
CheckV-010700	DTR_180895	v1.5	removed	insufficient viral evidence
CheckV-013837	DTR_241449	v1.5	removed	insufficient viral evidence
CheckV-013849	DTR_241656	v1.5	removed	insufficient viral evidence
CheckV-013850	DTR_241662	v1.5	removed	insufficient viral evidence
CheckV-013854	DTR_241789	v1.5	removed	insufficient viral evidence
CheckV-010245	DTR_172442	v1.5	removed	insufficient viral evidence
CheckV-010255	DTR_172954	v1.5	removed	insufficient viral evidence
CheckV-010277	DTR_173482	v1.5	removed	insufficient viral evidence
CheckV-010293	DTR_173701	v1.5	removed	insufficient viral evidence
CheckV-010309	DTR_173846	v1.5	removed	insufficient viral evidence
CheckV-010340	DTR_174046	v1.5	removed	insufficient viral evidence
CheckV-010421	DTR_176122	v1.5	removed	insufficient viral evidence
CheckV-010422	DTR_176138	v1.5	removed	insufficient viral evidence
CheckV-010487	DTR_177870	v1.5	removed	insufficient viral evidence
CheckV-010510	DTR_178138	v1.5	removed	insufficient viral evidence
CheckV-010527	DTR_178376	v1.5	removed	insufficient viral evidence
CheckV-003925	DTR_025504	v1.5	removed	insufficient viral evidence
CheckV-003926	DTR_025511	v1.5	removed	insufficient viral evidence
CheckV-003929	DTR_025735	v1.5	removed	insufficient viral evidence
CheckV-004010	DTR_028193	v1.5	removed	insufficient viral evidence
CheckV-004013	DTR_028217	v1.5	removed	insufficient viral evidence
CheckV-004081	DTR_031102	v1.5	removed	insufficient viral evidence
CheckV-004083	DTR_031113	v1.5	removed	insufficient viral evidence
CheckV-004132	DTR_032237	v1.5	removed	insufficient viral evidence
CheckV-004143	DTR_032486	v1.5	removed	insufficient viral evidence
CheckV-004192	DTR_034242	v1.5	removed	insufficient viral evidence
CheckV-004205	DTR_034564	v1.5	removed	insufficient viral evidence
CheckV-064788	UHGV-0012468	v1.5	removed	removed uhgv
CheckV-064789	UHGV-0014172	v1.5	removed	removed uhgv
CheckV-064790	UHGV-0016178	v1.5	removed	removed uhgv
CheckV-064791	UHGV-0016696	v1.5	removed	removed uhgv
CheckV-064792	UHGV-0021687	v1.5	removed	removed uhgv
CheckV-064793	UHGV-0023714	v1.5	removed	removed uhgv
CheckV-064794	UHGV-0023799	v1.5	removed	removed uhgv
CheckV-064795	UHGV-0027438	v1.5	removed	removed uhgv
CheckV-064796	UHGV-0027613	v1.5	removed	removed uhgv
CheckV-064797	UHGV-0029050	v1.5	removed	removed uhgv
CheckV-064798	UHGV-0029785	v1.5	removed	removed uhgv
CheckV-064799	UHGV-0036074	v1.5	removed	removed uhgv
CheckV-064800	UHGV-0036319	v1.5	removed	removed uhgv
CheckV-064801	UHGV-0036682	v1.5	removed	removed uhgv
CheckV-064802	UHGV-0040368	v1.5	removed	removed uhgv
CheckV-064803	UHGV-0247086	v1.5	removed	removed uhgv
CheckV-064804	UHGV-0277313	v1.5	removed	removed uhgv
CheckV-064805	UHGV-0286546	v1.5	removed	removed uhgv
