sample_id,enable,report_group_ids,color_by,ncbi_accession,ref_group_ids,year,country,Country/inferred country of contamination,Inferred Continent of contamination,strain_name,Inferred Region of contamination (for Figures),origin,type,Place of sampling (Water),species,serotype,STM 3356  d-Tar- specific SNV,phage_type,MLST,lineage,genotype,antimicrobial,Chromosomal coverage (%),Average chromosomal read depth,% reads mapped,Total reads,Num SNVs,Num heterozygous SNVs,Num indels,Num contigs,Genome size (bp),Ratio heterozygous/homozygous SNVs,Accession nos (circularized genomes),Accession nos (draft genomes),publication_source,ploidy
20_PB-J__2010__Spain__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR129867,Salmonella_enterica_GCF_039778255_1,2010,Spain,Spain,Europe,20_PB-J,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,2134,Lineage 7,7.1,none,99.94,142.29,98.3144,7385316,250,41,12,76,4668596,0.164,,,Connor et al. Mbio. 2016,1
5-63__1963__Chile__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737386,Salmonella_enterica_GCF_039778255_1,1963,Chile,Chile,America,5-63,America,Unknown,,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 7,7.1.1_Chile1,none,99.78,166.01,97.3694,5612896,289,65,2,74,4509874,0.224913495,,,This study,1
DB7403__1983__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534448,Salmonella_enterica_GCF_039778255_1,1983,Chile,Chile,America,DB 7403,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.95,156.13,97.384,7886078,255,14,11,88,4711098,0.054901961,,,Higginson et al. mSphere. 2019,1
BAS9__1986__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534446,Salmonella_enterica_GCF_039778255_1,1986,Chile,Chile,America,BAS 9,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.95,156.96,97.9547,8040734,249,19,13,79,4676650,0.076305221,,,Higginson et al. mSphere. 2019,1
6198__1985__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534444,Salmonella_enterica_GCF_039778255_1,1985,Chile,Chile,America,6198,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.94,149.96,98.1362,7671018,255,21,10,78,4674482,0.082352941,,,Higginson et al. mSphere. 2019,1
7020__1985__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534445,Salmonella_enterica_GCF_039778255_1,1985,Chile,Chile,America,7020,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.94,146,98.2296,7447606,253,23,10,87,4677422,0.090909091,,,Higginson et al. mSphere. 2019,1
CMF6999__1983__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534447,Salmonella_enterica_GCF_039778255_1,1983,Chile,Chile,America,CMF 6999,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,2340,Lineage 7,7.1.1_Chile1,none,99.94,165.94,98.5069,8347088,265,17,11,80,4677249,0.064150943,,,Higginson et al. mSphere. 2019,1
CLA-76-5__2019__Chile__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR10430089,Salmonella_enterica_GCF_039778255_1,2019,Chile,Chile,America,CLA-76-5,America,Environment,River water,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,"gyrA_S83F, gyrA_D87G",99.94,47.43,98.3076,991176,245,111,18,71,4716904,0.453061224,,,"Unpublished, short reads (FDA)",1
RML7856__1983__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534455,Salmonella_enterica_GCF_039778255_1,1983,Chile,Chile,America,RML 7856,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.95,159.54,97.8272,8054544,244,20,10,88,4717518,0.081967213,,,Higginson et al. mSphere. 2019,1
18-88__1988__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737474,Salmonella_enterica_GCF_039778255_1,1988,Chile,Chile,America,18-88,America,Human,Blood,NA,S. enterica,Paratyphi B,Present,RDNC,86,Lineage 7,7.1.1_Chile1,none,99.86,119.43,97.4975,4620000,246,16,11,59,4712705,0.06504065,,,This study,1
5644__1985__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534443,Salmonella_enterica_GCF_039778255_1,1985,Chile,Chile,America,5644,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.91,158.71,98.6579,8080938,257,21,9,91,4675496,0.081712062,,,Higginson et al. mSphere. 2019,1
MNZ6203__1983__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534452,Salmonella_enterica_GCF_039778255_1,1983,Chile,Chile,America,MNZ 6203,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.14,186.3,98.5406,9203546,258,21,12,77,4635884,0.081395349,,,Higginson et al. mSphere. 2019,1
PMP2097__1984__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534454,Salmonella_enterica_GCF_039778255_1,1984,Chile,Chile,America,PMP 2097,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.94,229.54,98.8296,11240700,252,18,10,87,4675555,0.071428571,,,Higginson et al. mSphere. 2019,1
4695_84__1984__Chile__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736513,Salmonella_enterica_GCF_039778255_1,1984,Chile,Chile,America,4695/84,America,Unknown,,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.9,173.02,98.7991,5728532,274,36,12,57,4661066,0.131386861,,,This study,1
MATAQ-77-5__2019__Chile__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR10430094,Salmonella_enterica_GCF_039778255_1,2019,Chile,Chile,America,MATAQ-77-5,America,Environment,River water,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.1.1_Chile1,none,99.9,47.99,98.225,1059068,262,105,11,64,4675283,0.400763359,,,"Unpublished, short reads (FDA)",1
3K__1937__Denmark__Humanprobably,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR460162,Salmonella_enterica_GCF_039778255_1,1937,Denmark,Denmark,Europe,3K,Europe,Human probably,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.05,103.96,98.6054,5352446,209,31,12,76,4627395,0.148325359,,,Connor et al. Mbio. 2016,1
11-70__1970__Turkey__Animal,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737392,Salmonella_enterica_GCF_039778255_1,1970,Turkey,Turkey,Asia,11-70,Middle East,Animal,European Ground Squirrel,NA,S. enterica,Paratyphi B,Present,3a,86,Lineage 7,7.2_EuropeEasternAsia,none,99.01,176.11,97.9055,6721042,220,10,14,51,4632736,0.045454545,,,This study,1
SH10G638__2010__China__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,NMDC40011710,Salmonella_enterica_GCF_039778255_1,2010,China,China,Asia,SH10G638,Asia,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,9224,Lineage 7,7.2_EuropeEasternAsia,none,99.09,359.27,99.0325,12022944,247,26,10,64,4634179,0.105263158,,,Wang et al. Natl Sci Rev. 2022,1
B62__1940__UK__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737615,Salmonella_enterica_GCF_039778255_1,1940,United Kingdom,United Kingdom,Europe,B62,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,3a,86,Lineage 7,7.2_EuropeEasternAsia,none,99.19,158,98.6766,5231932,230,35,7,78,4462400,0.152173913,CP147902,,This study,1
SARA42__1974__UK__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR1122725,Salmonella_enterica_GCF_039778255_1,1974,United Kingdom,United Kingdom,Europe,SARA42,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.1,129.85,95.3364,7150298,232,79,11,77,4627390,0.340517241,,,"Unpublished, short reads (FDA)",1
SL210022__1980__Japan__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289662,Salmonella_enterica_GCF_039778255_1,1980,Japan (Toyama),Japan,Asia,SL210022,Asia,Environment,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.08,59.73,97.1627,1475284,216,34,1,57,4699806,0.157407407,,,This study,1
B397__1941__UK__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737613,Salmonella_enterica_GCF_039778255_1,1941,United Kingdom,United Kingdom,Europe,B397,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.04,81.62,98.4375,2755778,203,56,3,105,4616801,0.275862069,,,This study,1
B97__1941__UK__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737632,Salmonella_enterica_GCF_039778255_1,1941,United Kingdom,United Kingdom,Europe,B97,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,3b,86,Lineage 7,7.2_EuropeEasternAsia,none,99.05,111.7,98.4958,3703616,204,47,8,95,4608508,0.230392157,CP147901,,This study,1
SL210005__1972__Japan__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289650,Salmonella_enterica_GCF_039778255_1,1972,Japan (Toyama),Japan,Asia,SL210005,Asia,Environment,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.06,58.32,99.694,1384186,193,3,1,66,4598771,0.015544041,,,This study,1
SL210003__1971__Japan__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289648,Salmonella_enterica_GCF_039778255_1,1971,Japan (Toyama),Japan,Asia,SL210003,Asia,Environment,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.05,56.44,98.8464,1341064,214,10,2,78,4634008,0.046728972,,,This study,1
SL210006__1972__Japan__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289651,Salmonella_enterica_GCF_039778255_1,1972,Japan (Toyama),Japan,Asia,SL210006,Asia,Environment,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.03,65.54,98.8741,1596002,213,26,1,71,4632959,0.122065728,,,This study,1
SL210011__1978__Japan__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289654,Salmonella_enterica_GCF_039778255_1,1978,Japan (Toyama),Japan,Asia,SL210011,Asia,Environment,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.08,67.17,98.9035,1610274,214,35,1,67,4635336,0.163551402,,,This study,1
SL210013__1978__Japan__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289655,Salmonella_enterica_GCF_039778255_1,1978,Japan (Toyama),Japan,Asia,SL210013,Asia,Environment,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.07,63.75,97.3542,1548550,207,6,0,66,4634483,0.028985507,,,This study,1
SL210014__1978__Japan__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289656,Salmonella_enterica_GCF_039778255_1,1978,Japan (Toyama),Japan,Asia,SL210014,Asia,Environment,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99,63.16,96.3097,1560902,215,16,1,71,4631069,0.074418605,,,This study,1
SL210009__1977__Japan__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289652,Salmonella_enterica_GCF_039778255_1,1977,Japan (Toyama),Japan,Asia,SL210009,Asia,Environment,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.09,57.99,98.8693,1393960,205,33,0,69,4634802,0.16097561,,,This study,1
SL210023__1980__Japan__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289663,Salmonella_enterica_GCF_039778255_1,1980,Japan (Toyama),Japan,Asia,SL210023,Asia,Environment,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.03,63.62,98.9672,1522862,325,46,1,64,4626907,0.141538462,,,This study,1
SL210021__1979__Japan__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289661,Salmonella_enterica_GCF_039778255_1,1979,Japan,Japan,Asia,SL210021,Asia,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,98.92,64.54,97.3131,1557122,210,17,1,68,4627994,0.080952381,,,This study,1
SL210019__1979__Japan__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289659,Salmonella_enterica_GCF_039778255_1,1979,Japan,Japan,Asia,SL210019,Asia,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.04,65.77,98.9224,1566384,418,26,3,64,4627643,0.062200957,,,This study,1
SL210020__1979__Japan__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,DRR289660,Salmonella_enterica_GCF_039778255_1,1979,Japan,Japan,Asia,SL210020,Asia,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.2_EuropeEasternAsia,none,99.09,65.77,98.9852,1576084,376,39,3,65,4634817,0.103723404,,,This study,1
NCTC20176__1923__UK__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR279273,Salmonella_enterica_GCF_039778255_1,1923,United Kingdom (England),United Kingdom,Europe,NCTC 20176,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.3,none,99.81,89.71,98.6406,4378942,226,59,13,77,4662654,0.261061947,,,Baker et al. Genome Med. 2015,1
73-1900__1973__USA__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737559,Salmonella_enterica_GCF_039778255_1,1973,United States (Ohio),United States of America,America,73-1900,America,Human,Stools,NA,S. enterica,Paratyphi B (monophasic),Present,Not available,86,Lineage 7,7.3,none,99.58,127.61,99.0764,4292852,296,18,8,62,4532640,0.060810811,,,This study,1
69-0480__1969__Unknown__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737550,Salmonella_enterica_GCF_039778255_1,1969,United States (New Mexico),Unknown,America,69-0480,America,Human,Gallbladder,NA,S. enterica,Paratyphi B (monophasic),Present,Not available,86,Lineage 7,7.3,none,99.59,179.68,99.3295,5939484,324,16,13,61,4623448,0.049382716,,,This study,1
30-62__1962__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737495,Salmonella_enterica_GCF_039778255_1,1962,France,France,Europe,30-62,Europe,Human,Cerebrospinal fluid,NA,S. enterica,Paratyphi B,Present,3b,8505,Lineage 7,7.3,none,99.06,102.38,97.8355,3469560,217,83,8,104,4657028,0.382488479,,,This study,1
NCTC20196__1915__France__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR279283,Salmonella_enterica_GCF_039778255_1,1915,France,France,Europe,NCTC 20196,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 7,7.3,none,98.92,72.36,97.3684,3556250,210,121,8,81,4647092,0.576190476,,,Baker et al. Genome Med. 2015,1
77-0106__1977__USA__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737572,Salmonella_enterica_GCF_039778255_1,1977,United States (Arizona),United States of America,America,77-0106,America,Human,Stools,NA,S. enterica,Paratyphi B (monophasic),Present,Not available,86,Lineage 7,7.3,none,100,177.32,99.7033,5849406,124,14,8,57,4632452,0.112903226,,,This study,1
6-58__1958__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737377,Salmonella_enterica_GCF_039778255_1,1958,France,France,Europe,6-58,Europe,Human,Stools,NA,S. enterica,Paratyphi B (monophasic),Present,Beccles,86,Lineage 7,7.3,none,99.99,349.84,98.8199,11813844,43,20,2,62,4623009,0.465116279,,,This study,1
2-58bis__1958__Netherlands__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737486,Salmonella_enterica_GCF_039778255_1,1958,The Netherlands,The Netherlands,Europe,2-58bis,Europe,Human,Blood,NA,S. enterica,Paratyphi B (monophasic),Present,Jersey,86,Lineage 7,7.3,none,99.99,156.74,99.7238,5184436,45,14,5,77,4508465,0.311111111,,,This study,1
4-58__1958__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737376,Salmonella_enterica_GCF_039778255_1,1958,France,France,Europe,4-58,Europe,Human,Stools,NA,S. enterica,Paratyphi B (monophasic),Present,Jersey,86,Lineage 7,7.3,none,99.98,130.76,99.1775,4469284,136,50,2,77,4478778,0.367647059,,,This study,1
B91-91__1991__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737629,Salmonella_enterica_GCF_039778255_1,1991,France,France,Europe,B91-91,Europe,Human,Blood,NA,S. enterica,Paratyphi B (monophasic),Present,Jersey,86,Lineage 7,7.3,none,99.96,130.35,99.4614,4433274,72,21,8,87,4543872,0.291666667,,,This study,1
