sample_id,enabled,name,report_group_ids,color_by,ref_group_ids,gcf_id,strain,host,source,generic_source,country,year,given_species_name,fastani_derived_species,lineage,phylogroup,assembly_method,sequence_type,sequencing_technology,assembly_length,num_contigs,wgGC_content,grimont_biotype,ncbi_accession,BioProject,dataset_in_paper,publication_doi,ploidy
26968_7_175,TRUE,26968_7_175,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8904311,,,,Unknown,Unknown,Serratia marcescens,Serratia entomophila,18,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4980358,10,59.06,,ERR3566595,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_176,TRUE,26968_7_176,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,Ainoz,,,,Unknown,Unknown,Serratia entomophila,Serratia quinivorans,8,1,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5358346,11,55.04,,ERR3566596,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_177,TRUE,26968_7_177,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,149,,,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5086616,33,58.99,,ERR3566597,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_178,TRUE,26968_7_178,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8904307,,,,New Zealand,Unknown,Serratia entomophila,Serratia entomophila,18,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4997558,24,59.01,,ERR3566598,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_18,TRUE,26968_7_18,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,93 5531,,,,Unknown,Unknown,Serratia ficaria,Serratia ficaria,20,6,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5153649,26,60.1,,ERR3566438,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_180,TRUE,26968_7_180,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,6328,,,,Unknown,Unknown,Serratia marcescens,Serratia marcescens,15,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5378365,22,59.18,A1b,ERR3566600,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_181,TRUE,26968_7_181,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,392,,Spring water,Water,France,1971,Unknown,Serratia plymuthica,4,8,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5492190,45,55.84,C2b,ERR3566601,PRJEB24638,Grimont collection (Institut Pasteur),10.1099/00221287-98-1-39,1
26968_7_183,TRUE,26968_7_183,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,494,,,,Unknown,Unknown,Serratia entomophila,Serratia marcescens,15,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4933314,9,59.87,,ERR3566603,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_185,TRUE,26968_7_185,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,9107436,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4986020,38,59.2,,ERR3566605,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_186,TRUE,26968_7_186,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,510,,Water supply,Water,United Kingdom,1887,Serratia plymuthica,Serratia plymuthica,4,8,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5311377,28,55.96,C2c,ERR3566606,PRJEB24638,Grimont collection (Institut Pasteur),10.1099/00221287-98-1-39,1
26968_7_187,TRUE,26968_7_187,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,63770,,,,Unknown,Unknown,Serratia marcescens,Serratia marcescens,15,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5011187,14,59.73,A6a,ERR3566607,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_188,TRUE,26968_7_188,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,747,,Water,Water,Unknown,Unknown,Serratia grimesii,Serratia grimesii,5,7,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5118301,13,52.78,C1d,ERR3566608,PRJEB24638,Grimont collection (Institut Pasteur),10.1007/BF01568416,1
26968_7_19,TRUE,26968_7_19,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,1330,,,,Unknown,Unknown,Serratia fonticola,Serratia fonticola,1,3,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5698930,25,53.89,,ERR3566439,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_193,TRUE,26968_7_193,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,9107443,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,17,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5112349,49,58.89,,ERR3566613,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_194,TRUE,26968_7_194,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,3770,,,,Unknown,Unknown,Unknown,Serratia marcescens,15,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5008497,11,59.74,A6a,ERR3566614,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_195,TRUE,26968_7_195,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,6504,,,,Unknown,Unknown,Serratia marcescens,Serratia marcescens,15,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5100901,24,59.83,A2a,ERR3566615,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_196,TRUE,26968_7_196,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,866,,,,Unknown,Unknown,Serratia liquefaciens,Serratia liquefaciens,2,4,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5202771,13,55.42,Clab,ERR3566616,PRJEB24638,Grimont collection (Institut Pasteur),10.1007/BF01568416,1
26968_7_197,TRUE,26968_7_197,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,R5,,,,Unknown,Unknown,Serratia sp.,Serratia marcescens,15,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5070929,15,59.75,A1a?,ERR3566617,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_2,TRUE,26968_7_2,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,4454,,,,Unknown,Unknown,Serratia liquefaciens,Serratia plymuthica,4,8,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5511174,20,56.15,ADC?,ERR3566422,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_200,TRUE,26968_7_200,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8806158,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,18,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5089391,19,58.89,,ERR3566620,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_201,TRUE,26968_7_201,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,9107473,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5087428,41,59.03,,ERR3566621,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_202,TRUE,26968_7_202,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,3965,,,,Unknown,Unknown,Serratia fonticola,Serratia fonticola,1,3,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5955352,33,53.62,,ERR3566622,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_203,TRUE,26968_7_203,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,681,,,,Unknown,Unknown,Serratia marcescens,Serratia marcescens,12,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5401518,33,59.18,TCT,ERR3566623,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_204,TRUE,26968_7_204,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,275,,centrotype of phenon C1,Dairy,Unknown,Unknown,Enterobacter liquefaciens,Serratia liquefaciens,2,4,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5000946,22,55.55,C1b,ERR3566624,PRJEB24638,Grimont collection (Institut Pasteur),10.1099/00221287-98-1-39,1
26968_7_205,TRUE,26968_7_205,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,R10,,,,Unknown,Unknown,Unknown,Serratia marcescens,15,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5069388,14,59.75,,ERR3566625,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_206,TRUE,26968_7_206,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8904314,,,,Unknown,Unknown,Unknown,Serratia entomophila,18,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4843225,19,59.31,,ERR3566626,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_207,TRUE,26968_7_207,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,C1C,,,,Unknown,Unknown,Serratia proteamaculans,Serratia quinivorans,7,1,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5265062,14,55.24,C1c,ERR3566627,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_208,TRUE,26968_7_208,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8806165,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5034575,38,59.09,,ERR3566628,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_209,TRUE,26968_7_209,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,9107481,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4978455,37,59.2,,ERR3566629,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_21,TRUE,26968_7_21,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,A5,,Carew (Canterbury; New Zealand); mature pasture; 133 grass grubs/m2; 23% diseased,Costelytra zealandica,New Zealand,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5063687,29,59.03,Sen 1b,ERR3566441,PRJEB24638,Grimont collection (Institut Pasteur),10.1099/00207713-38-1-1,1
26968_7_210,TRUE,26968_7_210,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,6246,,,,Unknown,Unknown,Unknown,Serratia marcescens,9,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5149742,11,60.06,A5,ERR3566630,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_211,TRUE,26968_7_211,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,864,,,,Unknown,Unknown,Serratia rubidaea,Serratia rubidaea,22,11,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4962956,27,59.28,,ERR3566631,PRJEB24638,Grimont collection (Institut Pasteur),10.1007/BF02602859,1
26968_7_214,TRUE,26968_7_214,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,,,,,Unknown,Unknown,Unknown,Serratia quinivorans,8,1,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5518857,15,54.93,,ERR3566634,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_215,TRUE,26968_7_215,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,332,,,,Unknown,Unknown,Serratia entomophila,Serratia quinivorans,8,1,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5634382,20,54.8,,ERR3566635,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_216,TRUE,26968_7_216,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8806203,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5014536,37,59.1,,ERR3566636,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_217,TRUE,26968_7_217,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,9107483,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,17,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5091212,56,58.92,,ERR3566637,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_218,TRUE,26968_7_218,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,660,,,,Unknown,Unknown,Serratia marcescens,Serratia marcescens,14,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5294988,24,59.46,A4a,ERR3566638,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_219,TRUE,26968_7_219,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,A15,,Montalto (Canterbury; New Zealand); mature pasture; 122 grass grubs/m2; 32% diseased,Costelytra zealandica,New Zealand,Unknown,Serratia entomophila,Serratia entomophila,18,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4814625,17,59.35,Sen 2,ERR3566639,PRJEB24638,Grimont collection (Institut Pasteur),10.1099/00207713-38-1-1,1
26968_7_22,TRUE,26968_7_22,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,4986,,,,Unknown,Unknown,Serratia liquefaciens,Serratia marcescens,9,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5288593,16,59.86,,ERR3566442,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_221,TRUE,26968_7_221,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,,,,,Unknown,Unknown,Unknown,Serratia fonticola,1,3,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5693319,25,53.94,,ERR3566641,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_222,TRUE,26968_7_222,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,4028,,Caprifig,Plant,USA,1977,Serratia ficaria,Serratia ficaria,20,6,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5312702,22,59.96,,ERR3566642,PRJEB24638,Grimont collection (Institut Pasteur),10.1007/BF02602859,1
26968_7_223,TRUE,26968_7_223,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,,,,,Unknown,Unknown,Unknown,Serratia quinivorans,8,1,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5289398,12,55.04,,ERR3566643,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_224,TRUE,26968_7_224,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8806204,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5079934,30,59.04,,ERR3566644,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_225,TRUE,26968_7_225,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,9107484,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,17,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4981540,48,59.12,,ERR3566645,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_227,TRUE,26968_7_227,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,246,,Lepidopteran (moth),Insect,France,1962,Serratia marcescens,Serratia marcescens,9,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5151266,11,60.06,A5,ERR3566647,PRJEB24638,Grimont collection (Institut Pasteur),10.1099/00221287-98-1-39,1
26968_7_229,TRUE,26968_7_229,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,3.88,,,,Unknown,Unknown,Serratia liquefaciens,Serratia fonticola,1,3,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5451227,35,53.91,,ERR3566649,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_23,TRUE,26968_7_23,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,4149,,,,Unknown,Unknown,Serratia liquefaciens,Serratia liquefaciens,2,4,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5249602,19,55.38,,ERR3566443,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_230,TRUE,26968_7_230,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,681,,,,Unknown,Unknown,Serratia marcescens,Serratia rubidaea,22,11,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4964562,28,59.28,TCT,ERR3566650,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_231,TRUE,26968_7_231,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8806 203,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5020444,32,59.11,,ERR3566651,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_232,TRUE,26968_7_232,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8806207,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,19,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5065779,31,59.03,,ERR3566652,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_233,TRUE,26968_7_233,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8904.315,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,18,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4866648,20,59.25,,ERR3566653,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_235,TRUE,26968_7_235,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,296,,River water,Water,France,Unknown,Serratia marcescens,Serratia marcescens,15,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5031153,23,59.8,A2,ERR3566655,PRJEB24638,Grimont collection (Institut Pasteur),10.1099/00221287-98-1-39,1
26968_7_236,TRUE,26968_7_236,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,519,,,,Unknown,Unknown,Unknown,Serratia liquefaciens,2,4,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5167244,15,55.42,,ERR3566656,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_237,TRUE,26968_7_237,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,363,,,,Unknown,Unknown,Serratia entomophila,Serratia marcescens,15,2,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5010428,15,59.7,,ERR3566657,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_239,TRUE,26968_7_239,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,503,,,,Unknown,Unknown,Serratia grimesii,Serratia grimesii,5,7,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5045008,12,52.77,C1d,ERR3566659,PRJEB24638,Grimont collection (Institut Pasteur),,1
26968_7_24,TRUE,26968_7_24,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,G4123,,Digestive tract of rodent Clethrionomys glareolus,Animal,Unknown,Unknown,Serratia proteamaculans,Serratia quinivorans,7,1,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,5457434,21,54.97,,ERR3566444,PRJEB24638,Grimont collection (Institut Pasteur),10.1007/BF01568416,1
26968_7_240,TRUE,26968_7_240,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,,8806210,,New Zealand,,Unknown,Unknown,Serratia entomophila,Serratia entomophila,18,5,Velvet v1.2; VelvetOptimiser v2.2.5,illumina,Illumina MiSeq,4961351,17,59.08,,ERR3566660,PRJEB24638,Grimont collection (Institut Pasteur),,1
