geneID	TFCP2L1	ARID5A	ATF3	ESRRG	GLI2	NPAS2	NR5A2	SOX17	STAT4	TWIST2	NumPeaks	AvgPeakDistance	AvgPeakSize
ENSMUSG00000101102.1	0.0146774430	0.0017947837	0.0305773029	0.0041306904	0.0004568229	0.0015173238	0.0077621561	0.0004923129	0.0115026736	0.2103079374	9.0000000000	12050.4443359375	1982.7778320312
ENSMUSG00000102425.1	0.0190083059	0.0340684817	0.0331884955	0.0285184805	0.0003928531	0.0152502222	0.0353343318	0.0027625862	0.0196593343	0.2900470847	4.0000000000	7743.7500000000	3084.5000000000
ENSMUSG00000046062.5	0.0191476100	0.0341771791	0.0330338371	0.0293992503	0.0003936947	0.0153461664	0.0362355743	0.0027856767	0.0201981893	0.2937358146	4.0000000000	7584.0000000000	3084.5000000000
ENSMUSG00000041757.15	0.0006551008	0.0006787451	0.0061786054	0.0000290544	0.0000701503	0.0003408522	0.0130626447	0.0000439097	0.0107193131	0.0458090431	8.0000000000	14031.1250000000	495.7500000000
ENSMUSG00000101693.1	0.0000304711	0.0003301304	0.0000473147	0.0013428400	0.0000175214	0.0001129891	0.0002860394	0.0000290819	0.0000518950	0.0031446230	4.0000000000	12724.5000000000	1363.0000000000
ENSMUSG00000103421.1	0.0002597960	0.0000643415	0.0001035582	0.0000041753	0.0000063087	0.0000804252	0.0004460142	0.0000167435	0.0000122897	0.0000029835	2.0000000000	13625.0000000000	753.5000000000
ENSMUSG00000102367.6	0.0002583970	0.0000641027	0.0001030252	0.0000041553	0.0000062747	0.0000802349	0.0004438925	0.0000167403	0.0000122235	0.0000029675	2.0000000000	13625.0000000000	753.5000000000
ENSMUSG00000098306.8	0.0002583970	0.0000641027	0.0001030252	0.0000041553	0.0000062747	0.0000802349	0.0004438925	0.0000167403	0.0000122235	0.0000029675	2.0000000000	13625.0000000000	753.5000000000
ENSMUSG00000070645.5	0.0000014987	0.0000227778	0.0001484583	0.0000001737	0.0000000260	0.0000148109	0.0000169895	0.0000061469	0.0066026088	0.0000000451	2.0000000000	15437.0000000000	343.0000000000
ENSMUSG00000070644.13	0.0000011166	0.0000012530	0.0000108381	0.0000000469	0.0000005551	0.0000006503	0.0000002869	0.0002275842	0.0006231731	0.0000006340	2.0000000000	22262.5000000000	357.5000000000
ENSMUSG00000070643.11	0.0743728299	0.0021463305	0.0099929208	0.0004719491	0.0043775517	0.0250148741	0.0010903991	0.0239674020	0.0004705639	0.1006670850	5.0000000000	11095.5996093750	2284.8000488281
ENSMUSG00000102976.5	0.0002982076	0.0049556445	0.0003524421	0.0000188887	0.0001835209	0.0018614476	0.0000747367	0.0001159325	0.0079333311	0.0004581949	2.0000000000	11864.0000000000	2224.5000000000
ENSMUSG00000094410.7	0.0002981471	0.0049542474	0.0003521793	0.0000188561	0.0001835188	0.0018614142	0.0000747155	0.0001159113	0.0079324667	0.0004546711	2.0000000000	11895.0000000000	2224.5000000000
ENSMUSG00000102049.1	0.0002977453	0.0049449589	0.0003504321	0.0000186393	0.0001835048	0.0018611921	0.0000745743	0.0001157703	0.0079267198	0.0004312426	2.0000000000	12111.5000000000	2224.5000000000
ENSMUSG00000051998.14	0.0018957596	0.0077028377	0.0015693124	0.0001838425	0.0001649882	0.0025373792	0.0001802311	0.0004337441	0.0062307512	0.0517367720	3.0000000000	1222.0000000000	1192.6666259766
ENSMUSG00000026463.17	0.0028017399	0.0048688858	0.0001593454	0.0000422622	0.0087566380	0.0003061245	0.0004161932	0.0000349095	0.0000270032	0.0658728827	1.0000000000	0.0000000000	2098.0000000000
ENSMUSG00000098606.1	0.0000070049	0.0000561138	0.0000085337	0.0000040319	0.0000128679	0.0000000708	0.0000024489	0.0000010342	0.0000001349	0.0014602702	2.0000000000	16894.5000000000	530.5000000000
ENSMUSG00000102509.1	0.0000424912	0.0001000729	0.0000093139	0.0000097652	0.0001322014	0.0000423602	0.0000101681	0.0000020002	0.0000169661	0.0009952657	2.0000000000	15791.5000000000	1317.0000000000
ENSMUSG00000010311.15	0.0112334848	0.0047212147	0.0004365893	0.0012352166	0.0000833386	0.0015467989	0.0012409441	0.0041679515	0.0063421132	0.0591076806	6.0000000000	9706.3330078125	1571.5000000000
ENSMUSG00000090208.1	0.0099050211	0.0035261567	0.0003919466	0.0010832590	0.0000761758	0.0011853858	0.0013600027	0.0031091110	0.0049640922	0.0495443118	6.0000000000	10195.6669921875	1571.5000000000
ENSMUSG00000041577.5	0.0400099772	0.0219917196	0.0013708736	0.0043925960	0.0002573330	0.0040195867	0.0024325638	0.0194762041	0.0344022695	0.1017846146	6.0000000000	10689.1669921875	1444.8333740234
ENSMUSG00000100987.1	0.0005262955	0.0001307114	0.0010979982	0.0001420970	0.0002810694	0.0000148060	0.0000341052	0.0008079600	0.0011848288	0.0532130464	4.0000000000	5273.0000000000	589.0000000000
ENSMUSG00000099507.1	0.0000374656	0.0000670595	0.0001619228	0.0001430045	0.0000024206	0.0000947224	0.0000128537	0.0000586480	0.0004770022	0.0064209368	5.0000000000	12856.5996093750	423.0000000000
ENSMUSG00000041559.7	0.0003410167	0.0004417025	0.0007738128	0.0007644074	0.0001516976	0.0007154603	0.0000503217	0.0002197512	0.0012339290	0.0177839199	6.0000000000	11005.1669921875	1792.3333740234
ENSMUSG00000020423.6	0.0119180801	0.0239856294	0.0099566169	0.0134024771	0.0054664442	0.0040405684	0.0056607236	0.0031008493	0.0750773515	0.3139806928	8.0000000000	11114.7500000000	3914.2500000000
ENSMUSG00000102380.1	0.0492111995	0.0357948746	0.0540175225	0.0119604651	0.0231662853	0.0041879840	0.0230806555	0.0051177146	0.0473482270	0.3185467596	7.0000000000	9838.7138671875	2937.7143554688
ENSMUSG00000073559.2	0.0132158865	0.0130526157	0.0091949198	0.0103145289	0.0039395165	0.0079685396	0.0053413858	0.0013868244	0.0359451019	0.0614934927	5.0000000000	8416.0000000000	2705.3999023438
ENSMUSG00000026450.14	0.0091411215	0.0090071468	0.0063983365	0.0071587206	0.0028499151	0.0103483759	0.0037229348	0.0010050648	0.0247457347	0.0422948008	5.0000000000	9540.4003906250	2705.3999023438
ENSMUSG00000064246.10	0.0000824580	0.0012866370	0.0001376334	0.0016119060	0.0000158327	0.0000199276	0.0001098902	0.0006946068	0.0000267723	0.0042112030	5.0000000000	7250.0000000000	421.0000000000
ENSMUSG00000042451.12	0.0000319287	0.0006862916	0.0002622992	0.0012901725	0.0001314893	0.0001540797	0.0004685207	0.0000992097	0.0000093052	0.0400347715	7.0000000000	12929.2861328125	449.1428527832
ENSMUSG00000042429.8	0.0117489584	0.0045126090	0.0060062315	0.0568641286	0.0066812622	0.0140937359	0.0374288398	0.0001908763	0.0176824203	0.0848803398	9.0000000000	10072.3330078125	781.5555419922
ENSMUSG00000096676.1	0.0002763284	0.0003611130	0.0000333362	0.0000412778	0.0000089326	0.0000175968	0.0000823364	0.0000218273	0.0000128241	0.0010884562	2.0000000000	19080.5000000000	2576.0000000000
ENSMUSG00000026459.5	0.0016710208	0.0021837324	0.0002015915	0.0002496161	0.0000540177	0.0001064118	0.0004979067	0.0001319947	0.0000775502	0.0065821427	2.0000000000	10082.5000000000	2576.0000000000
ENSMUSG00000026458.13	0.0000000581	0.0000100636	0.0000001562	0.0000000276	0.0000000514	0.0005684514	0.0000002693	0.0000031828	0.0000123788	0.0000001558	1.0000000000	18309.0000000000	710.0000000000
ENSMUSG00000042305.12	0.0004032610	0.0023899578	0.0010247075	0.0004800142	0.0003360088	0.0041898712	0.0001378915	0.0000807638	0.0012486847	0.0657025098	3.0000000000	9974.0000000000	1026.0000000000
ENSMUSG00000050526.5	0.0000159917	0.0000560989	0.0000759776	0.0003663093	0.0000102517	0.0000840220	0.0000280949	0.0000203716	0.0013435196	0.0012846128	4.0000000000	15015.2500000000	965.7500000000
ENSMUSG00000026456.18	0.0013280098	0.0016818894	0.0030783699	0.0005777991	0.0019622985	0.0026452898	0.0004955773	0.0003351581	0.0018992305	0.0482412678	5.0000000000	9794.2001953125	1532.1999511719
ENSMUSG00000026457.14	0.0068592287	0.0092763477	0.0190062588	0.0016461679	0.0089967870	0.0161961698	0.0024395730	0.0015822309	0.0032221520	0.1060584085	4.0000000000	6484.5000000000	1759.0000000000
ENSMUSG00000101061.1	0.0003321814	0.0004644192	0.0018373558	0.0000403756	0.0002069127	0.0010634253	0.0001063614	0.0000593901	0.0000791030	0.0066930529	3.0000000000	17835.3339843750	2298.6667480469
ENSMUSG00000102722.1	0.0006439285	0.0023090929	0.0269307300	0.0000110091	0.0000674871	0.0000075715	0.0000302710	0.0000183277	0.0000057915	0.0659084071	1.0000000000	0.0000000000	1355.0000000000
ENSMUSG00000026455.14	0.0006439285	0.0023090929	0.0269307300	0.0000110091	0.0000674871	0.0000075715	0.0000302710	0.0000183277	0.0000057915	0.0659084071	1.0000000000	0.0000000000	1355.0000000000
ENSMUSG00000042229.9	0.0004271814	0.0619137886	0.0003854834	0.0128465757	0.0005077462	0.0002683114	0.0012430359	0.0013565744	0.0000268456	0.0657151151	2.0000000000	9198.5000000000	2019.5000000000
ENSMUSG00000077202.1	0.0000893922	0.0217435428	0.0000853996	0.0022697759	0.0019667201	0.0000962211	0.0020418430	0.0002386404	0.0000106212	0.0110074785	2.0000000000	8323.0000000000	2019.5000000000
ENSMUSG00000096712.1	0.0000469014	0.0270640602	0.0000532392	0.0004452619	0.0043465332	0.0001218812	0.0042456552	0.0000446117	0.0000144869	0.0008863254	2.0000000000	12653.5000000000	2019.5000000000
ENSMUSG00000101955.1	0.0000320933	0.0185191745	0.0000364301	0.0003046802	0.0029742103	0.0000833999	0.0029051823	0.0000305265	0.0000099130	0.0006064876	2.0000000000	14550.5000000000	2019.5000000000
ENSMUSG00000046367.10	0.0010469739	0.0002815134	0.0034463690	0.0000414768	0.0001774813	0.0000392607	0.0017085680	0.0000046759	0.0000151110	0.0085740834	2.0000000000	8421.0000000000	1631.0000000000
ENSMUSG00000042207.17	0.0075954698	0.0020430328	0.0256504685	0.0001470253	0.0013194775	0.0002836075	0.0039474797	0.0000168531	0.0001102427	0.0197931210	2.0000000000	1332.5000000000	1631.0000000000
ENSMUSG00000097435.1	0.0000119558	0.0000205569	0.0000322579	0.0000851212	0.0001317476	0.0000000247	0.0000120675	0.0000002960	0.0000002171	0.0000000955	1.0000000000	5425.0000000000	359.0000000000
ENSMUSG00000026452.15	0.0000123371	0.0000212126	0.0000332869	0.0000878364	0.0001359501	0.0000000254	0.0000124525	0.0000003055	0.0000002240	0.0000000985	1.0000000000	5268.0000000000	359.0000000000
ENSMUSG00000073557.11	0.0004725382	0.0003589539	0.0011737364	0.0006738453	0.0006045948	0.0002597324	0.0042686582	0.0000738008	0.0001930530	0.0984615009	2.0000000000	3060.5000000000	1278.0000000000
ENSMUSG00000103614.1	0.0008032025	0.0090204583	0.0298052113	0.0013537749	0.0000731362	0.0023633634	0.0197766618	0.0019389092	0.0121222753	0.0006807270	7.0000000000	11940.1425781250	1372.2857666016
ENSMUSG00000077846.1	0.0003560467	0.0042592055	0.0132273122	0.0005800720	0.0000310501	0.0010157836	0.0088128134	0.0008479437	0.0054015104	0.0000344116	6.0000000000	11917.3330078125	1309.6666259766
ENSMUSG00000103976.1	0.0001023006	0.0121101784	0.0007234049	0.0000153041	0.0000011300	0.0000271817	0.0002299259	0.0000700855	0.0008289021	0.0000323495	3.0000000000	13279.6669921875	1884.3333740234
ENSMUSG00000101168.1	0.0000250684	0.0032247135	0.0001030424	0.0000002622	0.0000000970	0.0000005941	0.0000006233	0.0000130488	0.0001851742	0.0000084407	2.0000000000	15358.0000000000	685.5000000000
ENSMUSG00000026429.8	0.0002896501	0.0010499316	0.0005535641	0.0006176120	0.0001736167	0.0001257196	0.0013339579	0.0001527592	0.0006415045	0.0270371700	2.0000000000	3236.5000000000	1278.0000000000
ENSMUSG00000042793.13	0.0000093176	0.0000016945	0.0000286870	0.0002676643	0.0000139739	0.0000000159	0.0012531447	0.0000065043	0.0001872030	0.0000000002	1.0000000000	6076.0000000000	359.0000000000
ENSMUSG00000097993.7	0.0012298255	0.0001232396	0.0006981158	0.0238300752	0.0001374833	0.0003293086	0.0061584495	0.0001606715	0.0002240301	0.0700636149	2.0000000000	6757.0000000000	2293.0000000000
ENSMUSG00000097988.1	0.0000123613	0.0000014988	0.0000215450	0.0004021675	0.0000075636	0.0000033337	0.0006692534	0.0000049089	0.0000897088	0.0007552357	2.0000000000	16043.5000000000	1317.0000000000
ENSMUSG00000031506.11	0.0012414558	0.0001245989	0.0006985127	0.0238301228	0.0001387964	0.0003301688	0.0061608202	0.0001607680	0.0002286006	0.0701579898	2.0000000000	6704.0000000000	2293.0000000000
ENSMUSG00000026426.10	0.0081478550	0.0009507770	0.0003242970	0.0017122460	0.0009198542	0.0006194186	0.0020772077	0.0000782063	0.0031837446	0.0703502903	2.0000000000	6631.5000000000	2293.0000000000
ENSMUSG00000087721.1	0.0050862021	0.0005937562	0.0001945937	0.0007839964	0.0005742245	0.0003838150	0.0012260391	0.0000470204	0.0019905148	0.0431969692	2.0000000000	9776.5000000000	2293.0000000000
ENSMUSG00000085311.1	0.0032776654	0.0003826301	0.0001254006	0.0005052253	0.0003700435	0.0002473392	0.0007900877	0.0000303010	0.0012827335	0.0278371187	2.0000000000	11973.5000000000	2293.0000000000
ENSMUSG00000026424.8	0.0001719065	0.0000200903	0.0000058666	0.0000007036	0.0000194095	0.0000127144	0.0000350423	0.0000014263	0.0000675573	0.0013949461	1.0000000000	19263.0000000000	2311.0000000000
ENSMUSG00000079139.4	0.0020526309	0.0026465579	0.0146433791	0.0049514239	0.0002587191	0.0008751261	0.0008179360	0.0004363610	0.0302296234	0.0188407478	2.0000000000	12611.5000000000	2323.5000000000
ENSMUSG00000097680.1	0.0022977780	0.0002255929	0.0088889205	0.0014882636	0.0009540778	0.0008949999	0.0002335157	0.0003349572	0.0193919116	0.0304710023	4.0000000000	11498.0000000000	1737.0000000000
ENSMUSG00000003051.13	0.0115028598	0.0006607474	0.0166706586	0.0025263591	0.0053302932	0.0039008546	0.0011643553	0.0021030561	0.0407942803	0.0956709694	4.0000000000	7146.2500000000	1470.2500000000
ENSMUSG00000041926.15	0.0018562780	0.0031302097	0.0008522833	0.0002270383	0.0000718646	0.0356294915	0.0001688007	0.0000734866	0.0001062662	0.0334718135	3.0000000000	15992.6669921875	1329.0000000000
ENSMUSG00000062580.9	0.0023479609	0.0016629430	0.0005948061	0.0129672464	0.0000272193	0.0001942951	0.0088338716	0.0000691300	0.0002049402	0.0363843694	4.0000000000	8640.5000000000	966.5000000000
ENSMUSG00000048096.7	0.0009709913	0.0014057967	0.0007668379	0.0023867103	0.0001284259	0.0011588055	0.0115544501	0.0002708322	0.0002262912	0.0360267422	4.0000000000	3359.2500000000	966.5000000000
ENSMUSG00000087859.1	0.0007661285	0.0001907542	0.0002138503	0.0007174819	0.0000985652	0.0000100726	0.0000694956	0.0016072573	0.0086284372	0.0005824720	5.0000000000	10129.5996093750	555.2000122070
ENSMUSG00000041889.7	0.0197489453	0.0000610567	0.0009652533	0.0014761675	0.0054548862	0.0000068790	0.0001891899	0.0001916121	0.0009390536	0.0329681968	5.0000000000	11286.4003906250	555.2000122070
ENSMUSG00000041879.13	0.0007616430	0.0004735292	0.0009476917	0.0000802106	0.0000147283	0.0000056436	0.0001351638	0.0011569275	0.0327243399	0.0347471557	3.0000000000	7376.6665039062	1073.0000000000
ENSMUSG00000100620.1	0.0103329464	0.0002219204	0.0173882559	0.0002981952	0.0000041088	0.0000014361	0.0001470483	0.0002605540	0.0015993795	0.0446336749	3.0000000000	9827.6669921875	1073.0000000000
ENSMUSG00000009418.15	0.0001712139	0.0000343380	0.0000173856	0.0000432907	0.0000128076	0.0002597069	0.0000063772	0.0005000006	0.0000017888	0.0003330160	3.0000000000	19521.3339843750	1113.6666259766
ENSMUSG00000093515.1	0.0000014628	0.0000018365	0.0000032046	0.0000001796	0.0000001364	0.0000007944	0.0000009980	0.0000081986	0.0002805700	0.0002864091	3.0000000000	21541.3339843750	617.3333129883
ENSMUSG00000102474.1	0.0010464497	0.0000605413	0.0029528315	0.0000020809	0.0000033669	0.0000175099	0.0000093379	0.0000387833	0.0000035114	0.0037746039	4.0000000000	6824.5000000000	261.2500000000
ENSMUSG00000104524.1	0.0032491338	0.0010747838	0.0045735178	0.0138684865	0.0019897905	0.0004640896	0.0027085023	0.0000733379	0.0000201522	0.0538096982	7.0000000000	13477.1425781250	841.2857055664
ENSMUSG00000054412.5	0.0000220483	0.0000025082	0.0000019834	0.0064632082	0.0000001002	0.0000000965	0.0064639044	0.0447192959	0.0000030507	0.0000917241	2.0000000000	5317.0000000000	194.0000000000
ENSMUSG00000090399.1	0.0129967217	0.0189723308	0.0263611898	0.0002459365	0.0003059861	0.0034424197	0.0008060824	0.0005130831	0.0044471884	0.1191138443	7.0000000000	10648.5712890625	971.8571166992
ENSMUSG00000026421.14	0.0058196684	0.0010172654	0.0322786033	0.0006918843	0.0009078992	0.0062361062	0.0002462007	0.0001259394	0.0051989648	0.0694579694	7.0000000000	12213.5712890625	1920.1428222656
ENSMUSG00000041801.5	0.0140198261	0.0027870594	0.0319291708	0.0237785356	0.0048717530	0.0025680519	0.0028429005	0.0013882807	0.0204652259	0.1714428930	8.0000000000	12863.7500000000	1713.8750000000
ENSMUSG00000026418.16	0.0486955674	0.0029031677	0.0327173809	0.0058687760	0.0061812152	0.0006059966	0.0011768748	0.0009656241	0.0144213058	0.1021032991	5.0000000000	10772.4003906250	1816.5999755859
ENSMUSG00000041782.14	0.0023138054	0.0000708901	0.0002331568	0.0000134397	0.0040444475	0.0000130041	0.0000111794	0.0004124301	0.0010502445	0.0340608409	2.0000000000	1643.5000000000	731.0000000000
ENSMUSG00000026414.13	0.0007836352	0.0003188628	0.0027506050	0.0000866151	0.0002676802	0.0000549797	0.0003546897	0.0006876289	0.0011426837	0.0145076897	5.0000000000	12696.2001953125	1267.5999755859
ENSMUSG00000101482.1	0.0001361993	0.0000720237	0.0019732066	0.0000155178	0.0000293152	0.0000148371	0.0000848935	0.0004360259	0.0001507068	0.0025144417	2.0000000000	18742.5000000000	2272.0000000000
ENSMUSG00000051985.12	0.0000179789	0.0000748716	0.0003126624	0.0000472640	0.0000334350	0.0000038462	0.0000094407	0.0001471515	0.0037900659	0.0265629686	2.0000000000	6228.0000000000	723.0000000000
ENSMUSG00000026411.17	0.0000235554	0.0000904944	0.0003758063	0.0000566979	0.0000402263	0.0000046108	0.0000113896	0.0001768067	0.0045720794	0.0318058066	2.0000000000	4874.0000000000	723.0000000000
ENSMUSG00000102717.1	0.0019421559	0.0021890717	0.0028521702	0.0002282426	0.0002383974	0.0036206196	0.0021396204	0.0004088064	0.0044233157	0.0192227512	2.0000000000	15696.0000000000	4044.0000000000
ENSMUSG00000086264.9	0.0188403081	0.0212355698	0.0276681015	0.0022141171	0.0023126260	0.0351226132	0.0207558563	0.0039657162	0.0429093424	0.1864745063	2.0000000000	4335.0000000000	4044.0000000000
ENSMUSG00000041642.18	0.0196327408	0.0221287484	0.0288318356	0.0023072439	0.0024098962	0.0365998878	0.0216288579	0.0041325162	0.0447141306	0.1943177167	2.0000000000	4129.0000000000	4044.0000000000
ENSMUSG00000087230.9	0.0027098396	0.0020975234	0.0147870014	0.0004641464	0.0003136657	0.0048872889	0.0007651220	0.0001485311	0.0028175059	0.0161127266	6.0000000000	7427.0000000000	2084.6667480469
ENSMUSG00000041605.16	0.0473444616	0.0211716300	0.0537525512	0.0006017757	0.0015194556	0.0035153629	0.0078621775	0.0010112613	0.0766289066	0.2050815609	5.0000000000	12599.2001953125	2382.8000488281
ENSMUSG00000097315.1	0.0067396614	0.0040952208	0.0107430694	0.0003578449	0.0007905509	0.0116601469	0.0019363249	0.0003380351	0.0066735462	0.0409571792	6.0000000000	6045.1665039062	2084.6667480469
ENSMUSG00000103594.1	0.0036073140	0.0016127094	0.0041089076	0.0000447073	0.0001083364	0.0001297945	0.0005944930	0.0000757859	0.0058707843	0.0154669121	3.0000000000	19130.0000000000	2938.6667480469
ENSMUSG00000102941.1	0.0006888401	0.0003097304	0.0007964761	0.0000077165	0.0000207385	0.0000183168	0.0001054520	0.0000161555	0.0011432935	0.0029389274	2.0000000000	17446.5000000000	3313.5000000000
ENSMUSG00000097433.1	0.0003379210	0.0001557364	0.0003915477	0.0000037859	0.0000101782	0.0000119377	0.0000517414	0.0000112530	0.0005622007	0.0014417571	2.0000000000	17446.5000000000	3313.5000000000
ENSMUSG00000052759.7	0.0000000017	0.0000066984	0.0000014573	0.0000000008	0.0000000082	0.0000052122	0.0000000186	0.0000058755	0.0000023700	0.0000000455	1.0000000000	8837.0000000000	167.0000000000
ENSMUSG00000041570.14	0.0003455135	0.0066120580	0.0021320642	0.0233790039	0.0001363342	0.0331346500	0.0027580846	0.0019395519	0.0005808483	0.0659685378	2.0000000000	8059.0000000000	1895.0000000000
ENSMUSG00000097403.2	0.0002606240	0.0173826128	0.0002705078	0.0000471991	0.0005291134	0.0000208224	0.0001761874	0.0000170876	0.0116213416	0.0001080601	1.0000000000	0.0000000000	1193.0000000000
ENSMUSG00000026404.12	0.0002606240	0.0173826128	0.0002705078	0.0000471991	0.0005291134	0.0000208224	0.0001761874	0.0000170876	0.0116213416	0.0001080601	1.0000000000	0.0000000000	1193.0000000000
