"Feature","MS55_01","MS55_02","MS55_03","MS55_04","MS55_05","MS55_06","MS55_07","MS55_08","MS55_09","MS55_10","MS55_11","MS55_12","MS55_13","MS55_14","MS55_15","MS55_16","MS55_17","MS55_18","MS55_19","MS55_20","MS55_21","MS55_22","MS55_23","MS55_24","MS55_25","MS55_26","MS55_27","MS55_28","MS55_29","MS55_30","MS55_31","MS55_32","MS55_33","MS55_34","MS55_35","MS55_36","MS55_37","MS55_38","MS55_39","MS55_40","MS55_41","MS55_42","MS55_43","MS55_44","MS55_45","MS55_46","MS55_47","MS55_48","POOL0","POOL1","POOL2","POOL3","POOL4","POOL5","POOL6","POOL7","POOL8","POOL9"
"S-adenosylmethionine",52037581.56,50773898.89,53207451.51,54014362.12,88748091.85,83891865.28,85254794.75,85161413.31,80784464.8,79591876.93,82093434.16,77869601.79,78802026.26,85934616.95,81424747.67,85240246.21,55445351.53,55955317.61,58223666.71,56149862.65,72495158.84,79297599.25,80351579.49,77436738.2,86552925.79,84363589.77,84265119.24,81714877.66,79731334.92,104275601.9,105889268.6,99908537.16,55892990.31,50092751.16,55438765.07,55752544.21,76088717.84,82189787.18,82265108.05,79325866.36,93111237.26,96986330.17,92334886,93741359.24,108420117,115422942.3,99857101.96,110787551,80869217.65,85079298.82,82342630.78,80421647.61,80657604.54,80533381.88,78696776.24,76263408.99,77311632.12,77283964.89
"SAICAR",0,0,0,0,140840.2078,203189.3794,255038.645,87366.95658,196282.2374,138510.2292,114091.7402,115427.8013,43239.07895,43865.3526,46841.19846,32469.27607,0,0,0,0,248695.982,274504.6382,184680.2553,212634.3035,173078.1237,171713.0455,226766.507,73608.90976,0,0,0,0,0,0,0,0,123670.3425,155036.5971,172905.493,71154.46448,68324.07104,130579.5088,65716.17588,88447.87262,0,0,0,0,59272.4954,39560.30005,85141.74758,75834.45963,81054.54376,82422.17579,54192.60133,61298.36604,85894.55109,62847.0318
"sedoheptulose 7-phosphate",769401.9762,714105.1837,735970.5836,564947.4637,314805.2052,330193.6225,333894.111,274736.9056,622655.3178,555610.8946,375226.0253,520853.2585,407291.9695,496393.0582,563616.5629,348293.6161,806657.8022,888673.0769,753941.3538,843161.8307,303772.5959,331882.9226,455837.786,312040.2215,635517.7718,678370.8059,504969.2275,713870.1182,470845.6684,589712.2062,599665.1607,591279.8776,881732.0122,844667.0563,1048116.531,877667.8574,304420.3843,344345.0391,293166.7434,345163.836,589820.9208,510211.4869,669073.6499,720118.4409,522107.8254,596559.1494,546180.0169,535862.29,765486.0441,527506.1296,635235.4734,686713.1772,496378.7188,622066.7674,613014.9,585740.9637,496117.4734,546857.1844
"serine",73175589.04,70884157.52,71748750.24,66415079.17,7632057.399,6784390.72,8143536.582,6372909.391,8877422.962,8226686.523,8094903.822,7767680.454,8587696.832,8855598.502,7701748.508,8227441.557,57006481,55206136.94,61053501.17,60784246,4874949.604,6468441.855,5591021.866,5155617.266,7543814.266,7693758.756,6412992.158,7935790.06,10621125.94,12586961.59,10452933.77,10719493.12,52474139.11,45396445.43,51968536.79,47633610.64,6233775.441,6733853.239,6897472.283,6565521.357,8297057.936,6286652.245,7051543.646,8052572.334,9313112.685,10083947.42,8637050.437,9430516.136,24080573.32,23418989.18,22237384.66,24664019.59,22806615.3,22039740.45,21655695.31,22149297.78,22142727.29,20078764.73
"S-lactoylglutathione",1578670.785,1784490.462,1665181.323,1473138.082,1124149.004,1350722.074,967011.4684,914856.4312,775220.1661,878439.0562,824133.4465,671932.2183,959591.4941,989795.9411,518115.0403,1070951.507,1074317.332,1080900.307,1093201.414,1177096.094,1029415.516,1298292.897,1494427.711,1340948.24,1140571.473,868298.5425,1096179.792,1072579.802,617489.2427,808258.3327,915344.2343,837087.2481,573344.2959,684090.3975,832544.0859,706046.1684,616938.5737,736935.5339,730124.811,603280.8854,847961.066,809522.6231,792532.243,769768.6619,413588.8519,463231.5748,714295.9128,566107.4914,903447.5873,960244.0449,1103965.443,1003685.247,826434.5954,1164168.952,969729.7536,907979.2723,902067.3198,1032659.265
"stearoylcarnitine C18",816273.3062,1531293.686,1538816.902,5748512.374,1857815.804,1411838.851,1551761.803,2025122.835,1194491.467,866703.7792,1209084.702,980443.9046,1391780.541,1972245.419,1315264.72,1858102.114,1000878.035,1152708.321,156795.9502,252816.9984,3879353.488,1227288.254,845129.4116,3486588.449,851221.3761,532210.8856,642249.6414,2077332.138,812684.1935,1373555.622,1731261.31,1347809.933,340627.2173,652885.0426,374695.4133,669951.6839,1614378.353,1550389.058,1596412.401,1445905.373,709001.0036,1309774.777,1482600.449,1159894.745,1757522.159,2160096.382,1306641.851,2609641.989,3149341.203,3117789.184,3235456.377,3063303.805,3432642.244,3414274.517,2929748.26,2850284.021,3351942.177,3200492.668
"succinate",57141406.66,54627685.04,48511076.12,50768537.22,34364838.11,29944519.98,30632982.52,27924323.37,32531511.09,27060443.87,20821141.12,32379257.27,28080874.85,34099798.85,22926424.52,30033908.23,46728964.63,53528864.95,45886335.43,52203499.27,24827398.39,31269599.11,28568503.28,39381519.62,25851101.94,21362312.36,37112682.14,20002553.62,30409198.59,33196222.78,31466708.79,30279409.4,67033261.03,73529585.87,64324451.87,64641922.4,31448237.15,35402969.53,32922547.51,34291779.23,30604007.68,31969474.54,28346555.61,33444679.4,30924512.89,39807027.65,33041811.29,30383881.31,58290194.43,60271972.87,61519250.21,62309395.13,63454620.64,65624645.93,58652854.46,55190722.62,56595733.44,56052290.65
"succinylglutathione",5217975.788,5616646.658,5345113.019,4939640.034,1350963.34,1454320.474,1338083.822,1324276.425,1097157.239,1083087.789,1102552.594,1028442.875,959147.6279,1005529.631,972041.2767,902590.9736,3847332.969,4266590.503,4285986.347,4206613.899,841900.7692,1091802.533,993024.8423,1112122.324,1013209.301,999988.6496,1010209.885,908244.5181,703070.6627,949232.454,982412.5152,958534.3554,3389858.816,3427796.554,3635276.695,3187479.559,709645.9118,696089.0333,688328.0735,686910.7334,868403.8272,781586.0494,794360.3074,815990.3909,640731.9282,531597.4828,629669.4297,736748.2286,2037318.666,1889635.677,1981481.279,1879357.01,1815943.89,1869680.716,1819363.253,1821518.508,1855036.386,1863576.124
"taurine",2859763151,2794232212,2837086938,2638525555,5633042416,5464744688,5433516711,5444413115,3730729258,3629971898,3499392682,3685830975,3636195578,3481548066,3344279572,3482661240,1904520798,1963734804,1974456144,2024002547,4054644558,4423499048,4683199068,4495498581,3474360845,3361831430,3537012917,3422739840,3216215820,3616478716,3644007277,3574277835,1897114856,1831573673,2030050179,1786658086,4387555130,4282877977,4360673597,4500935527,3833588381,3378331082,3619566844,3805654020,3253284957,3283956931,3326906034,3189470694,3669379193,3643055092,3648030674,3664589900,3635390027,3615980844,3600454117,3564863841,3547237311,3584738000
"tetradecanoylcarnitine C14",3518540.544,3720423.014,3360192.104,2931071.234,856037.9008,1175451.183,1350992.864,934984.1516,326755.7018,373829.8613,349706.0674,167776.233,224228.8146,177384.7411,259920.6731,95383.71887,1932774.782,2162940.279,1955114.359,2443320.463,947407.4187,1034880.83,855148.8413,1272974.953,205818.8495,377847.2735,471469.8585,590335.9668,315846.664,114474.1031,344148.4424,520610.0322,1556059.266,1587527.112,1976615.359,1859977.603,1148802.759,928486.8725,742053.7954,614988.0421,146361.7909,370333.6715,373998.185,620811.8148,429544.2449,478238.1203,341180.5398,408493.4127,930665.1893,677398.1824,1139434.836,1214518.428,731624.5941,1798040.841,1066284.551,892719.7961,705832.2383,1007957.868
"tetradecenoylcarnitine C14:1",1611844.291,1021224.561,897666.2333,847122.2241,1126818.308,1300468.754,1346819.55,1786093.011,502439.8989,846800.1092,528810.0696,474769.5195,642551.1275,386783.9291,196444.3591,283233.7036,1270430.036,1691111.096,1907195.611,1731525.313,984845.6618,822985.1231,971385.3613,1488512.5,373261.8823,290332.8333,832225.0715,402524.0489,753485.784,1176368.108,2194569.745,1224797.78,1596465.962,1226750.634,2830894.4,802160.1122,1551250.735,1271166.213,1147081.377,1591857.109,1119538.281,342382.4231,257724.8409,636147.2637,211185.8425,678667.7322,742966.7828,392170.3794,842945.5885,1163363.793,1778356.341,1328289.197,911795.6626,1305213.813,1355692.441,1583937.626,1477289.218,1309276.66
"thiamine",119217887.6,118029539.7,116994072.4,108292167.7,60161487.54,53560939.79,54834059.24,62928969.31,60403774.41,60694572.34,46704214.23,57751160.71,57836619.77,57211342.24,50507127.88,55866903.42,91655758.28,97684648.44,91706086.53,101411063.6,55122272.36,65582470.92,66769633.43,56472514.95,54046281.83,64015908.69,53194701.76,53178025.35,78735804.02,78387604.44,54008559.85,62969509.46,104647952.3,100872899.5,110345615.9,102266123.4,76930098.47,72808917.57,73530769.53,71197805.88,63300771.55,58195348.62,54196976.11,63891552.48,62915629.88,70877117.29,63425938.4,60030836.78,84559606.56,79082701.01,79191745.94,76218540.06,74046629.28,73485724.38,74135458.19,72099390.42,71493279.48,68637893.5
"threonine",971977740.3,967127945.4,1067364829,920736353.7,165467859,152441051.7,159903519.2,160899805.1,175302872.6,158619971.2,137505098.9,147901975.1,175990961.3,174547154.4,156105057.5,163585670.9,710519731.7,718606334.8,765277968.9,760629598.1,123146602.6,141482409.9,150738159.3,140835714,158309287.1,155341898.4,160409705.2,151947896.4,201509028.5,217518226.8,186523775.3,192325723.8,647244274,589082913.2,729978084.5,611087192.2,143939953.5,136673141.4,155056304.3,148354456.2,175146899.5,144628706.2,155826455.6,176514917.9,167620562.4,168535551,161289981.1,157606047.3,341547970.5,342854230.2,354561497,341130890.7,338787299.9,341056207.7,335365962.9,329712545.3,328452718.3,322332594.3
"trans-4-hydroxyproline",171605485.3,200400176.2,205314275.1,194038773,27542738.29,24363327.32,26495048.76,25427931.33,28790458.09,27634195.94,23888585.79,20223726.37,30672654.3,25603012.18,29358260.95,28284980.97,147647507,147801810.2,155781232.8,135020460.7,21531820.65,22670502.31,23420516.87,22397350.72,23791337.65,24381056.27,27523939.1,24914144.18,34652405.82,30742978.41,27485364.18,27046489.04,134458552.8,119560655.8,128431715.9,120197242,26931097.53,23641655.43,23726927.79,20047650.86,22963617.62,22395193.15,24161247.79,26438443.31,24065874.61,22264842.24,22943178.52,20886664.26,57354463.77,59974164.06,55062353.14,51705868.66,51406851.87,60578763.82,61553194.4,59962143.58,59090182.31,53374865.63
"trimethyllysine",8676779.056,8223956.039,9193485.243,7268268.053,8028322.474,7946100.376,7737408.858,8083137.643,5554974.073,5869827.011,4377108.871,4693184.852,5357126.969,4544151.667,4143542.141,4530456.143,5755312.136,5826977.58,6217308.464,5968456.291,5025946.712,6368315.358,6150450.978,5251027.877,4982899.809,4672532.355,4667146.002,4516395.907,5964346.438,6310404.668,4439777.421,5497522.698,7058338.208,6551742.588,8892803.756,6251615.203,6892695.266,6664644.35,6704226.128,6356578.225,6276584.683,4964431.845,5462670.074,6273691.729,4676596.656,3969908.907,4050038.137,3880188.709,6629192.576,6527109.891,6414679.93,5965707.134,6212657.591,6837190.441,6250414.653,5875758.292,5876312.017,6009968.198
"tryptophan",469287063.2,456398462.8,488410603.2,418645886.2,251300339.1,236676905.9,232890404.6,239225025.9,252155739.7,236167400.6,203506807.8,227466591,266804062.3,240098196.6,229487922.3,243611878,346406790.9,369040642.7,376257259.8,378186898.3,177904255.2,212422056.6,222867593.9,205460323.8,233679284,235499681.8,237105278.4,222450174.3,291728670.3,334401049.5,277662504.2,287076956.8,399727550.7,376829446.8,435107912.5,371459935.3,224525505.2,214569506.9,232173493.9,224120216.3,267401091.8,220589532.3,230280279.1,268579131.9,246011261.3,250509899.4,256531117,237859037.7,301206723.2,293357441.4,294150110.5,290973906.1,296308919.7,296935318.6,288158473.4,286779896.5,284396235.8,286495820.4
"tyrosine",200626113.5,183258073.9,193195537.3,177332137.7,93577063.18,92626498.55,92129618.95,97356029.26,115161583,112651712.7,95472008.17,103029928.1,125683156.1,112025795.1,107409822.5,110822249.1,139284559.1,148111019.4,148477458.9,148432196.9,88082040.77,104192592.3,105371322.1,94738909.41,110751901.4,112955274.2,113297958.1,112106783.5,141094559.5,130487133.6,97180701.91,110797325.7,160944141.7,157878373.6,173648735.8,150886499.5,111222460.1,105055190.2,113668761.1,108729232.6,113503124.7,89486961.14,98779771.6,118788441.1,97304669.66,97492723.59,96835535.3,87475267.77,129607618.5,129031425.1,126628029.4,127179708,126108112.5,123622123.7,124170134.9,123045472.5,121243567.8,123653565
"UDP",50938902.6,54201648.66,52639433.73,48442482.33,47824111.2,50102585.96,46082846.38,40715316.2,33986497.57,33217734.57,31449088.63,31580475.33,38088278.43,39316950.94,35044621.23,37961200.79,25769246.48,26883966.8,28178693.93,29084388.31,26391534.17,31654797.75,31310587.8,31079064.04,24824746.6,23974626.12,27838692.71,24152799.91,23410589.77,29689209.31,35234340.3,32319139.22,26284859.43,26535394.83,27486169.51,25766608.89,31226244.06,32128126,31284239.79,31867680.03,36402062.7,32710479.76,33928281.53,36220077.86,28739682.9,27949346.64,26627058.75,28005206.54,34206382.89,34343981.73,33823402.57,33119855.65,33749575.91,34362645.45,34368128.24,34535328.38,34941988.62,35012167.94
"UDP-GlcNac",233470006.3,243660693.5,245135328.1,222978928.7,155866400.7,160986767,153426420.9,140525799.4,109922108,108286927.8,105121730.7,103120340.3,147220064.8,138460511.3,117856465.2,137963831.4,153640192.3,170128972.7,160380694.4,168413433,93074549.83,108646837.4,114509201.7,106277350.3,103586931.2,103685101.4,109989146.2,109723846.9,90488041.81,129225005.3,143728345.2,134488203.9,155372657.2,157748891.3,163420135.8,159185113.7,116963113.5,119960844.8,118307598.3,127092820.1,126508726.6,112594028.6,124143316.7,126073092.8,120535073.1,125536894.8,119416083.1,124140877.8,147784292.5,150086272.9,144877919.8,148419870.5,142167128.8,145377080.4,144963737.4,143858253.4,145049868.5,144996867.4
"UDP-hexose",129355691.7,141873682.1,132485036.3,123862474.9,98536859.94,100712298.3,94028108.83,91468600.87,76476346.63,77458286.47,71179593.37,72535179.08,83553233.64,87808638.87,76207420.28,83750573.66,83866245.85,91116641.69,86804757.58,93668497.59,73648834.61,83516202.6,86113770.15,80174648.44,77859349.87,78461422.36,77678705.18,77762088.79,64475483.05,81793493.26,85497109.03,84519585.09,79802289.98,81697108.49,82590022.48,79719055.4,87808112.03,87607001.98,85623011.97,86293094.04,85784084.08,80314788.16,82473544.91,86491403.58,70638246.86,67483668.24,68726207.46,68864039.5,94620071.08,91973497.62,89908831.12,88450513.05,88658554.02,89209091.97,89241241.52,86890666.87,89712109.5,86838365.96
"UMP",5648080.467,5649030.956,5567243.299,5223253.85,5871055.655,6105529.356,6054728.897,5904740.859,4809623.659,5393381.802,4892379.691,4959000.339,6014656.404,5843422.844,5081619.216,5912889.522,3047842.448,3149007.081,3104771.215,3353186.774,4693784.748,5537905.145,5076839.036,4897062.733,4312483.202,4385454.041,5076216.549,4823922.996,4204432.493,4309479.963,4923723.677,5000845.225,3037969.881,2959435.544,3329475.139,3138482.126,5278740.7,5177036.204,5941972.568,5191689.16,5153058.996,4587917.616,5209666.023,5358863.928,4316012.266,3859659.902,4013490.031,4115789.37,4276718.561,4675200.522,4704369.497,4559756.801,4918389.153,4702797.732,4964070.199,5169751.305,5187655.626,5280301.691
"uric acid",347471070.5,317919954.9,297047955.7,290787816.3,301195735.5,293615701,274499358,295527514.7,343153840,319708343.1,253992679.8,289878536.2,309240245.3,277230950.3,247121254.3,270777705.2,264171928.9,287118870.1,249293952.3,275646493.2,238035799.9,268387838.2,269107666.8,252713362.2,277653802,289201006,276848623.3,268765738.7,397569057.5,370103565.5,264398743.5,300740518.3,356762739,353774124.2,374528922.4,331504060,332619469.4,323708585.5,337387147.5,322359110.9,354263839.6,312305963.5,303695514.3,353667294.2,296169881,297665403.5,287917966.9,276118655.6,311724569.8,310576082.6,309521040.5,309082027.7,308529283.4,307934253.3,309157147.8,305355738.5,307463798.1,306278074.5
"uridine",1454827.727,1097501.209,1091269.456,816339.5096,1634977.943,1864570.644,1555519.187,1554633.919,1468449.328,771925.0802,793328.6416,841928.0824,1078948.47,896735.4405,827270.985,1137423.657,636767.5545,760479.6257,779952.3464,878236.9852,815514.6329,1673343.063,1113720.472,873649.101,405303.6072,614264.5848,536715.7296,671853.9682,1094255.314,1080466.282,894662.2229,1006503.379,1036719.223,926798.445,1742455.458,978444.8618,729309.7145,650734.1681,781403.3097,563747.5027,840250.3031,643422.5099,657464.2085,613190.492,827233.7533,669670.8696,738784.832,670743.9125,947356.6178,823780.5243,895158.3034,941816.5416,819176.7515,969211.6986,929865.9464,766911.4028,998392.7711,891400.8364
"UTP",139582545.9,154290083.6,151435330.2,127327430.9,143423977.1,150758751.2,139254756.4,119479972.8,86055021.69,82379051.05,79630457.33,76511784.53,95600273.91,104348729.5,87263371.9,96354124.7,49247503.83,55519590.3,63827783.65,58508906.7,57390343.18,68744986.79,70032293.61,74568907.33,51963026.78,50839152.01,57555825.58,48157503.58,47909812.87,73715032.8,98715745.65,84744673.24,62132768.13,56138423.3,64404367.92,55886517.33,69557242.18,76769023.77,73469549.1,76152384.19,95668523.33,85813983.76,91869709.21,92943663.02,74722090.45,69067983.59,66470081.31,73019305.09,88731388.5,91370629.96,89586611.4,87316334.03,83977109.49,86145926.99,90453846.84,86134854.2,86862245.81,85299209.18
"valine",443439859.5,427709838.7,432665765.6,374400211.3,284894391.8,256531436,264625204.7,284991482.6,318713560.4,290665821.2,245124027.1,274279501.2,310994363.2,288832566.9,267446329.2,296062696.4,340504415.7,364885789.2,356837365,357533165.3,190502113.3,254605593.7,252620428.2,226741161.4,276465410.6,279977646.2,263884872.3,249079076.1,383807316.5,415149397,316712442.9,348456022.2,430130501.5,385546139.3,456327640.1,381473212.9,262618631.3,258947540.5,287987644.7,264164547,311687286,263551681.6,269303594.9,305774693,290559668.5,294853504.9,283854812.6,266040227.1,335679744.2,327938965.4,327083158.5,329510020,333174079.6,335175071,329231317.6,320847473.9,307921382.3,312646984.2
"Val-Lys",56230508,59726923.31,58456878,54639335.75,34047621.75,33175383.29,31963700.13,31717991.34,21248493.84,21717809.64,20242250.19,21379684.83,23516146.33,22052807.31,21182498.86,23173182.33,42143227.28,45736084.87,43550977.44,47195137.73,21954100.74,24876100.8,25831654.62,23728095.45,20144543.76,19973738.41,19374344.2,20061004.56,19281048.27,23108958.14,22679583.78,24081745.39,44558996.57,41877454.42,49339953.03,43601929.77,23181747.9,22557630.95,23229169.81,24324326.04,24465689.84,22049355.42,24478866.52,25315138.27,24754346.91,25626585.99,23068379.66,23087242.03,33138139.37,32605984.55,32122724.93,32070356.84,31806624.79,32251853.57,29754897.12,30907880.6,29507259.54,30939924.4
"xanthine",18810953.79,16714823.66,15252739.81,14159051.24,12054401.79,13273671.99,14514452.11,10877969.89,17251394.59,14421765.41,10821862.64,12648807.36,14727266.03,12235024.63,9772593.224,11655333.83,12882398.75,14993020.15,13145286.44,14044467.88,5864884.196,8564808.953,7041617.57,6335835.522,10091771.46,11503294.36,10726465.68,10237213.1,22553088.6,20683038.16,13397192.3,15866392.79,20543707.23,20897475.61,26079832.46,18686300.4,11512392.25,10416230.45,12305315.48,10747622.95,15671480.4,11099721.66,11243842.62,15312441.72,12127302.29,11696181.33,11371403.42,10213076.53,14868673.18,15061788.41,14945344.46,15088091.29,14867826.34,15036953.37,15365511.7,14674300.67,15097863.94,14982140.45
